account_id,customer_id,bank_name,account_type,account_tier,statement_timeframe_months,analysis_segment
ACC0118196,IND25008560,Capitec,easy,basic,6,basic_easy
ACC0118197,IND25000133,Standard Bank,savings,basic,3,basic_savings
ACC0118198,IND25002370,Standard Bank,current,standard,6,standard_current
ACC0118199,IND25002370,African Bank,aspire,standard,6,standard_aspire
ACC0118200,IND25010817,First National Bank,easy,basic,6,basic_easy
ACC0118201,IND25003987,Absa,savings,basic,3,basic_savings
ACC0118202,IND25004228,Investec,current,standard,3,standard_current
ACC0118203,IND25000097,Nedbank,savings,standard,6,standard_savings
ACC0118204,IND25001419,Nedbank,easy,basic,3,basic_easy
ACC0118205,IND25013381,Standard Bank,easy,basic,3,basic_easy
ACC0118206,IND25013367,Nedbank,savings,basic,3,basic_savings
ACC0118207,IND25006311,Absa,cheque,standard,6,standard_cheque
ACC0118208,IND25000325,Standard Bank,current,standard,3,standard_current
ACC0118209,IND25001012,Nedbank,savings,basic,6,basic_savings
ACC0118210,IND25005257,Absa,current,standard,3,standard_current
ACC0118211,IND25001545,Absa,easy,basic,6,basic_easy
ACC0118212,IND25001545,Capitec,joint,basic,6,basic_joint
ACC0118213,IND25002530,Nedbank,easy,basic,3,basic_easy
ACC0118215,IND25008063,Standard Bank,easy,basic,3,basic_easy
ACC0118216,IND25001599,Capitec,easy,basic,3,basic_easy
ACC0118217,IND25012683,Standard Bank,easy,basic,3,basic_easy
ACC0118218,IND25001075,Absa,easy,basic,6,basic_easy
ACC0118219,IND25003827,Capitec,gold,premium,6,premium_gold
ACC0118220,IND25004162,Absa,easy,basic,6,basic_easy
ACC0118221,IND25000301,Capitec,cheque,standard,6,standard_cheque
ACC0118222,IND25000301,African Bank,current,standard,3,standard_current
ACC0118223,IND25009573,Absa,easy,basic,6,basic_easy
ACC0118224,IND25001283,Standard Bank,easy,basic,3,basic_easy
ACC0118225,IND25000695,Standard Bank,easy,basic,6,basic_easy
ACC0118226,IND25002471,Nedbank,easy,basic,3,basic_easy
ACC0118227,IND25006306,First National Bank,savings,basic,6,basic_savings
ACC0118228,IND25009702,Nedbank,easy,basic,3,basic_easy
ACC0118229,IND25005962,TymeBank,easy,basic,3,basic_easy
ACC0118230,IND25011097,First National Bank,savings,basic,6,basic_savings
ACC0118232,IND25012402,Capitec,easy,basic,3,basic_easy
ACC0118233,IND25009640,First National Bank,savings,standard,3,standard_savings
ACC0118234,IND25009640,First National Bank,current,standard,6,standard_current
ACC0118235,IND25004650,Standard Bank,easy,basic,3,basic_easy
ACC0118236,IND25009455,Discovery Bank,savings,standard,6,standard_savings
ACC0118237,IND25006142,Absa,cheque,standard,6,standard_cheque
ACC0118239,IND25008662,Nedbank,easy,basic,3,basic_easy
ACC0118240,IND25010083,Capitec,savings,standard,3,standard_savings
ACC0118241,IND25000370,Nedbank,easy,basic,6,basic_easy
ACC0118242,IND25005062,Standard Bank,easy,basic,6,basic_easy
ACC0118243,IND25003491,Absa,current,standard,3,standard_current
ACC0118244,IND25009976,First National Bank,easy,basic,3,basic_easy
ACC0118245,IND25003786,Capitec,savings,standard,6,standard_savings
ACC0118246,IND25006865,Absa,easy,basic,3,basic_easy
ACC0118247,IND25012065,Absa,savings,basic,6,basic_savings
ACC0118248,IND25000689,Standard Bank,easy,basic,6,basic_easy
ACC0118249,IND25001191,First National Bank,easy,basic,3,basic_easy
ACC0118250,IND25004427,Absa,savings,basic,6,basic_savings
ACC0118251,IND25006840,Absa,savings,standard,6,standard_savings
ACC0118252,IND25006840,First National Bank,current,standard,6,standard_current
ACC0118253,IND25011631,Absa,cheque,standard,3,standard_cheque
ACC0118254,IND25011631,First National Bank,joint,standard,6,standard_joint
ACC0118255,IND25007539,First National Bank,easy,basic,6,basic_easy
ACC0118256,IND25008077,Nedbank,savings,standard,3,standard_savings
ACC0118257,IND25007005,Capitec,easy,basic,6,basic_easy
ACC0118259,IND25005944,Nedbank,savings,standard,6,standard_savings
ACC0118260,IND25005991,Standard Bank,easy,basic,6,basic_easy
ACC0118262,IND25002320,Standard Bank,current,standard,6,standard_current
ACC0118263,IND25007634,Nedbank,savings,basic,3,basic_savings
ACC0118264,IND25001502,Absa,savings,standard,6,standard_savings
ACC0118265,IND25001078,Standard Bank,easy,basic,6,basic_easy
ACC0118266,IND25012656,Capitec,current,standard,6,standard_current
ACC0118267,IND25004320,Nedbank,easy,basic,3,basic_easy
ACC0118268,IND25010166,Capitec,savings,standard,3,standard_savings
ACC0118269,IND25004844,Capitec,easy,basic,6,basic_easy
ACC0118270,IND25005833,Absa,savings,standard,6,standard_savings
ACC0118271,IND25011272,Standard Bank,gold,premium,6,premium_gold
ACC0118272,IND25011010,Standard Bank,savings,standard,6,standard_savings
ACC0118274,IND25006128,Nedbank,savings,basic,3,basic_savings
ACC0118275,IND25009209,African Bank,savings,basic,6,basic_savings
ACC0118276,IND25008966,Standard Bank,savings,basic,3,basic_savings
ACC0118277,IND25002346,Investec,easy,basic,6,basic_easy
ACC0118278,IND25003542,First National Bank,easy,basic,3,basic_easy
ACC0118279,IND25009360,Standard Bank,cheque,standard,6,standard_cheque
ACC0118281,IND25006756,Standard Bank,easy,basic,3,basic_easy
ACC0118282,IND25006756,First National Bank,joint,basic,3,basic_joint
ACC0118283,IND25011770,Capitec,cheque,standard,3,standard_cheque
ACC0118284,IND25010231,Nedbank,savings,basic,3,basic_savings
ACC0118285,IND25002322,Nedbank,current,standard,3,standard_current
ACC0118286,IND25004010,First National Bank,easy,basic,3,basic_easy
ACC0118287,IND25005413,Absa,savings,standard,6,standard_savings
ACC0118288,IND25006307,Standard Bank,cheque,standard,3,standard_cheque
ACC0118289,IND25007613,First National Bank,savings,standard,6,standard_savings
ACC0118290,IND25005965,Capitec,savings,standard,6,standard_savings
ACC0118291,IND25005965,First National Bank,savings,standard,3,standard_savings
ACC0118292,IND25002848,Capitec,savings,basic,6,basic_savings
ACC0118293,IND25008932,Absa,easy,basic,3,basic_easy
ACC0118294,IND25010287,Nedbank,easy,basic,3,basic_easy
ACC0118295,IND25002187,Standard Bank,easy,basic,3,basic_easy
ACC0118296,IND25000753,Nedbank,easy,basic,3,basic_easy
ACC0118297,IND25002129,Capitec,easy,basic,3,basic_easy
ACC0118298,IND25010986,First National Bank,savings,standard,6,standard_savings
ACC0118299,IND25010986,Nedbank,cheque,standard,6,standard_cheque
ACC0118300,IND25013448,Nedbank,savings,basic,6,basic_savings
ACC0118301,IND25002790,Standard Bank,easy,basic,6,basic_easy
ACC0118302,IND25002818,First National Bank,savings,standard,6,standard_savings
ACC0118303,IND25009520,First National Bank,savings,standard,6,standard_savings
ACC0118304,IND25000294,Standard Bank,savings,basic,3,basic_savings
ACC0118305,IND25011305,Capitec,current,standard,3,standard_current
ACC0118306,IND25011958,Absa,easy,basic,6,basic_easy
ACC0118307,IND25012979,Capitec,savings,basic,3,basic_savings
ACC0118308,IND25010029,First National Bank,easy,basic,6,basic_easy
ACC0118309,IND25012556,Absa,savings,standard,3,standard_savings
ACC0118310,IND25012556,Nedbank,cheque,standard,3,standard_cheque
ACC0118311,IND25009689,Capitec,easy,basic,6,basic_easy
ACC0118313,IND25007802,First National Bank,current,standard,6,standard_current
ACC0118314,IND25007253,Standard Bank,savings,standard,6,standard_savings
ACC0118315,IND25000046,First National Bank,savings,basic,6,basic_savings
ACC0118316,IND25004733,Absa,current,standard,6,standard_current
ACC0118317,IND25004733,Absa,gold,premium,6,premium_gold
ACC0118318,IND25005646,Capitec,savings,standard,6,standard_savings
ACC0118319,IND25004186,Standard Bank,easy,basic,3,basic_easy
ACC0118320,IND25009141,African Bank,easy,basic,6,basic_easy
ACC0118321,IND25006759,Standard Bank,current,standard,6,standard_current
ACC0118322,IND25002204,Standard Bank,easy,basic,6,basic_easy
ACC0118323,IND25007102,Capitec,savings,basic,6,basic_savings
ACC0118324,IND25009996,Absa,easy,basic,6,basic_easy
ACC0118325,IND25002242,Standard Bank,current,standard,6,standard_current
ACC0118326,IND25005954,Standard Bank,savings,standard,3,standard_savings
ACC0118327,IND25008771,Nedbank,savings,standard,6,standard_savings
ACC0118328,IND25010921,First National Bank,savings,standard,6,standard_savings
ACC0118329,IND25003467,African Bank,easy,basic,6,basic_easy
ACC0118330,IND25001779,Standard Bank,savings,basic,6,basic_savings
ACC0118331,IND25007240,Capitec,savings,basic,6,basic_savings
ACC0118332,IND25012828,Capitec,easy,basic,3,basic_easy
ACC0118333,IND25003797,Capitec,easy,basic,3,basic_easy
ACC0118334,IND25002782,TymeBank,easy,basic,3,basic_easy
ACC0118335,IND25010040,African Bank,easy,basic,3,basic_easy
ACC0118336,IND25003862,Nedbank,savings,basic,6,basic_savings
ACC0118337,IND25008182,Discovery Bank,savings,standard,6,standard_savings
ACC0118338,IND25005830,Nedbank,savings,basic,3,basic_savings
ACC0118339,IND25010024,Nedbank,savings,basic,6,basic_savings
ACC0118340,IND25010048,Nedbank,easy,basic,3,basic_easy
ACC0118341,IND25002565,TymeBank,current,standard,3,standard_current
ACC0118342,IND25008240,Standard Bank,premium,premium,3,premium_premium
ACC0118343,IND25009367,Standard Bank,savings,standard,3,standard_savings
ACC0118344,IND25009367,Capitec,current,standard,6,standard_current
ACC0118345,IND25003884,Standard Bank,current,standard,3,standard_current
ACC0118346,IND25004548,Nedbank,current,standard,3,standard_current
ACC0118347,IND25007486,Absa,easy,basic,6,basic_easy
ACC0118348,IND25000539,Absa,savings,basic,3,basic_savings
ACC0118349,IND25011144,First National Bank,savings,standard,3,standard_savings
ACC0118350,IND25011144,Absa,current,standard,6,standard_current
ACC0118351,IND25002317,Capitec,easy,basic,3,basic_easy
ACC0118352,IND25011328,Standard Bank,savings,basic,6,basic_savings
ACC0118353,IND25004778,Capitec,current,standard,6,standard_current
ACC0118354,IND25012390,Nedbank,easy,basic,6,basic_easy
ACC0118356,IND25005450,First National Bank,platinum,premium,6,premium_platinum
ACC0118358,IND25002248,African Bank,cheque,standard,6,standard_cheque
ACC0118359,IND25008578,African Bank,easy,basic,3,basic_easy
ACC0118360,IND25009889,TymeBank,cheque,standard,3,standard_cheque
ACC0118361,IND25002255,African Bank,current,standard,6,standard_current
ACC0118362,IND25012416,TymeBank,easy,basic,3,basic_easy
ACC0118363,IND25009484,Absa,easy,basic,3,basic_easy
ACC0118364,IND25006103,Absa,cheque,standard,3,standard_cheque
ACC0118365,IND25010340,Standard Bank,easy,basic,6,basic_easy
ACC0118366,IND25001010,Nedbank,cheque,standard,3,standard_cheque
ACC0118367,IND25004701,First National Bank,savings,standard,6,standard_savings
ACC0118368,IND25001066,Capitec,easy,basic,3,basic_easy
ACC0118369,IND25004798,First National Bank,easy,basic,3,basic_easy
ACC0118370,IND25004805,Capitec,current,standard,3,standard_current
ACC0118371,IND25008723,Standard Bank,easy,basic,6,basic_easy
ACC0118373,IND25012475,Absa,gold,premium,3,premium_gold
ACC0118374,IND25012475,Standard Bank,gold,premium,6,premium_gold
ACC0118375,IND25010150,First National Bank,easy,basic,6,basic_easy
ACC0118376,IND25006353,Capitec,savings,basic,6,basic_savings
ACC0118377,IND25012879,Standard Bank,easy,basic,6,basic_easy
ACC0118379,IND25008975,Standard Bank,easy,basic,3,basic_easy
ACC0118380,IND25010535,First National Bank,easy,basic,6,basic_easy
ACC0118381,IND25002392,First National Bank,easy,basic,3,basic_easy
ACC0118382,IND25002478,Nedbank,easy,basic,6,basic_easy
ACC0118383,IND25011693,Absa,easy,basic,6,basic_easy
ACC0118385,IND25001204,Capitec,savings,basic,6,basic_savings
ACC0118386,IND25002153,Capitec,current,standard,3,standard_current
ACC0118387,IND25006075,Absa,easy,basic,3,basic_easy
ACC0118388,IND25011741,Standard Bank,savings,standard,6,standard_savings
ACC0118389,IND25009764,First National Bank,savings,standard,3,standard_savings
ACC0118390,IND25011856,Standard Bank,savings,standard,6,standard_savings
ACC0118391,IND25011856,Nedbank,cheque,standard,6,standard_cheque
ACC0118392,IND25010616,Absa,easy,basic,3,basic_easy
ACC0118393,IND25005934,Absa,current,standard,3,standard_current
ACC0118394,IND25007400,Standard Bank,savings,basic,6,basic_savings
ACC0118395,IND25012614,Standard Bank,savings,basic,3,basic_savings
ACC0118396,IND25008679,First National Bank,cheque,standard,6,standard_cheque
ACC0118397,IND25007622,Discovery Bank,easy,basic,3,basic_easy
ACC0118398,IND25005640,Discovery Bank,savings,standard,6,standard_savings
ACC0118399,IND25008825,Nedbank,easy,basic,6,basic_easy
ACC0118400,IND25006105,Standard Bank,savings,standard,6,standard_savings
ACC0118401,IND25006105,Absa,current,standard,3,standard_current
ACC0118403,IND25011996,First National Bank,savings,standard,3,standard_savings
ACC0118404,IND25010665,Absa,easy,basic,3,basic_easy
ACC0118405,IND25009344,Absa,easy,basic,6,basic_easy
ACC0118407,IND25000008,Standard Bank,easy,basic,3,basic_easy
ACC0118408,IND25012764,Absa,savings,standard,6,standard_savings
ACC0118409,IND25003670,Standard Bank,easy,basic,3,basic_easy
ACC0118410,IND25005555,Capitec,easy,basic,3,basic_easy
ACC0118411,IND25009654,First National Bank,easy,basic,6,basic_easy
ACC0118412,IND25001651,Standard Bank,aspire,standard,3,standard_aspire
ACC0118413,IND25010378,Standard Bank,savings,basic,3,basic_savings
ACC0118415,IND25007612,Standard Bank,savings,basic,6,basic_savings
ACC0118416,IND25000318,Nedbank,easy,basic,3,basic_easy
ACC0118417,IND25002865,First National Bank,savings,standard,3,standard_savings
ACC0118418,IND25012021,Discovery Bank,cheque,standard,3,standard_cheque
ACC0118419,IND25002687,Nedbank,gold,premium,6,premium_gold
ACC0118420,IND25010323,First National Bank,easy,basic,3,basic_easy
ACC0118421,IND25011289,First National Bank,easy,basic,6,basic_easy
ACC0118422,IND25012025,First National Bank,aspire,standard,3,standard_aspire
ACC0118423,IND25009987,Absa,savings,basic,6,basic_savings
ACC0118424,IND25005374,Nedbank,easy,basic,3,basic_easy
ACC0118425,IND25011453,Capitec,easy,basic,3,basic_easy
ACC0118426,IND25009858,Absa,easy,basic,3,basic_easy
ACC0118427,IND25001548,First National Bank,cheque,standard,6,standard_cheque
ACC0118428,IND25009059,First National Bank,cheque,standard,6,standard_cheque
ACC0118429,IND25003777,Standard Bank,savings,basic,6,basic_savings
ACC0118430,IND25008437,Absa,current,standard,6,standard_current
ACC0118431,IND25002771,Nedbank,cheque,standard,6,standard_cheque
ACC0118433,IND25010798,Standard Bank,savings,standard,6,standard_savings
ACC0118434,IND25010798,Nedbank,savings,standard,3,standard_savings
ACC0118435,IND25006091,TymeBank,easy,basic,3,basic_easy
ACC0118437,IND25012655,Capitec,current,standard,3,standard_current
ACC0118438,IND25001636,First National Bank,cheque,standard,6,standard_cheque
ACC0118439,IND25010876,Nedbank,savings,basic,3,basic_savings
ACC0118440,IND25012758,Standard Bank,savings,basic,3,basic_savings
ACC0118441,IND25010414,Nedbank,easy,basic,3,basic_easy
ACC0118442,IND25005163,Absa,savings,basic,3,basic_savings
ACC0118443,IND25005163,African Bank,joint,basic,6,basic_joint
ACC0118444,IND25010360,Absa,savings,basic,3,basic_savings
ACC0118445,IND25009196,Capitec,easy,basic,6,basic_easy
ACC0118446,IND25005378,Absa,savings,basic,6,basic_savings
ACC0118447,IND25002954,Absa,easy,basic,6,basic_easy
ACC0118448,IND25009475,TymeBank,easy,basic,3,basic_easy
ACC0118449,IND25005331,Capitec,easy,basic,6,basic_easy
ACC0118450,IND25000894,Nedbank,savings,basic,6,basic_savings
ACC0118451,IND25005905,First National Bank,easy,basic,3,basic_easy
ACC0118452,IND25003117,Standard Bank,savings,basic,3,basic_savings
ACC0118453,IND25010198,Capitec,savings,basic,3,basic_savings
ACC0118454,IND25013376,Standard Bank,easy,basic,3,basic_easy
ACC0118455,IND25010195,Capitec,savings,standard,6,standard_savings
ACC0118456,IND25010839,Nedbank,easy,basic,6,basic_easy
ACC0118457,IND25000814,Absa,easy,basic,6,basic_easy
