statement_transaction_id,account_id,customer_id,bank_name,statement_date,posted_date,statement_description,bank_reference,statement_amount,source_transaction_id,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date
BST-ACC0117999-000003,ACC0117999,IND25011887,Keystone Retail Bank,2026-01-25 13:01:00,2026-01-25,Bank Charge,FEE-202601-57655,-96.62,,bank_charge,True,bank_generated_non_transactional_entry,0,
BST-ACC0117999-000004,ACC0117999,IND25011887,Keystone Retail Bank,2026-01-25 13:01:00,2026-01-25,Withholding_Tax,FEE-202601-44408,-11.28,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0117999-000005,ACC0117999,IND25011887,Keystone Retail Bank,2026-02-25 08:12:00,2026-02-25,Interest Income,FEE-202602-30432,3.2,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0117999-000006,ACC0117999,IND25011887,Keystone Retail Bank,2026-02-25 08:12:00,2026-02-25,Withholding Tax,FEE-202602-96778,-2.99,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0118000-000001,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-01 08:51:16,2025-12-01,Utilities via online_banking,202512610322080,-642.87,MTX202512000014559,transactional,False,,0,
BST-ACC0118000-000002,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-01 22:06:18,2025-12-01,Airtime via mobile banking app,202512820274617,-26.01,MTX202512000014560,transactional,False,,0,
BST-ACC0118000-000003,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-03 13:14:10,2025-12-03,Groceries via contactless,202512662595303,-485.93,MTX202512000014561,transactional,False,,0,
BST-ACC0118000-000004,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-03 18:48:55,2025-12-03,Alcohol via contactless,202512431788656,-111.94,MTX202512000014562,transactional,False,,0,
BST-ACC0118000-000005,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-04 11:09:48,2025-12-04,Utilities via online banking,202512718043188,-1379.02,MTX202512000014563,transactional,False,,0,
BST-ACC0118000-000006,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-05 06:11:39,2025-12-05,Utilities via mobile banking app,202512506320177,-1044.36,MTX202512000014564,transactional,False,,0,
BST-ACC0118000-000007,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-05 06:22:32,2025-12-05,Transfer via mobile_banking_app,202512982914788,-1108.67,MTX202512000014565,transactional,False,,0,
BST-ACC0118000-000008,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-05 06:31:39,2025-12-05,Fuel via mobile banking app,202512910373762,-558.35,MTX202512000014566,transactional,False,,0,
BST-ACC0118000-000009,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-05 13:05:14,2025-12-05,Restaurants via pos,202512229271076,-332.51,MTX202512000014567,transactional,False,,0,
BST-ACC0118000-000010,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-07 17:51:01,2025-12-07,Restaurants via mobile banking app,202512370220366,-218.62,MTX202512000014568,transactional,False,,0,
BST-ACC0118000-000011,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-08 05:13:40,2025-12-08,Alcohol via mobile banking app,202512687598268,-224.98,MTX202512000014569,transactional,False,,0,
BST-ACC0118000-000012,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-08 12:04:13,2025-12-08,Retail via mobile_banking_app,202512811370328,-697.88,MTX202512000014571,transactional,False,,0,
BST-ACC0118000-000013,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-08 13:16:49,2025-12-08,Restaurants via ewallet,202512279016047,-409.89,MTX202512000014570,transactional,False,,0,
BST-ACC0118000-000014,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-09 05:24:32,2025-12-09,Retail via mobile_banking_app,202512680045036,-504.19,MTX202512000014572,transactional,False,,0,
BST-ACC0118000-000015,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-09 06:04:40,2025-12-09,Clothing via mobile banking app,202512664480302,-260.77,MTX202512000014573,transactional,False,,0,
BST-ACC0118000-000016,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-09 09:15:49,2025-12-09,Utilities via mobile banking app,202512479707798,-1643.52,MTX202512000014574,transactional,False,,0,
BST-ACC0118000-000017,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-09 10:20:35,2025-12-09,Transfer via mobile banking app,202512541377043,-1138.57,MTX202512000014575,transactional,False,,0,
BST-ACC0118000-000018,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-09 13:09:29,2025-12-09,Retail via mobile banking app,202512207910893,-704.24,MTX202512000014576,transactional,False,,0,
BST-ACC0118000-000019,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-09 18:12:55,2025-12-09,Restaurants via mobile banking app,202512751030271,-402.18,MTX202512000014577,transactional,False,,0,
BST-ACC0118000-000020,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-09 22:08:40,2025-12-09,Transfer via online_banking,202512752935180,2212.78,MTX202512000014578,transactional,False,,0,
BST-ACC0118000-000021,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-10 05:05:20,2025-12-10,Restaurants via mobile banking app,202512732126237,-240.32,MTX202512000014579,transactional,False,,0,
BST-ACC0118000-000022,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-10 18:43:42,2025-12-10,Restaurants via online_banking,202512840409800,-325.79,MTX202512000014580,transactional,False,,0,
BST-ACC0118000-000023,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-10 20:11:21,2025-12-10,Groceries via pos,202512232207127,-579.92,MTX202512000014581,transactional,False,,0,
BST-ACC0118000-000024,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-11 07:04:04,2025-12-11,Airtime via pos,202512262518669,-65.62,MTX202512000014583,transactional,False,,0,
BST-ACC0118000-000025,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-11 07:41:51,2025-12-11,Transport via contactless,202512121410151,-165.2,MTX202512000014582,transactional,False,,0,
BST-ACC0118000-000026,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-11 22:39:43,2025-12-11,Utilities via mobile banking app,202512437547865,-931.44,MTX202512000014584,transactional,False,,0,
BST-ACC0118000-000027,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-12 12:46:34,2025-12-12,Restaurants via mobile_banking_app,202512146496982,-286.82,MTX202512000014585,transactional,False,,0,
BST-ACC0118000-000028,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-12 22:48:07,2025-12-12,Utilities via ussd,202512867700281,-829.36,MTX202512000014586,transactional,False,,0,
BST-ACC0118000-000029,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-14 18:42:59,2025-12-14,Alcohol via mobile_banking_app,202512754571923,-288.48,MTX202512000014587,transactional,False,,0,
BST-ACC0118000-000030,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-15 06:53:02,2025-12-15,Groceries via mobile banking app,202512212628578,-274.11,MTX202512000014588,transactional,False,,0,
BST-ACC0118000-000031,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-15 12:36:09,2025-12-15,Retail via mobile banking app,202512440946473,-1786.51,MTX202512000014589,transactional,False,,0,
BST-ACC0118000-000036,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-17 19:36:21,2025-12-17,Groceries via pos,202512323449275,-543.76,MTX202512000014594,transactional,False,,0,
BST-ACC0118000-000037,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-18 05:35:23,2025-12-18,Entertainment via mobile_banking_app,202512635828478,-261.73,MTX202512000014595,transactional,False,,0,
BST-ACC0118000-000038,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-18 05:49:19,2025-12-18,Transfer via mobile_banking_app,202512430188156,-1488.48,MTX202512000014596,transactional,False,,0,
BST-ACC0118000-000032,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-18 05:54:34,2025-12-18,Groceries via mobile banking app,202512899883838,-486.06,MTX202512000014590,transactional,True,source_system_lag,2,2025-12-18
BST-ACC0118000-000039,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-18 06:18:25,2025-12-18,Restaurants via mobile_banking_app,202512184940462,-306.3,MTX202512000014597,transactional,False,,0,
BST-ACC0118000-000033,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-18 12:40:04,2025-12-18,Retail via mobile banking app,202512860913860,-680.99,MTX202512000014591,transactional,True,source_system_lag,2,2025-12-18
BST-ACC0118000-000034,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-18 13:06:02,2025-12-18,Restaurants via atm,202512555424185,-323.83,MTX202512000014592,transactional,True,source_system_lag,2,2025-12-18
BST-ACC0118000-000035,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-18 21:37:14,2025-12-18,Utilities via mobile_banking_app,202512454496135,-857.43,MTX202512000014593,transactional,True,source_system_lag,2,2025-12-18
BST-ACC0118000-000040,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-19 07:30:24,2025-12-19,Fuel via mobile_banking_app,202512123426781,-960.18,MTX202512000014599,transactional,False,,0,
BST-ACC0118000-000041,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-19 11:46:20,2025-12-19,Utilities via mobile banking app,202512952459614,-1184.54,MTX202512000014600,transactional,False,,0,
BST-ACC0118000-000042,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-19 22:35:02,2025-12-19,Utilities via mobile banking app,202512779750300,-1182.22,MTX202512000014601,transactional,True,amount_mismatch,0,
BST-ACC0118000-000043,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-20 12:25:35,2025-12-20,Fuel via ewallet,202512541749994,-861.37,MTX202512000014602,transactional,False,,0,
BST-ACC0118000-000044,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-20 12:34:25,2025-12-20,Fuel via contactless,202512119506287,-494.42,MTX202512000014603,transactional,False,,0,
BST-ACC0118000-000045,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-20 12:49:43,2025-12-20,Fuel via ewallet,202512998346373,-619.42,MTX202512000014604,transactional,False,,0,
BST-ACC0118000-000046,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-21 11:00:40,2025-12-21,Restaurants via contactless,202512978316343,-480.25,MTX202512000014605,transactional,False,,0,
BST-ACC0118000-000047,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-21 18:00:39,2025-12-21,Alcohol via pos,202512872214824,-266.6,MTX202512000014606,transactional,False,,0,
BST-ACC0118000-000048,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-22 06:24:53,2025-12-22,Alcohol via mobile_banking_app,202512480749106,-141.9,MTX202512000014607,transactional,False,,0,
BST-ACC0118000-000049,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-22 21:22:27,2025-12-22,Airtime via mobile banking app,202512599424462,-87.63,MTX202512000014608,transactional,False,,0,
BST-ACC0118000-000050,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-23 19:43:51,2025-12-23,Groceries via ewallet,202512967599315,-415.13,MTX202512000014609,transactional,False,,0,
BST-ACC0118000-000051,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-24 05:27:02,2025-12-24,Transport via mobile banking app,202512648981854,-213.39,MTX202512000014610,transactional,False,,0,
BST-ACC0118000-000053,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-24 13:20:09,2025-12-24,Restaurants via pos,202512356633595,-575.01,MTX202512000014612,transactional,False,,0,
BST-ACC0118000-000052,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-25 06:53:51,2025-12-25,Airtime via mobile banking app,202512110058644,-180.2,MTX202512000014611,transactional,True,timing_difference,0,2025-12-25
BST-ACC0118000-000054,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-25 06:59:31,2025-12-25,Airtime via pos,202512414773276,-95.55,MTX202512000014613,transactional,False,,0,
BST-ACC0118000-000055,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-25 12:57:08,2025-12-25,Restaurants via mobile banking app,202512496191890,-246.79,MTX202512000014614,transactional,False,,0,
BST-ACC0118000-000073,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-25 16:51:00,2025-12-25,Withholding_Tax,FEE-202512-65034,-10.44,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0118000-000056,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-25 18:34:35,2025-12-25,Restaurants via atm,202512496589461,-350.34,MTX202512000014615,transactional,False,,0,
BST-ACC0118000-000057,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-25 21:44:37,2025-12-25,Utilities via mobile banking app,202512128976975,-523.78,MTX202512000014617,transactional,False,,0,
BST-ACC0118000-000058,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-25 22:42:20,2025-12-25,Airtime via ussd,202512382506449,-14.86,MTX202512000014616,transactional,False,,0,
BST-ACC0118000-000059,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-26 05:31:05,2025-12-26,Clothing via mobile_banking_app,202512857879319,-815.15,MTX202512000014618,transactional,False,,0,
BST-ACC0118000-000060,ACC0118000,IND25011037,Keystone Retail Bank,2025-12-26 13:23:06,2025-12-26,Restaurants via mobile_banking_app,202512435108373,-246.08,MTX202512000014619,transactional,False,,0,
