account_id,customer_id,bank_name,account_type,account_tier,statement_timeframe_months,analysis_segment
ACC0099031,IND24003778,Absa,premium,premium,6,premium_premium
ACC0099032,IND24011693,First National Bank,savings,basic,3,basic_savings
ACC0099033,IND24003973,African Bank,cheque,standard,6,standard_cheque
ACC0099034,IND24001305,African Bank,easy,basic,6,basic_easy
ACC0099035,IND24011677,Standard Bank,savings,standard,6,standard_savings
ACC0099036,IND24010147,First National Bank,savings,standard,6,standard_savings
ACC0099037,IND24012998,Nedbank,savings,basic,6,basic_savings
ACC0099038,IND24005478,First National Bank,savings,basic,6,basic_savings
ACC0099039,IND24004733,Nedbank,savings,basic,3,basic_savings
ACC0099040,IND24002745,Absa,easy,basic,6,basic_easy
ACC0099042,IND24000320,Capitec,joint,basic,6,basic_joint
ACC0099043,IND24002254,Standard Bank,easy,basic,3,basic_easy
ACC0099044,IND24005275,Standard Bank,easy,basic,6,basic_easy
ACC0099045,IND24005275,Nedbank,joint,basic,6,basic_joint
ACC0099046,IND24010525,Nedbank,savings,standard,3,standard_savings
ACC0099047,IND24002237,Investec,aspire,standard,3,standard_aspire
ACC0099048,IND24005995,First National Bank,easy,basic,3,basic_easy
ACC0099049,IND24004766,First National Bank,current,standard,3,standard_current
ACC0099050,IND24001766,Standard Bank,current,standard,3,standard_current
ACC0099051,IND24001766,Capitec,joint,standard,3,standard_joint
ACC0099052,IND24013805,Nedbank,easy,basic,6,basic_easy
ACC0099053,IND24009445,Nedbank,current,standard,6,standard_current
ACC0099054,IND24011758,Standard Bank,savings,basic,3,basic_savings
ACC0099056,IND24004511,Absa,current,standard,3,standard_current
ACC0099057,IND24014512,First National Bank,easy,basic,6,basic_easy
ACC0099058,IND24007117,First National Bank,easy,basic,3,basic_easy
ACC0099059,IND24009910,Nedbank,gold,premium,3,premium_gold
ACC0099061,IND24009836,Capitec,easy,basic,6,basic_easy
ACC0099062,IND24000400,Capitec,easy,basic,6,basic_easy
ACC0099063,IND24005420,TymeBank,savings,standard,3,standard_savings
ACC0099064,IND24005420,Capitec,joint,standard,6,standard_joint
ACC0099065,IND24009995,Absa,easy,basic,3,basic_easy
ACC0099066,IND24011722,Absa,savings,standard,6,standard_savings
ACC0099067,IND24001001,Standard Bank,easy,basic,6,basic_easy
ACC0099068,IND24001001,Capitec,joint,basic,3,basic_joint
ACC0099069,IND24011790,Nedbank,cheque,standard,3,standard_cheque
ACC0099070,IND24011790,Nedbank,savings,standard,3,standard_savings
ACC0099071,IND24012832,Standard Bank,easy,basic,6,basic_easy
ACC0099072,IND24013960,Nedbank,savings,basic,6,basic_savings
ACC0099073,IND24004041,Nedbank,easy,basic,6,basic_easy
ACC0099074,IND24001639,Standard Bank,easy,basic,6,basic_easy
ACC0099075,IND24001000,TymeBank,easy,basic,3,basic_easy
ACC0099076,IND24000206,Absa,aspire,standard,3,standard_aspire
ACC0099077,IND24002952,Capitec,easy,basic,6,basic_easy
ACC0099078,IND24004867,Absa,savings,standard,6,standard_savings
ACC0099079,IND24012348,Capitec,cheque,standard,6,standard_cheque
ACC0099080,IND24002761,First National Bank,cheque,standard,6,standard_cheque
ACC0099081,IND24012145,First National Bank,easy,basic,3,basic_easy
ACC0099082,IND24007632,Absa,easy,basic,3,basic_easy
ACC0099083,IND24014062,Standard Bank,easy,basic,6,basic_easy
ACC0099084,IND24002619,First National Bank,savings,standard,3,standard_savings
ACC0099085,IND24002619,First National Bank,joint,standard,6,standard_joint
ACC0099086,IND24008361,First National Bank,savings,standard,6,standard_savings
ACC0099087,IND24003269,Capitec,easy,basic,6,basic_easy
ACC0099088,IND24014315,African Bank,savings,basic,3,basic_savings
ACC0099089,IND24011497,Absa,savings,basic,3,basic_savings
ACC0099090,IND24001438,Standard Bank,savings,basic,6,basic_savings
ACC0099091,IND24006589,Capitec,current,standard,6,standard_current
ACC0099092,IND24001643,Discovery Bank,savings,standard,6,standard_savings
ACC0099093,IND24001643,Capitec,savings,standard,6,standard_savings
ACC0099094,IND24012574,First National Bank,easy,basic,3,basic_easy
ACC0099095,IND24012690,Absa,easy,basic,6,basic_easy
ACC0099096,IND24000452,First National Bank,easy,basic,3,basic_easy
ACC0099097,IND24010280,Standard Bank,easy,basic,3,basic_easy
ACC0099098,IND24013110,First National Bank,easy,basic,6,basic_easy
ACC0099099,IND24002725,Absa,easy,basic,3,basic_easy
ACC0099100,IND24008873,Nedbank,easy,basic,6,basic_easy
ACC0099101,IND24003604,Capitec,savings,standard,3,standard_savings
ACC0099102,IND24006990,First National Bank,easy,basic,6,basic_easy
ACC0099103,IND24004119,Absa,easy,basic,6,basic_easy
ACC0099104,IND24001136,First National Bank,savings,standard,3,standard_savings
ACC0099105,IND24011887,Nedbank,savings,basic,3,basic_savings
ACC0099106,IND24006034,Standard Bank,savings,standard,3,standard_savings
ACC0099107,IND24009352,Standard Bank,savings,standard,6,standard_savings
ACC0099108,IND24011167,First National Bank,easy,basic,6,basic_easy
ACC0099109,IND24001888,First National Bank,easy,basic,6,basic_easy
ACC0099110,IND24003160,Absa,savings,basic,6,basic_savings
ACC0099111,IND24003194,Capitec,cheque,standard,3,standard_cheque
ACC0099112,IND24003194,Absa,current,standard,6,standard_current
ACC0099113,IND24009776,Nedbank,easy,basic,3,basic_easy
ACC0099114,IND24001469,First National Bank,savings,basic,3,basic_savings
ACC0099115,IND24009860,Standard Bank,savings,standard,3,standard_savings
ACC0099116,IND24001015,First National Bank,cheque,standard,6,standard_cheque
ACC0099117,IND24005920,Nedbank,savings,basic,6,basic_savings
ACC0099118,IND24009309,Nedbank,savings,basic,6,basic_savings
ACC0099119,IND24008016,First National Bank,easy,basic,6,basic_easy
ACC0099121,IND24000720,Capitec,easy,basic,3,basic_easy
ACC0099122,IND24008131,Absa,savings,basic,6,basic_savings
ACC0099123,IND24010820,Absa,savings,standard,6,standard_savings
ACC0099124,IND24012817,Investec,easy,basic,6,basic_easy
ACC0099125,IND24009289,Standard Bank,current,standard,3,standard_current
ACC0099126,IND24009289,Standard Bank,savings,standard,3,standard_savings
ACC0099127,IND24013736,Capitec,savings,standard,6,standard_savings
ACC0099128,IND24012613,First National Bank,easy,basic,6,basic_easy
ACC0099129,IND24002838,Capitec,easy,basic,3,basic_easy
ACC0099130,IND24006527,Standard Bank,savings,basic,6,basic_savings
ACC0099132,IND24012436,First National Bank,easy,basic,3,basic_easy
ACC0099133,IND24005740,Absa,easy,basic,6,basic_easy
ACC0099134,IND24013550,Standard Bank,easy,basic,3,basic_easy
ACC0099135,IND24000419,Capitec,savings,basic,3,basic_savings
ACC0099136,IND24014340,Absa,easy,basic,3,basic_easy
ACC0099137,IND24006858,First National Bank,easy,basic,6,basic_easy
ACC0099138,IND24003124,African Bank,savings,basic,6,basic_savings
ACC0099139,IND24005926,Absa,current,standard,6,standard_current
ACC0099140,IND24006182,Absa,easy,basic,6,basic_easy
ACC0099141,IND24008530,Standard Bank,easy,basic,6,basic_easy
ACC0099142,IND24007171,Capitec,current,standard,6,standard_current
ACC0099144,IND24009960,First National Bank,current,standard,3,standard_current
ACC0099145,IND24004433,Capitec,easy,basic,3,basic_easy
ACC0099146,IND24011678,Standard Bank,easy,basic,3,basic_easy
ACC0099147,IND24008769,First National Bank,current,standard,3,standard_current
ACC0099148,IND24004665,Standard Bank,easy,basic,6,basic_easy
ACC0099149,IND24012745,First National Bank,aspire,standard,6,standard_aspire
ACC0099150,IND24009586,Capitec,savings,standard,3,standard_savings
ACC0099151,IND24007910,Absa,savings,basic,3,basic_savings
ACC0099152,IND24003653,Standard Bank,savings,standard,3,standard_savings
ACC0099153,IND24003339,Nedbank,easy,basic,6,basic_easy
ACC0099155,IND24014516,Standard Bank,easy,basic,3,basic_easy
ACC0099156,IND24006204,Standard Bank,savings,standard,6,standard_savings
ACC0099157,IND24010387,Standard Bank,savings,basic,3,basic_savings
ACC0099158,IND24011842,Absa,savings,standard,6,standard_savings
ACC0099159,IND24013822,Standard Bank,easy,basic,3,basic_easy
ACC0099160,IND24003226,Nedbank,easy,basic,6,basic_easy
ACC0099161,IND24000956,Standard Bank,savings,basic,3,basic_savings
ACC0099162,IND24001770,First National Bank,savings,standard,6,standard_savings
ACC0099163,IND24008305,Absa,easy,basic,6,basic_easy
ACC0099166,IND24014302,Standard Bank,savings,basic,6,basic_savings
ACC0099167,IND24004958,Standard Bank,savings,basic,6,basic_savings
ACC0099168,IND24001358,Standard Bank,easy,basic,3,basic_easy
ACC0099169,IND24004381,Standard Bank,current,standard,3,standard_current
ACC0099170,IND24010414,Absa,savings,basic,6,basic_savings
ACC0099171,IND24004686,Capitec,easy,basic,3,basic_easy
ACC0099172,IND24014453,TymeBank,easy,basic,3,basic_easy
ACC0099173,IND24007983,Absa,easy,basic,3,basic_easy
ACC0099174,IND24000569,Standard Bank,aspire,standard,3,standard_aspire
ACC0099175,IND24013670,Absa,cheque,standard,6,standard_cheque
ACC0099176,IND24005465,First National Bank,savings,standard,3,standard_savings
ACC0099177,IND24006727,Nedbank,easy,basic,3,basic_easy
ACC0099178,IND24001833,Nedbank,savings,basic,6,basic_savings
ACC0099179,IND24001833,Standard Bank,joint,basic,6,basic_joint
ACC0099180,IND24011211,Capitec,savings,basic,6,basic_savings
ACC0099181,IND24004642,First National Bank,savings,standard,6,standard_savings
ACC0099182,IND24007815,Standard Bank,cheque,standard,6,standard_cheque
ACC0099183,IND24005755,Absa,easy,basic,3,basic_easy
ACC0099184,IND24013617,Nedbank,easy,basic,3,basic_easy
ACC0099185,IND24004001,Absa,easy,basic,6,basic_easy
ACC0099186,IND24011286,Investec,easy,basic,3,basic_easy
ACC0099187,IND24002055,First National Bank,easy,basic,3,basic_easy
ACC0099188,IND24012476,Nedbank,savings,basic,3,basic_savings
ACC0099189,IND24002628,Nedbank,easy,basic,6,basic_easy
ACC0099190,IND24011158,Absa,easy,basic,3,basic_easy
ACC0099191,IND24009250,Absa,gold,premium,3,premium_gold
ACC0099192,IND24009177,Absa,savings,basic,6,basic_savings
ACC0099193,IND24001612,Absa,cheque,standard,3,standard_cheque
ACC0099194,IND24012494,Standard Bank,savings,basic,6,basic_savings
ACC0099195,IND24012984,Nedbank,easy,basic,6,basic_easy
ACC0099196,IND24008286,Capitec,easy,basic,6,basic_easy
ACC0099197,IND24000953,Standard Bank,savings,standard,6,standard_savings
ACC0099198,IND24014092,Standard Bank,easy,basic,3,basic_easy
ACC0099199,IND24010793,Capitec,easy,basic,3,basic_easy
ACC0099200,IND24003534,Discovery Bank,easy,basic,6,basic_easy
ACC0099201,IND24008342,First National Bank,easy,basic,6,basic_easy
ACC0099202,IND24008550,First National Bank,savings,basic,3,basic_savings
ACC0099203,IND24011706,Absa,easy,basic,3,basic_easy
ACC0099204,IND24009196,Nedbank,aspire,standard,3,standard_aspire
ACC0099205,IND24012497,African Bank,savings,basic,3,basic_savings
ACC0099206,IND24007838,Standard Bank,current,standard,6,standard_current
ACC0099207,IND24005490,Absa,savings,basic,6,basic_savings
ACC0099208,IND24012877,First National Bank,savings,basic,6,basic_savings
ACC0099209,IND24003947,First National Bank,easy,basic,6,basic_easy
ACC0099210,IND24005316,African Bank,savings,standard,6,standard_savings
ACC0099211,IND24010405,Standard Bank,easy,basic,6,basic_easy
ACC0099212,IND24008000,Standard Bank,current,standard,6,standard_current
ACC0099213,IND24006290,Absa,easy,basic,3,basic_easy
ACC0099214,IND24006754,Absa,easy,basic,3,basic_easy
ACC0099216,IND24010195,First National Bank,savings,basic,3,basic_savings
ACC0099217,IND24012245,First National Bank,savings,standard,6,standard_savings
ACC0099219,IND24008256,Nedbank,easy,basic,6,basic_easy
ACC0099220,IND24001160,Standard Bank,savings,basic,3,basic_savings
ACC0099221,IND24012234,Nedbank,savings,standard,6,standard_savings
ACC0099222,IND24000244,Capitec,easy,basic,6,basic_easy
ACC0099223,IND24001829,Absa,current,standard,3,standard_current
ACC0099224,IND24001261,Nedbank,savings,basic,3,basic_savings
ACC0099225,IND24013244,Nedbank,easy,basic,3,basic_easy
ACC0099226,IND24002131,Absa,easy,basic,3,basic_easy
ACC0099227,IND24001269,Capitec,easy,basic,6,basic_easy
ACC0099228,IND24008569,Standard Bank,easy,basic,3,basic_easy
ACC0099229,IND24004641,Absa,cheque,standard,6,standard_cheque
ACC0099230,IND24004641,Absa,savings,standard,6,standard_savings
ACC0099231,IND24001432,Absa,easy,basic,6,basic_easy
ACC0099232,IND24001300,Standard Bank,easy,basic,6,basic_easy
ACC0099233,IND24014183,First National Bank,easy,basic,3,basic_easy
ACC0099234,IND24000057,Capitec,savings,basic,6,basic_savings
ACC0099235,IND24008865,Capitec,savings,basic,3,basic_savings
ACC0099236,IND24007896,Standard Bank,premium,premium,3,premium_premium
ACC0099237,IND24004408,First National Bank,easy,basic,6,basic_easy
ACC0099238,IND24012969,Capitec,easy,basic,6,basic_easy
ACC0099239,IND24014142,Absa,easy,basic,3,basic_easy
ACC0099240,IND24011961,Nedbank,easy,basic,6,basic_easy
ACC0099241,IND24009727,Standard Bank,easy,basic,6,basic_easy
ACC0099242,IND24001585,Capitec,easy,basic,3,basic_easy
ACC0099243,IND24001052,Absa,easy,basic,6,basic_easy
ACC0099244,IND24004482,Capitec,easy,basic,3,basic_easy
ACC0099245,IND24003890,First National Bank,savings,basic,6,basic_savings
ACC0099246,IND24011523,First National Bank,current,standard,3,standard_current
ACC0099247,IND24000081,Nedbank,savings,basic,3,basic_savings
ACC0099248,IND24005691,Capitec,savings,basic,6,basic_savings
ACC0099249,IND24008338,Absa,easy,basic,3,basic_easy
ACC0099250,IND24000014,Investec,easy,basic,6,basic_easy
ACC0099251,IND24014312,Nedbank,easy,basic,6,basic_easy
ACC0099252,IND24014446,Standard Bank,easy,basic,6,basic_easy
ACC0099253,IND24003535,Nedbank,current,standard,6,standard_current
ACC0099254,IND24003535,Nedbank,savings,standard,6,standard_savings
ACC0099255,IND24001495,Absa,gold,premium,6,premium_gold
ACC0099256,IND24001847,Absa,easy,basic,6,basic_easy
ACC0099257,IND24001847,First National Bank,joint,basic,6,basic_joint
ACC0099258,IND24010156,Absa,savings,basic,6,basic_savings
ACC0099259,IND24008813,Standard Bank,easy,basic,3,basic_easy
ACC0099260,IND24005826,Capitec,cheque,standard,6,standard_cheque
ACC0099261,IND24008266,Nedbank,savings,basic,6,basic_savings
ACC0099262,IND24004881,Capitec,current,standard,6,standard_current
ACC0099263,IND24010834,Standard Bank,easy,basic,3,basic_easy
ACC0099264,IND24009516,TymeBank,savings,standard,6,standard_savings
ACC0099265,IND24006513,Standard Bank,savings,standard,3,standard_savings
ACC0099266,IND24003240,Standard Bank,savings,standard,6,standard_savings
ACC0099267,IND24009101,First National Bank,cheque,standard,3,standard_cheque
ACC0099268,IND24008803,Standard Bank,savings,standard,3,standard_savings
ACC0099269,IND24005636,African Bank,savings,basic,3,basic_savings
ACC0099271,IND24012413,Capitec,current,standard,3,standard_current
ACC0099272,IND24013462,Capitec,savings,standard,6,standard_savings
ACC0099273,IND24013462,African Bank,savings,standard,6,standard_savings
ACC0099274,IND24007628,African Bank,easy,basic,6,basic_easy
ACC0099275,IND24009353,Capitec,current,standard,3,standard_current
ACC0099276,IND24000397,Capitec,savings,standard,6,standard_savings
ACC0099277,IND24002060,First National Bank,easy,basic,3,basic_easy
ACC0099278,IND24006103,Capitec,savings,standard,6,standard_savings
ACC0099279,IND24002883,Absa,savings,basic,6,basic_savings
ACC0099280,IND24012619,Capitec,easy,basic,3,basic_easy
ACC0099281,IND24005929,First National Bank,savings,basic,6,basic_savings
ACC0099282,IND24014307,Nedbank,easy,basic,3,basic_easy
ACC0099283,IND24002629,Standard Bank,savings,standard,6,standard_savings
ACC0099284,IND24000620,Capitec,savings,standard,3,standard_savings
ACC0099285,IND24000620,Discovery Bank,savings,standard,3,standard_savings
ACC0099286,IND24008219,Standard Bank,easy,basic,6,basic_easy
ACC0099287,IND24012065,Absa,savings,standard,6,standard_savings
ACC0099288,IND24009450,First National Bank,savings,basic,3,basic_savings
ACC0099289,IND24002366,TymeBank,easy,basic,6,basic_easy
ACC0099290,IND24002366,Nedbank,joint,basic,6,basic_joint
ACC0099291,IND24001049,Absa,savings,basic,3,basic_savings
ACC0099292,IND24002228,Capitec,current,standard,6,standard_current
ACC0099293,IND24002723,First National Bank,easy,basic,3,basic_easy
ACC0099294,IND24005105,Nedbank,cheque,standard,6,standard_cheque
ACC0099295,IND24010936,Standard Bank,savings,basic,3,basic_savings
ACC0099296,IND24011826,Standard Bank,savings,basic,3,basic_savings
ACC0099297,IND24001034,Standard Bank,savings,basic,3,basic_savings
ACC0099298,IND24008072,Capitec,current,standard,6,standard_current
ACC0099299,IND24010599,Capitec,current,standard,6,standard_current
ACC0099300,IND24008291,Nedbank,easy,basic,6,basic_easy
ACC0099301,IND24013587,Absa,easy,basic,3,basic_easy
ACC0099302,IND24005173,Nedbank,savings,standard,6,standard_savings
ACC0099303,IND24007140,Capitec,savings,basic,3,basic_savings
ACC0099304,IND24013866,First National Bank,easy,basic,3,basic_easy
ACC0099305,IND24013058,First National Bank,savings,standard,6,standard_savings
ACC0099306,IND24005372,Standard Bank,savings,basic,6,basic_savings
ACC0099307,IND24013468,First National Bank,easy,basic,6,basic_easy
ACC0099308,IND24002445,Nedbank,savings,standard,6,standard_savings
ACC0099309,IND24003369,Nedbank,savings,standard,6,standard_savings
ACC0099310,IND24005676,First National Bank,gold,premium,3,premium_gold
ACC0099311,IND24008075,Nedbank,savings,standard,3,standard_savings
ACC0099312,IND24006856,Absa,easy,basic,6,basic_easy
ACC0099313,IND24002151,Nedbank,savings,basic,6,basic_savings
ACC0099314,IND24002092,Discovery Bank,cheque,standard,6,standard_cheque
ACC0099315,IND24007640,Capitec,savings,standard,6,standard_savings
ACC0099316,IND24012886,Standard Bank,current,standard,3,standard_current
ACC0099317,IND24000418,Nedbank,easy,basic,6,basic_easy
ACC0099318,IND24014209,Capitec,easy,basic,6,basic_easy
ACC0099319,IND24008592,Capitec,easy,basic,3,basic_easy
ACC0099320,IND24005975,Standard Bank,savings,basic,6,basic_savings
ACC0099321,IND24001057,Standard Bank,current,standard,3,standard_current
ACC0099322,IND24006179,Absa,savings,standard,6,standard_savings
ACC0099323,IND24006613,Standard Bank,cheque,standard,3,standard_cheque
ACC0099324,IND24002369,First National Bank,easy,basic,6,basic_easy
ACC0099325,IND24008003,Standard Bank,current,standard,3,standard_current
ACC0099326,IND24013046,Capitec,easy,basic,3,basic_easy
ACC0099327,IND24008292,Capitec,savings,standard,3,standard_savings
ACC0099328,IND24014015,Capitec,easy,basic,6,basic_easy
ACC0099329,IND24011659,Absa,cheque,standard,6,standard_cheque
ACC0099330,IND24014143,Standard Bank,savings,basic,6,basic_savings
ACC0099331,IND24004815,Absa,easy,basic,3,basic_easy
ACC0099332,IND24014044,Capitec,easy,basic,3,basic_easy
ACC0099333,IND24006257,Nedbank,easy,basic,6,basic_easy
ACC0099334,IND24008477,Capitec,savings,standard,6,standard_savings
ACC0099335,IND24013400,Nedbank,easy,basic,3,basic_easy
ACC0099336,IND24000912,Capitec,savings,basic,3,basic_savings
ACC0099337,IND24012772,Absa,easy,basic,6,basic_easy
ACC0099338,IND24013298,First National Bank,easy,basic,3,basic_easy
ACC0099339,IND24007096,Capitec,savings,basic,3,basic_savings
ACC0099340,IND24014426,First National Bank,easy,basic,3,basic_easy
ACC0099341,IND24007938,Standard Bank,easy,basic,3,basic_easy
ACC0099342,IND24013101,Nedbank,easy,basic,3,basic_easy
ACC0099343,IND24006400,Absa,easy,basic,3,basic_easy
ACC0099344,IND24013740,Standard Bank,savings,standard,6,standard_savings
ACC0099345,IND24003352,Standard Bank,current,standard,3,standard_current
ACC0099346,IND24011569,First National Bank,easy,basic,3,basic_easy
ACC0099347,IND24011569,Investec,joint,basic,6,basic_joint
ACC0099348,IND24009090,TymeBank,savings,basic,3,basic_savings
ACC0099349,IND24009090,First National Bank,joint,basic,3,basic_joint
ACC0099350,IND24002881,Capitec,savings,standard,6,standard_savings
ACC0099351,IND24002881,Standard Bank,savings,standard,3,standard_savings
ACC0099352,IND24009916,Absa,easy,basic,6,basic_easy
ACC0099353,IND24005450,Capitec,easy,basic,3,basic_easy
ACC0099354,IND24009433,First National Bank,easy,basic,3,basic_easy
ACC0099355,IND24006843,Nedbank,easy,basic,3,basic_easy
ACC0099356,IND24004789,Nedbank,savings,basic,6,basic_savings
ACC0099357,IND24004833,Nedbank,savings,basic,6,basic_savings
ACC0099358,IND24013035,Standard Bank,savings,standard,6,standard_savings
ACC0099359,IND24006596,Standard Bank,savings,basic,3,basic_savings
ACC0099360,IND24010084,Nedbank,savings,standard,3,standard_savings
ACC0099361,IND24000528,Capitec,savings,standard,3,standard_savings
ACC0099362,IND24000417,Standard Bank,savings,basic,6,basic_savings
ACC0099363,IND24010437,First National Bank,easy,basic,6,basic_easy
ACC0099364,IND24009362,Absa,savings,standard,3,standard_savings
ACC0099366,IND24010570,Nedbank,savings,standard,3,standard_savings
ACC0099367,IND24009049,First National Bank,easy,basic,3,basic_easy
ACC0099368,IND24005874,Absa,easy,basic,6,basic_easy
ACC0099369,IND24013100,Standard Bank,easy,basic,3,basic_easy
ACC0099370,IND24014473,Discovery Bank,easy,basic,6,basic_easy
ACC0099371,IND24004610,Absa,savings,basic,3,basic_savings
ACC0099372,IND24012719,Absa,savings,standard,3,standard_savings
ACC0099373,IND24014497,First National Bank,savings,basic,3,basic_savings
ACC0099374,IND24008252,Standard Bank,savings,basic,6,basic_savings
ACC0099375,IND24012370,Standard Bank,savings,standard,3,standard_savings
ACC0099376,IND24013743,First National Bank,easy,basic,6,basic_easy
ACC0099377,IND24004078,Capitec,savings,standard,6,standard_savings
ACC0099378,IND24004459,Standard Bank,easy,basic,3,basic_easy
ACC0099379,IND24004275,Nedbank,current,standard,6,standard_current
ACC0099380,IND24002054,Nedbank,savings,standard,3,standard_savings
ACC0099381,IND24003436,Standard Bank,current,standard,6,standard_current
ACC0099382,IND24013260,First National Bank,easy,basic,6,basic_easy
ACC0099383,IND24007524,Standard Bank,current,standard,6,standard_current
ACC0099385,IND24008667,Capitec,savings,standard,6,standard_savings
ACC0099386,IND24000737,First National Bank,cheque,standard,3,standard_cheque
ACC0099387,IND24002798,Absa,easy,basic,6,basic_easy
ACC0099388,IND24014046,Standard Bank,easy,basic,3,basic_easy
ACC0099389,IND24013096,Standard Bank,easy,basic,3,basic_easy
ACC0099390,IND24003532,Nedbank,savings,basic,6,basic_savings
ACC0099391,IND24004295,TymeBank,savings,standard,3,standard_savings
ACC0099392,IND24002248,Absa,cheque,standard,6,standard_cheque
ACC0099393,IND24008316,Absa,easy,basic,6,basic_easy
ACC0099394,IND24008811,African Bank,savings,standard,3,standard_savings
ACC0099395,IND24006245,Standard Bank,savings,basic,3,basic_savings
ACC0099396,IND24007079,Standard Bank,easy,basic,6,basic_easy
ACC0099397,IND24000734,Absa,easy,basic,3,basic_easy
ACC0099398,IND24014113,First National Bank,easy,basic,6,basic_easy
ACC0099399,IND24010039,First National Bank,easy,basic,3,basic_easy
ACC0099400,IND24005809,First National Bank,savings,standard,6,standard_savings
ACC0099401,IND24004319,First National Bank,easy,basic,3,basic_easy
ACC0099402,IND24013845,Discovery Bank,current,standard,6,standard_current
ACC0099403,IND24010946,Absa,easy,basic,3,basic_easy
ACC0099404,IND24008183,Nedbank,savings,basic,3,basic_savings
ACC0099405,IND24010469,First National Bank,easy,basic,6,basic_easy
ACC0099406,IND24014545,African Bank,easy,basic,6,basic_easy
ACC0099407,IND24008447,Nedbank,savings,basic,3,basic_savings
ACC0099408,IND24003134,Absa,savings,basic,6,basic_savings
ACC0099409,IND24010377,Standard Bank,cheque,standard,3,standard_cheque
ACC0099410,IND24007875,Capitec,aspire,standard,6,standard_aspire
ACC0099411,IND24001274,Discovery Bank,savings,basic,6,basic_savings
ACC0099412,IND24011382,Discovery Bank,savings,basic,3,basic_savings
ACC0099413,IND24011168,Capitec,easy,basic,3,basic_easy
ACC0099414,IND24011031,African Bank,aspire,standard,3,standard_aspire
ACC0099415,IND24010522,First National Bank,easy,basic,3,basic_easy
ACC0099416,IND24003276,Nedbank,easy,basic,6,basic_easy
ACC0099417,IND24006830,Absa,gold,premium,3,premium_gold
ACC0099418,IND24010456,Standard Bank,easy,basic,3,basic_easy
ACC0099420,IND24013236,African Bank,savings,standard,3,standard_savings
ACC0099421,IND24013236,Standard Bank,savings,standard,6,standard_savings
ACC0099422,IND24007736,Nedbank,current,standard,3,standard_current
ACC0099423,IND24000471,Standard Bank,current,standard,3,standard_current
ACC0099424,IND24009681,Capitec,easy,basic,6,basic_easy
ACC0099425,IND24002229,First National Bank,savings,basic,3,basic_savings
ACC0099426,IND24013300,Standard Bank,current,standard,6,standard_current
ACC0099427,IND24007623,Standard Bank,easy,basic,3,basic_easy
ACC0099429,IND24001408,Nedbank,easy,basic,3,basic_easy
