account_id,original_customer_id,new_customer_id,resolution_status,opening_date,source_year,source_month,source_period,source_file
ACC0000032,IND19003728,IND1901003728,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000033,IND19015647,IND1901015647,resolved,2019-01-21,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000034,IND19006571,IND1901006571,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000035,IND19001730,IND1901001730,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000036,IND19006270,IND1901006270,resolved,2019-01-19,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000037,IND19004055,IND1901004055,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000038,IND19010230,IND1901010230,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000039,IND19012186,IND1901012186,resolved,2019-01-20,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000041,IND19003405,IND1901003405,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000042,IND19009436,IND1901009436,resolved,2019-01-05,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000043,IND19014086,IND1901014086,resolved,2019-01-18,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000044,IND19003444,IND1901003444,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000045,IND19001170,IND1901001170,resolved,2019-01-20,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000046,IND19014378,IND1901014378,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000047,IND19006418,IND1901006418,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000048,IND19001840,IND1901001840,resolved,2019-01-16,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000049,IND19014761,IND1901014761,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000050,IND19014761,IND1901014761,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000051,IND19008506,IND1901008506,resolved,2019-01-29,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000052,IND19008506,IND1901008506,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000053,IND19006816,IND1901006816,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000054,IND19009986,IND1901009986,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000055,IND19009986,IND1901009986,resolved,2019-01-19,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000056,IND19003046,IND1901003046,resolved,2019-01-15,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000057,IND19016831,IND1901016831,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000058,IND19000551,IND1901000551,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000059,IND19010736,IND1901010736,resolved,2019-01-10,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000060,IND19004334,IND1901004334,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000061,IND19004334,IND1901004334,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000062,IND19004683,IND1901004683,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000063,IND19007992,IND1901007992,resolved,2019-01-15,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000064,IND19010425,IND1901010425,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000065,IND19010425,IND1901010425,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000066,IND19000708,IND1901000708,resolved,2019-01-20,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000067,IND19009341,IND1901009341,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000068,IND19010333,IND1901010333,resolved,2019-01-29,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000069,IND19001949,IND1901001949,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000070,IND19002439,IND1901002439,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000071,IND19001466,IND1901001466,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000072,IND19005479,IND1901005479,resolved,2019-01-05,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000073,IND19005479,IND1901005479,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000074,IND19007135,IND1901007135,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000075,IND19016073,IND1901016073,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000076,IND19009052,IND1901009052,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000077,IND19002903,IND1901002903,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000078,IND19007181,IND1901007181,resolved,2019-01-21,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000080,IND19002353,IND1901002353,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000081,IND19011912,IND1901011912,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000082,IND19000250,IND1901000250,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000083,IND19008752,IND1901008752,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000084,IND19014028,IND1901014028,resolved,2019-01-20,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000085,IND19014028,IND1901014028,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000086,IND19000654,IND1901000654,resolved,2019-01-29,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000087,IND19000654,IND1901000654,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000088,IND19004641,IND1901004641,resolved,2019-01-10,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000089,IND19004641,IND1901004641,resolved,2019-01-11,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000090,IND19009340,IND1901009340,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000091,IND19012355,IND1901012355,resolved,2019-01-21,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000092,IND19012355,IND1901012355,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000093,IND19006568,IND1901006568,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000094,IND19008510,IND1901008510,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000095,IND19016316,IND1901016316,resolved,2019-01-19,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000096,IND19001957,IND1901001957,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000097,IND19000458,IND1901000458,resolved,2019-01-15,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000098,IND19015236,IND1901015236,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000099,IND19002543,IND1901002543,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000100,IND19010561,IND1901010561,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000101,IND19005243,IND1901005243,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000102,IND19008682,IND1901008682,resolved,2019-01-12,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000103,IND19009003,IND1901009003,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000104,IND19005327,IND1901005327,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000105,IND19015632,IND1901015632,resolved,2019-01-12,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000106,IND19015632,IND1901015632,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000107,IND19008558,IND1901008558,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000108,IND19007984,IND1901007984,resolved,2019-01-20,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000110,IND19002323,IND1901002323,resolved,2019-01-08,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000111,IND19015490,IND1901015490,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000112,IND19015990,IND1901015990,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000113,IND19015990,IND1901015990,resolved,2019-01-17,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000114,IND19002553,IND1901002553,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000115,IND19013155,IND1901013155,resolved,2019-01-03,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000116,IND19013155,IND1901013155,resolved,2019-01-11,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000117,IND19013358,IND1901013358,resolved,2019-01-21,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000118,IND19007840,IND1901007840,resolved,2019-01-11,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000119,IND19007840,IND1901007840,resolved,2019-01-29,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000120,IND19011496,IND1901011496,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000122,IND19013761,IND1901013761,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000123,IND19002714,IND1901002714,resolved,2019-01-20,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000124,IND19017118,IND1901017118,resolved,2019-01-16,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000125,IND19005676,IND1901005676,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000126,IND19008948,IND1901008948,resolved,2019-01-15,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000127,IND19008948,IND1901008948,resolved,2019-01-10,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000128,IND19004900,IND1901004900,resolved,2019-01-29,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000129,IND19016904,IND1901016904,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000130,IND19013778,IND1901013778,resolved,2019-01-19,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000131,IND19015694,IND1901015694,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000132,IND19010324,IND1901010324,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000133,IND19000198,IND1901000198,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000134,IND19012457,IND1901012457,resolved,2019-01-14,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000135,IND19007976,IND1901007976,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000136,IND19015781,IND1901015781,resolved,2019-01-18,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000137,IND19009387,IND1901009387,resolved,2019-01-21,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000138,IND19014045,IND1901014045,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000139,IND19014045,IND1901014045,resolved,2019-01-07,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000140,IND19000343,IND1901000343,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000141,IND19004560,IND1901004560,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000142,IND19006805,IND1901006805,resolved,2019-01-12,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000143,IND19010322,IND1901010322,resolved,2019-01-08,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000144,IND19015706,IND1901015706,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000145,IND19010296,IND1901010296,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000146,IND19003418,IND1901003418,resolved,2019-01-18,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000147,IND19014003,IND1901014003,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000148,IND19014488,IND1901014488,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000149,IND19007704,IND1901007704,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000150,IND19016192,IND1901016192,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000151,IND19003499,IND1901003499,resolved,2019-01-18,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000152,IND19010436,IND1901010436,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000153,IND19015213,IND1901015213,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000154,IND19004712,IND1901004712,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000155,IND19004807,IND1901004807,resolved,2019-01-11,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000157,IND19004905,IND1901004905,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000158,IND19014941,IND1901014941,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000159,IND19009851,IND1901009851,resolved,2019-01-18,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000160,IND19007622,IND1901007622,resolved,2019-01-16,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000161,IND19002381,IND1901002381,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000162,IND19007764,IND1901007764,resolved,2019-01-29,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000163,IND19007764,IND1901007764,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000164,IND19007024,IND1901007024,resolved,2019-01-11,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000165,IND19007024,IND1901007024,resolved,2019-01-09,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000166,IND19004971,IND1901004971,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000167,IND19004971,IND1901004971,resolved,2019-01-11,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000168,IND19015276,IND1901015276,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000169,IND19015276,IND1901015276,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000170,IND19006477,IND1901006477,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000171,IND19015515,IND1901015515,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000172,IND19016452,IND1901016452,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000174,IND19015314,IND1901015314,resolved,2019-01-21,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000175,IND19007852,IND1901007852,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000176,IND19001384,IND1901001384,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000177,IND19006892,IND1901006892,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000178,IND19004650,IND1901004650,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000179,IND19004596,IND1901004596,resolved,2019-01-29,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000180,IND19014778,IND1901014778,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000181,IND19008984,IND1901008984,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000182,IND19015114,IND1901015114,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000183,IND19008327,IND1901008327,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000184,IND19000180,IND1901000180,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000185,IND19005312,IND1901005312,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000186,IND19016002,IND1901016002,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000187,IND19005404,IND1901005404,resolved,2019-01-16,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000188,IND19017158,IND1901017158,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000189,IND19003338,IND1901003338,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000190,IND19004840,IND1901004840,resolved,2019-01-21,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000191,IND19004840,IND1901004840,resolved,2019-01-26,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000192,IND19009938,IND1901009938,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000193,IND19004606,IND1901004606,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000194,IND19016957,IND1901016957,resolved,2019-01-20,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000195,IND19008778,IND1901008778,resolved,2019-01-20,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000196,IND19008778,IND1901008778,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000197,IND19011675,IND1901011675,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000198,IND19004930,IND1901004930,resolved,2019-01-10,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000199,IND19003739,IND1901003739,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000200,IND19004696,IND1901004696,resolved,2019-01-21,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000201,IND19009243,IND1901009243,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000202,IND19002721,IND1901002721,resolved,2019-01-18,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000203,IND19005110,IND1901005110,resolved,2019-01-31,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000205,IND19016188,IND1901016188,resolved,2019-01-11,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000206,IND19014812,IND1901014812,resolved,2019-01-13,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000207,IND19009585,IND1901009585,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000208,IND19004503,IND1901004503,resolved,2019-01-14,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000209,IND19008351,IND1901008351,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000210,IND19008013,IND1901008013,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000211,IND19011375,IND1901011375,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000212,IND19017295,IND1901017295,resolved,2019-01-24,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000213,IND19003541,IND1901003541,resolved,2019-01-22,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000214,IND19004092,IND1901004092,resolved,2019-01-29,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000215,IND19004092,IND1901004092,resolved,2019-01-30,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000216,IND19015677,IND1901015677,resolved,2019-01-28,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000217,IND19015677,IND1901015677,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000218,IND19009364,IND1901009364,resolved,2019-01-03,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000219,IND19000552,IND1901000552,resolved,2019-01-12,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000220,IND19000552,IND1901000552,resolved,2019-01-18,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000221,IND19012108,IND1901012108,resolved,2019-01-18,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000222,IND19005033,IND1901005033,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000223,IND19009043,IND1901009043,resolved,2019-01-25,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000224,IND19008065,IND1901008065,resolved,2019-01-23,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
ACC0000225,IND19011864,IND1901011864,resolved,2019-01-27,2019,1,2019-01,banking_data/2019/01/accounts_2019_01.parquet
