source_year,source_month,source_period,original_customer_id,new_customer_id,customer_type,identity_hash,source_file
2019,1,2019-01,COM19000270,COM1901000270,Organization,a10eff1b43db8012d644c1d4cda5a4e827f6bc4e96b2016c43f8876200dd0546,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000291,COM1901000291,Company,990d00ad086d07231a07f40400764a59470a85c8ec663054db9d9e566696188c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000293,COM1901000293,Company,a4c53aa46dd14ddff1bc49a65159e784a9c95d4a9f23f09256e4487e146228e5,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000298,COM1901000298,Company,3f11c6534b68df0b9116b1aa462c55e565fff102d4f3476a0f2d3ae0ab23086e,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000313,COM1901000313,Company,7d58175ca0b1dc61e214a7b4937ecb1a7ac666d25c21cd9844cad74b1dbad64d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000325,COM1901000325,Company,050bdc4dc041fa68d73558d153f4925ca71a69aac5d9962d8a20fbd9651191c9,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000347,COM1901000347,Company,6dd187020c35f85972d68f50832fcc37744b71ac9d1799e7b865a2e69291960e,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000364,COM1901000364,Company,cefe88c8fb651c26f54e445844727b33e85e8e44f301c0deaa3f01719d265923,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000369,COM1901000369,Company,a1eb79cf7d04cc03ddef5d234e1f3d8f48f870f7af8a9a13ae3f4ac700dde161,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000449,COM1901000449,Company,292fce046d117cb524df58a5e0fb9d67f6adafe7298055503974de3d409c539f,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000454,COM1901000454,Company,d62236d32692c406fc9c00fe2664c861f8e50487aac750585fa7cfc3ca6e9f00,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,COM19000456,COM1901000456,Company,6ac1dc667d28f972112e1f646f3c169cad214f1524ef8335729dc5caff6b473f,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000001,IND1901000001,Individual,ed19109319a46a96a06f6b0a31c6126c60077d83bd8621bfe7130625895e178d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000007,IND1901000007,Individual,b1b90283d2f886770c490ecc0541bf1eb16274fc15d8a25313a5579db821c741,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000009,IND1901000009,Individual,48ba171900eb9ffc5d58201b5a1a0e35cecb0f0dd67fa20c41c23ee122fd23df,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000022,IND1901000022,Individual,ccd5a0c497a8486bae0ebeee711606a5f4adc7cd963a541f67444b1aa55dbf8d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000031,IND1901000031,Individual,9e9c01ed4a386210b4e5e771579f2930b403d49757dc9c7a179794ce0b2bb8fa,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000040,IND1901000040,Individual,b258c3e4eea0ae5b1721718eeb376e2c799d32b344b268d7d5f4e407adfc43d4,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000043,IND1901000043,Individual,49d0cc288e5783d7ec2adf9e3946bc944cde57888e948d0522cb08c95619db34,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000052,IND1901000052,Individual,c2c2fc48274ae6e3509d3bb3e4968fe9cd3992fca2651d4c5ace8c62f0d9905d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000054,IND1901000054,Individual,5f58650edd37fd9f2af4aec126b194a47e9f3ed2383b939e8fc18724602e79f8,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000058,IND1901000058,Individual,4d915e19d1e2f1497d98bb5821f4301018821d5d0507728bf0057ddd3ce0addb,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000060,IND1901000060,Individual,bca79ec281f2c3b443140eae68f118025cf168279d33bebe15fb5cbffbfb5d53,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000099,IND1901000099,Individual,e1a3ac60877c1b2853ca62d91b56bc26a0b0b158ba507c13eaddc85b1a41d0ab,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000101,IND1901000101,Individual,94665037de1377b5497c781f9bcc190c6747bf09d2aeda5a53fdaf438a6c9a22,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000105,IND1901000105,Individual,f284cab47839873ad2ffddb1412a0246e6472635f5966b2448e3f10612693e57,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000124,IND1901000124,Individual,e3f0e896ee7b1cfe7b8ae711292a036d2a21fb937d55e5082e70967335cd8eda,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000150,IND1901000150,Individual,0605ea87c8107f648621615eeea588078af932bea905a2f2f0417b1d061bfe02,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000164,IND1901000164,Individual,219aec3a3a89030609ba5c52e55068a30a175d81664b15da083c82ee0db717e3,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000169,IND1901000169,Individual,c64c4c11cf3ecf3b21178550659cfdcca240941fb5ce31c67be6b3ef3390e037,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000180,IND1901000180,Individual,048a5ae41ac2b444121df696d3961534000b6fccb338e8b361cadabba6d40522,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000186,IND1901000186,Individual,e050f66e69484af7276cf35dcfba7c0ff06a4fc8678487f5361956bf5200c601,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000195,IND1901000195,Individual,3c16897a06ecb5cb08c36d4b522059fc1d65b0d4e8fa914e8d1def30c8f751b1,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000198,IND1901000198,Individual,535fb8d55e364f888a106c25c6ebfa35702af92a67f22253428c3d1ebe761ea5,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000212,IND1901000212,Individual,c124d3e2e4b5db824495063e8d129c63c0bcef40d293f4efddb96a36cdd3ce4d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000243,IND1901000243,Individual,a744ba34b15cdcd8dd6c33533caae9c3b5f5beb04657575110e858dd97ac822e,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000250,IND1901000250,Individual,fe2e15d6ecc492f66482edc40248e9126c5a1a2da00f9b1e0a6e85e501d57f7d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000251,IND1901000251,Individual,57674201f2fe1ca19bf242887506e562274922e644e06336c3a509ac71d0b918,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000252,IND1901000252,Individual,478125d62af209335ca3b417ae4de290992c4a5ae0f4063e8f8fff44cae58c4b,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000259,IND1901000259,Individual,70605db26f3c47429a305cb70c92d59b3a87754c79877d1e11f3f4ed1d6fb1e7,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000265,IND1901000265,Individual,b7a779981820ddd80309ba7edd9e87cb80ffe7eccd9f4d421e8f43e417bd4699,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000302,IND1901000302,Individual,5d43ccf2e94a65f3d614ba6c9ad29273df2be4c235abbdc6357f4e205e0b9f27,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000324,IND1901000324,Individual,5420527f7b7072674b34e2a0ffdb3d20866e7fc2bd57a1b48a02d0fd3a682187,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000339,IND1901000339,Individual,63729d590cac4a14ca754e3564ef4d3bb09975b43f0ad2a279d0568859ac73a7,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000343,IND1901000343,Individual,026fbfc5d23515736c5f7a3419f20a092fd30200a7bcb3bbb96790315dd7fcaf,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000369,IND1901000369,Individual,82ea110cef4dc2de00dd6fe8e3076ac34531611f2a1d6258cb9d9937710adad4,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000376,IND1901000376,Individual,801dccaae95a1bb305f07847b66128c80f9b6530cd91c0051deb29753cf0f04c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000390,IND1901000390,Individual,68d91ea193d257c81babe13898d650d1efbb7d51ffc9bab4b13a10f5a6da4997,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000438,IND1901000438,Individual,ba795bbc877ab9794842f79f79fdf09e653f0611eb7dff34af34f36316d8877c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000458,IND1901000458,Individual,53a00c17380849a9a70b7dc6a09b75a1d10655f1b63561b1464e9f17b912713c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000470,IND1901000470,Individual,fc3ae53212f7d49e4150715169bdb399a327082e1a6a447d640194ca3cf8d1dd,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000505,IND1901000505,Individual,dc654ff4822b834a1913a1803e005a619edc2ffed62876df34061cde0e0bddf2,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000516,IND1901000516,Individual,98d46c3862409a618d3f6b456c3012fc8c1ba8e4c2c917f963edb651e492acc7,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000530,IND1901000530,Individual,58eb9b981a718fd110c930d16432b4afd5fd96e03b282b2df7df903fe23f9539,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000546,IND1901000546,Individual,d4c41e7c52448e12bfe0b16f120fe4d92e04cef4a2c41449a27897e0e4d152f8,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000551,IND1901000551,Individual,292d0916846f0f24e33492c253bd8802588252d3e40d5bec37788d19c62f3d00,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000552,IND1901000552,Individual,0558173ed8f7bcc484f8d38d3857f29569e32e656042a9415d5259ec85bf3754,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000557,IND1901000557,Individual,6123fa6a9e68c7f30f16c1427dfba77b6b66f9f6467670192856bd4cb3274a6f,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000570,IND1901000570,Individual,e4e7553f727470554aa8a726af838655e7a65a5ca8b4f90d2c77cbef84418cbb,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000591,IND1901000591,Individual,043ba0b8735a31d385db256d28e94f8b014b0dd64a3ec6c838f72a8e49d6dc44,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000593,IND1901000593,Individual,34a7b6709ce83036c19bf2c36be5e9789a3d2623a0223f0809e9ba28b4332a82,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000596,IND1901000596,Individual,dd5bb83fa1b65cb0bdcfc4947dae3d86a7d3e8b45e20bea6c9e6006492ffc8c0,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000620,IND1901000620,Individual,04abac7d364a9fb6ee57c6218ef9d87e9dad5f4c13b24a987c8855044a13a489,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000646,IND1901000646,Individual,3264312869e73c372ef5f322f8f24b391685dd972bb626ea037a763b2fd4ce61,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000652,IND1901000652,Individual,b9df440cf600add2983d65de8a2880ccdd023d06d1609e4acce80a172d0066d6,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000654,IND1901000654,Individual,97a8e3ae9d5ffc881b307575f754f2a99c3f2f64e99227c2ee39f8b1846c481d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000666,IND1901000666,Individual,16779530838ef79bd2278ad2ec5f82d56038aed65f56c754df491f8f4cb69984,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000671,IND1901000671,Individual,6139fad464447b98817032ac7810c358f5cb1332b20c2a1e280072587fb860cd,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000686,IND1901000686,Individual,a16c7f4c229590edc4f7b21d053c2dad9dbb4eed018d6b1fde33e8b3d8676ece,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000704,IND1901000704,Individual,f290a6bce97c2ef81ca0430aac59f4365dcd15f7bec5f513222c1a25646328ee,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000708,IND1901000708,Individual,c4ffe632c434c5ad2969966ca24219d7f309e5f271748787f1a72c1e0a96203c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000709,IND1901000709,Individual,e225ba97565b148c66df8a5880a659e4df538499273ab435f060b2cb915bd65e,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000711,IND1901000711,Individual,f5a655af0726a841f021073482c0b088f91080c46c151f96d442982466bb728c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000726,IND1901000726,Individual,5a404a21e4cf2e1729a671526ace4056f88cd827e27328825977a7dca9dcb663,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000749,IND1901000749,Individual,494abaf200a64ffc441264972da36aa04b5ae00b131c01f0311dd13333d06a6f,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000754,IND1901000754,Individual,49a390cd93a1b09d97896632fb316f4db27c8b626abba7231e176ecd5b88a5f4,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000755,IND1901000755,Individual,b2d268fe0cf08a285b966d405d564cafdb346b55a9b078a4b6de8d519c122b96,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000771,IND1901000771,Individual,22c92e153542e33af6a97e7d181571d9a5450f0db6810223a76073c6536b2e53,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000772,IND1901000772,Individual,6fa7695934eece3460cfad1be3b827b55671aeb0deb434cb5b53cc3afe39fc5a,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000820,IND1901000820,Individual,51088b618bccf3b724fd1b46261ec3bc4a7b1b1dff3be5779c70d54233f45f63,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000830,IND1901000830,Individual,011906b9dc92d467a22450897e95cbe7fb633498e8cb7572f99ac2eb387aa5bb,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000833,IND1901000833,Individual,09b3e7772ceb15fb713e03f7e4b7ac29ccf971f7c320ffb108e74ca5e465408a,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000842,IND1901000842,Individual,2371541555bb487b9a27eb86b4c94658808dfe9e150eb633a53ccec7068749a4,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000846,IND1901000846,Individual,a05660894a0656cd64280de6e5adedccaa34b298881516693dfd104feeb14e78,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000871,IND1901000871,Individual,1f8622130e614a72f96af9bd84e5b8ca84410be2cc21206e7a0189e0439ae1a9,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000962,IND1901000962,Individual,54449cddc22f8fb059c8562cb4fe9543aad03b43194f37d7a696570730dbd034,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19000998,IND1901000998,Individual,dcfaf03011c9cc911100a445081a1572d48fb1ec975e1d3e38795246c954ddaa,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001004,IND1901001004,Individual,3636b87100381053378a48cbef9a875c63d08af427d8300c6a2441b46bd9d212,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001012,IND1901001012,Individual,6d73f98ea36d4d8c07d709c9c3784cd8f361b8f730a939001b38e097d237900c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001014,IND1901001014,Individual,8b8b9b65b0d1e36e5de90eb85aa2a1da81249144bd47bd1ad0cba832536128a8,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001023,IND1901001023,Individual,b54a0db5015a9624cb0dde8fbc5dc23518c3bb8f1f233141b51955f92ac7653b,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001024,IND1901001024,Individual,b4f5976677d47525076553ab333e7ba5e9d54c7d1b6cb0ccdc43a86dca041d5c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001033,IND1901001033,Individual,d2f7189502935901d86f79bed75cf696a8c917bc338fde9be072adabfe321515,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001036,IND1901001036,Individual,5caeacf5fa207ea63e67b3c2202ac5ecc7b023c79f6d20645fb049232791d30b,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001044,IND1901001044,Individual,2c7f7964dc487c8c622531a2303f2d9047b53b0d318c158ce6d101d4e57806c3,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001050,IND1901001050,Individual,875c2848f5042a49118d8ab102a5e5cc4e2413eaaac30cd4e56fb2da0e0e9bcb,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001054,IND1901001054,Individual,564b9194b106ca32e363a45077611499cb9a212dcfb1e9213c834750fd55b017,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001057,IND1901001057,Individual,b7718e338cdfd0653b33fea82bd67eae4015e225ae403f4858fcdfd7ad09ddb1,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001063,IND1901001063,Individual,e91452f4f6cb13d25b74ef01c3d3ca6ac647e393deba8b469e78b263aa71894e,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001069,IND1901001069,Individual,6715eca173c9e4def19e4b936fd131b7d4d07a4f4afa841f35780cced9731d9f,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001074,IND1901001074,Individual,27056ecd61b1c93bf3d744cf3e7cbef241dab45b547e5b087051d1b672ae7063,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001083,IND1901001083,Individual,f1c083338a248b91aad2cccd735f604ff0adafb5a4582139dba179e6e5c8e944,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001110,IND1901001110,Individual,5e47c998f4726144a179d207142168b3b7a5d444026d38554ddaf420772e493a,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001112,IND1901001112,Individual,34cb788ba7394ef964309f3f89821908d79672ca71abd690a89e696497e1ba7c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001117,IND1901001117,Individual,1cfef6d1b3ffe9cdc212e9250a2605578096f084ee272ec3fc27e3a43a0a23fb,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001121,IND1901001121,Individual,ca5599477a6a817ca69a9a49de62f069118587ff49495c61bd396ce9a3cd585d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001156,IND1901001156,Individual,f70be4cf86e167ae01901885dab3de11081b0e191737dfd19551e9d44073fe5b,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001157,IND1901001157,Individual,2c309a90596d024f70896292fdd25173ac0024a95e4865fea0bbf6ad38f512d6,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001170,IND1901001170,Individual,057741db37802ab76d66f3a1e51e4d4d84b0f5a2958a80398c2ebd151de2f625,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001188,IND1901001188,Individual,ee4af9d22d213ef43e881a768f39f59513e6aefbf91abee5c6318423056a25f9,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001197,IND1901001197,Individual,a218ae10713b66bf00923cb0d7956c4da3f86b58cac11b31b3b5ac50e4400317,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001209,IND1901001209,Individual,2465267206b82498665c53a99593e885080658db71bf6f59b838afab7bd7808a,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001237,IND1901001237,Individual,ef9a5edaec740c4d170569ca40312aa84bfd0f4c2ee503fbb5ccc055b212e3b2,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001241,IND1901001241,Individual,117ebede0607c2961a26909c78bc8319489b57f473f04a6555a04fa9bd66cbf8,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001253,IND1901001253,Individual,bb6da825c0f1bdbeb977615ba4b48fc9c8fd4000344ef8dd8929be76b9eae21d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001297,IND1901001297,Individual,6341c29c138c8bd5c4ceb028d04812893cb8e16cef676cad31aeda8f08a61dea,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001326,IND1901001326,Individual,9358c5a0dbf07aad30d8acfc01b10937a6218938fb99ec9e69723618bfdc664c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001348,IND1901001348,Individual,0aa37fffde00f560006174794d9f99df25df9bff92ba1c6f4fc0661e93b2b745,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001364,IND1901001364,Individual,33ebd1825a8177bbc8ddbf73fcd79365ec0c6aefcfac17cd1b34c8f4c0db5f26,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001384,IND1901001384,Individual,7bd7de1ae01b8197fe046f69cc6b51d662698c79d25c868992748978294ab13c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001409,IND1901001409,Individual,ad3ffb824c8c28ffbb7af2c8a4a9466ddd6cb125771cde4e0f7c29b5d6d02313,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001427,IND1901001427,Individual,c815b96f3afc3f50a76a3abde941c78367b85317d961c47dcaea6919a754034b,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001429,IND1901001429,Individual,636d1fcf22b5f5ca72d35cc1b064da91227a5d22f218cf3938d16b32aebe3c9a,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001446,IND1901001446,Individual,3ed71d646f6dc03668dcca9aab9fb7c091f5e8ca448a9e51c515285b762925e0,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001455,IND1901001455,Individual,77d6691fbbabef4d9894bc78c2c36d05b74913c7d3e18972642d987e83cac625,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001462,IND1901001462,Individual,880f9674a65ef621879a85b7a31d664a32a22641e51f521d85d3fe1f7772af8d,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001466,IND1901001466,Individual,3659c3f6951e530899bc953ccfdd1751de937a48f960238758780c9e9b786b7c,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001524,IND1901001524,Individual,b13237803860561ea16d90afcbcb645025e0be1358910ba65659826c1659e484,banking_data/2019/01/customers_2019_01.parquet
2019,1,2019-01,IND19001539,IND1901001539,Individual,db8fa8f7e3311bf26a2f5fcdc090a1932a80fb1ffd76e9c232a067b24c61f354,banking_data/2019/01/customers_2019_01.parquet
