account_id,customer_id,bank_name,account_type,account_tier,statement_timeframe_months,analysis_segment
ACC0078351,IND23012217,Standard Bank,joint,basic,6,basic_joint
ACC0078352,IND23004762,Nedbank,savings,standard,6,standard_savings
ACC0078354,IND23001034,First National Bank,savings,standard,3,standard_savings
ACC0078355,IND23001034,Nedbank,savings,standard,3,standard_savings
ACC0078356,IND23008720,Nedbank,easy,basic,3,basic_easy
ACC0078357,IND23006644,Nedbank,platinum,premium,6,premium_platinum
ACC0078358,IND23006438,TymeBank,current,standard,3,standard_current
ACC0078359,IND23001968,First National Bank,easy,basic,3,basic_easy
ACC0078360,IND23011481,African Bank,easy,basic,3,basic_easy
ACC0078361,IND23006804,Standard Bank,current,standard,6,standard_current
ACC0078362,IND23005693,Capitec,easy,basic,3,basic_easy
ACC0078363,IND23000209,Absa,easy,basic,3,basic_easy
ACC0078364,IND23012148,Nedbank,savings,standard,6,standard_savings
ACC0078365,IND23010533,Capitec,savings,basic,3,basic_savings
ACC0078366,IND23011938,Absa,savings,basic,6,basic_savings
ACC0078367,IND23010241,TymeBank,savings,standard,3,standard_savings
ACC0078368,IND23012984,First National Bank,current,standard,6,standard_current
ACC0078369,IND23009700,First National Bank,easy,basic,6,basic_easy
ACC0078370,IND23002071,Absa,easy,basic,3,basic_easy
ACC0078371,IND23010999,Capitec,savings,standard,3,standard_savings
ACC0078372,IND23012414,Absa,savings,standard,3,standard_savings
ACC0078373,IND23011126,Nedbank,easy,basic,6,basic_easy
ACC0078374,IND23007960,First National Bank,savings,basic,6,basic_savings
ACC0078375,IND23000111,Standard Bank,easy,basic,3,basic_easy
ACC0078376,IND23000563,Nedbank,savings,standard,6,standard_savings
ACC0078377,IND23002426,Absa,cheque,standard,6,standard_cheque
ACC0078378,IND23001648,Nedbank,savings,basic,6,basic_savings
ACC0078379,IND23007532,Standard Bank,easy,basic,6,basic_easy
ACC0078380,IND23002148,First National Bank,savings,basic,3,basic_savings
ACC0078381,IND23009053,Absa,gold,premium,6,premium_gold
ACC0078382,IND23009053,Nedbank,gold,premium,3,premium_gold
ACC0078383,IND23011900,Standard Bank,savings,basic,3,basic_savings
ACC0078384,IND23012439,Absa,savings,basic,3,basic_savings
ACC0078385,IND23011851,Absa,savings,basic,6,basic_savings
ACC0078386,IND23003985,Capitec,easy,basic,3,basic_easy
ACC0078387,IND23004255,Standard Bank,savings,standard,3,standard_savings
ACC0078388,IND23004255,Absa,savings,standard,3,standard_savings
ACC0078389,IND23013242,Capitec,easy,basic,3,basic_easy
ACC0078390,IND23013473,Absa,current,standard,6,standard_current
ACC0078391,IND23013473,Standard Bank,cheque,standard,6,standard_cheque
ACC0078392,IND23014822,African Bank,easy,basic,3,basic_easy
ACC0078395,IND23001060,Nedbank,joint,basic,3,basic_joint
ACC0078396,IND23004688,Capitec,current,standard,6,standard_current
ACC0078397,IND23009861,First National Bank,easy,basic,3,basic_easy
ACC0078398,IND23001145,Absa,easy,basic,3,basic_easy
ACC0078399,IND23008612,First National Bank,savings,basic,3,basic_savings
ACC0078400,IND23004271,First National Bank,easy,basic,6,basic_easy
ACC0078401,IND23008260,Nedbank,savings,basic,3,basic_savings
ACC0078402,IND23003257,Standard Bank,gold,premium,3,premium_gold
ACC0078403,IND23000880,Nedbank,savings,standard,6,standard_savings
ACC0078404,IND23001989,Absa,savings,basic,3,basic_savings
ACC0078405,IND23006401,Absa,current,standard,6,standard_current
ACC0078406,IND23006401,Nedbank,current,standard,3,standard_current
ACC0078407,IND23014602,Standard Bank,easy,basic,3,basic_easy
ACC0078408,IND23002313,TymeBank,easy,basic,3,basic_easy
ACC0078409,IND23007274,First National Bank,savings,basic,6,basic_savings
ACC0078410,IND23013307,First National Bank,easy,basic,3,basic_easy
ACC0078411,IND23013915,Discovery Bank,easy,basic,3,basic_easy
ACC0078412,IND23002330,Nedbank,easy,basic,3,basic_easy
ACC0078413,IND23005973,Capitec,savings,standard,6,standard_savings
ACC0078414,IND23009362,Capitec,savings,basic,6,basic_savings
ACC0078415,IND23007927,Standard Bank,easy,basic,6,basic_easy
ACC0078417,IND23013193,Standard Bank,joint,basic,3,basic_joint
ACC0078418,IND23005811,Absa,savings,basic,3,basic_savings
ACC0078419,IND23003201,Capitec,savings,standard,6,standard_savings
ACC0078420,IND23013364,Capitec,savings,basic,6,basic_savings
ACC0078421,IND23006741,Standard Bank,easy,basic,6,basic_easy
ACC0078422,IND23006741,Absa,joint,basic,6,basic_joint
ACC0078423,IND23002396,Capitec,savings,basic,3,basic_savings
ACC0078424,IND23009987,Nedbank,easy,basic,3,basic_easy
ACC0078425,IND23010539,Standard Bank,easy,basic,3,basic_easy
ACC0078426,IND23000480,Capitec,savings,standard,6,standard_savings
ACC0078427,IND23006270,Absa,cheque,standard,6,standard_cheque
ACC0078428,IND23005429,Standard Bank,savings,basic,6,basic_savings
ACC0078429,IND23005348,Capitec,easy,basic,6,basic_easy
ACC0078430,IND23001724,Nedbank,easy,basic,3,basic_easy
ACC0078431,IND23014307,TymeBank,easy,basic,3,basic_easy
ACC0078432,IND23014388,First National Bank,easy,basic,3,basic_easy
ACC0078433,IND23014530,Capitec,savings,basic,3,basic_savings
ACC0078434,IND23011444,Investec,easy,basic,6,basic_easy
ACC0078435,IND23013389,Standard Bank,easy,basic,3,basic_easy
ACC0078436,IND23005830,Absa,savings,basic,6,basic_savings
ACC0078437,IND23006443,Standard Bank,easy,basic,6,basic_easy
ACC0078438,IND23014516,Nedbank,savings,basic,3,basic_savings
ACC0078439,IND23012785,Standard Bank,easy,basic,3,basic_easy
ACC0078440,IND23012526,Standard Bank,savings,standard,3,standard_savings
ACC0078441,IND23012381,First National Bank,cheque,standard,3,standard_cheque
ACC0078442,IND23012381,First National Bank,savings,standard,6,standard_savings
ACC0078443,IND23006733,Standard Bank,easy,basic,6,basic_easy
ACC0078444,IND23004685,Nedbank,savings,standard,6,standard_savings
ACC0078445,IND23006866,Nedbank,easy,basic,3,basic_easy
ACC0078446,IND23012372,Capitec,easy,basic,3,basic_easy
ACC0078447,IND23008843,Standard Bank,current,standard,3,standard_current
ACC0078448,IND23011773,TymeBank,savings,standard,6,standard_savings
ACC0078449,IND23003580,Nedbank,easy,basic,3,basic_easy
ACC0078450,IND23001097,Nedbank,current,standard,3,standard_current
ACC0078451,IND23001097,Investec,aspire,standard,6,standard_aspire
ACC0078452,IND23011725,First National Bank,savings,basic,6,basic_savings
ACC0078453,IND23014813,Capitec,easy,basic,6,basic_easy
ACC0078454,IND23004731,Absa,easy,basic,6,basic_easy
ACC0078455,IND23012248,Capitec,easy,basic,3,basic_easy
ACC0078456,IND23013309,Nedbank,savings,standard,6,standard_savings
ACC0078457,IND23009192,Capitec,savings,basic,3,basic_savings
ACC0078458,IND23014206,Discovery Bank,easy,basic,6,basic_easy
ACC0078460,IND23003774,Standard Bank,savings,standard,6,standard_savings
ACC0078461,IND23005424,Standard Bank,easy,basic,3,basic_easy
ACC0078462,IND23012854,Nedbank,gold,premium,6,premium_gold
ACC0078463,IND23004087,Discovery Bank,easy,basic,3,basic_easy
ACC0078464,IND23014713,Nedbank,easy,basic,3,basic_easy
ACC0078465,IND23011883,Absa,savings,basic,6,basic_savings
ACC0078466,IND23007710,TymeBank,easy,basic,6,basic_easy
ACC0078467,IND23011599,First National Bank,easy,basic,3,basic_easy
ACC0078468,IND23011214,First National Bank,easy,basic,3,basic_easy
ACC0078469,IND23009529,Discovery Bank,gold,premium,6,premium_gold
ACC0078470,IND23011893,Standard Bank,current,standard,3,standard_current
ACC0078471,IND23014065,First National Bank,savings,basic,6,basic_savings
ACC0078472,IND23000739,Nedbank,aspire,standard,6,standard_aspire
ACC0078473,IND23007824,Absa,easy,basic,3,basic_easy
ACC0078474,IND23003499,Standard Bank,savings,standard,6,standard_savings
ACC0078475,IND23004274,Absa,savings,basic,6,basic_savings
ACC0078476,IND23013085,Nedbank,current,standard,6,standard_current
ACC0078477,IND23000367,First National Bank,easy,basic,3,basic_easy
ACC0078478,IND23008996,Standard Bank,easy,basic,3,basic_easy
ACC0078479,IND23005269,Absa,easy,basic,6,basic_easy
ACC0078480,IND23007378,First National Bank,savings,standard,3,standard_savings
ACC0078481,IND23004387,Absa,savings,basic,6,basic_savings
ACC0078482,IND23014004,Capitec,savings,basic,3,basic_savings
ACC0078483,IND23000726,First National Bank,easy,basic,6,basic_easy
ACC0078484,IND23013157,Capitec,gold,premium,3,premium_gold
ACC0078485,IND23009614,Standard Bank,cheque,standard,6,standard_cheque
ACC0078486,IND23007906,Standard Bank,current,standard,3,standard_current
ACC0078487,IND23000083,TymeBank,easy,basic,3,basic_easy
ACC0078488,IND23002792,Nedbank,easy,basic,3,basic_easy
ACC0078489,IND23012153,First National Bank,gold,premium,3,premium_gold
ACC0078490,IND23005281,Investec,easy,basic,3,basic_easy
ACC0078491,IND23003047,Standard Bank,savings,basic,6,basic_savings
ACC0078492,IND23007869,Capitec,easy,basic,6,basic_easy
ACC0078493,IND23010959,African Bank,gold,premium,6,premium_gold
ACC0078494,IND23006959,Absa,savings,standard,3,standard_savings
ACC0078495,IND23001965,Standard Bank,savings,basic,6,basic_savings
ACC0078496,IND23009852,Nedbank,easy,basic,3,basic_easy
ACC0078497,IND23005756,First National Bank,current,standard,3,standard_current
ACC0078499,IND23008164,First National Bank,current,standard,3,standard_current
ACC0078500,IND23008164,Absa,joint,standard,3,standard_joint
ACC0078501,IND23014330,Capitec,easy,basic,3,basic_easy
ACC0078502,IND23014135,Standard Bank,savings,basic,3,basic_savings
ACC0078503,IND23007605,Absa,current,standard,6,standard_current
ACC0078504,IND23002647,Nedbank,easy,basic,3,basic_easy
ACC0078505,IND23010323,First National Bank,current,standard,3,standard_current
ACC0078506,IND23008972,First National Bank,savings,standard,6,standard_savings
ACC0078507,IND23000959,First National Bank,savings,standard,6,standard_savings
ACC0078508,IND23000959,Standard Bank,savings,standard,3,standard_savings
ACC0078509,IND23005828,Capitec,savings,basic,6,basic_savings
ACC0078510,IND23001744,Nedbank,easy,basic,6,basic_easy
ACC0078511,IND23013621,Capitec,easy,basic,3,basic_easy
ACC0078512,IND23006969,Investec,current,standard,6,standard_current
ACC0078513,IND23014812,Absa,savings,basic,6,basic_savings
ACC0078514,IND23006653,Nedbank,savings,standard,6,standard_savings
ACC0078515,IND23006393,African Bank,cheque,standard,3,standard_cheque
ACC0078516,IND23007064,Capitec,cheque,standard,3,standard_cheque
ACC0078517,IND23002347,Absa,savings,standard,3,standard_savings
ACC0078518,IND23002347,Standard Bank,savings,standard,3,standard_savings
ACC0078519,IND23012416,Nedbank,easy,basic,6,basic_easy
ACC0078520,IND23012075,First National Bank,current,standard,6,standard_current
ACC0078521,IND23012075,Absa,savings,standard,6,standard_savings
ACC0078522,IND23010827,Nedbank,current,standard,6,standard_current
ACC0078525,IND23011088,Standard Bank,easy,basic,6,basic_easy
ACC0078526,IND23005668,Nedbank,easy,basic,6,basic_easy
ACC0078527,IND23009653,Absa,current,standard,6,standard_current
ACC0078528,IND23008999,First National Bank,easy,basic,3,basic_easy
ACC0078529,IND23008743,First National Bank,savings,standard,6,standard_savings
ACC0078530,IND23009633,Nedbank,current,standard,6,standard_current
ACC0078531,IND23005309,Standard Bank,current,standard,6,standard_current
ACC0078532,IND23001857,First National Bank,savings,basic,6,basic_savings
ACC0078533,IND23001857,Nedbank,joint,basic,6,basic_joint
ACC0078534,IND23011998,First National Bank,easy,basic,3,basic_easy
ACC0078535,IND23004973,Absa,cheque,standard,3,standard_cheque
ACC0078536,IND23002116,Standard Bank,easy,basic,6,basic_easy
ACC0078537,IND23004488,Standard Bank,savings,basic,3,basic_savings
ACC0078538,IND23009329,African Bank,savings,basic,6,basic_savings
ACC0078539,IND23013620,Standard Bank,savings,basic,3,basic_savings
ACC0078540,IND23014595,Nedbank,savings,basic,3,basic_savings
ACC0078541,IND23012919,Standard Bank,easy,basic,6,basic_easy
ACC0078542,IND23000072,Absa,gold,premium,3,premium_gold
ACC0078543,IND23000185,Absa,savings,basic,3,basic_savings
ACC0078544,IND23011916,Absa,easy,basic,6,basic_easy
ACC0078545,IND23000297,Standard Bank,gold,premium,3,premium_gold
ACC0078547,IND23014256,First National Bank,easy,basic,6,basic_easy
ACC0078548,IND23011808,Standard Bank,easy,basic,6,basic_easy
ACC0078549,IND23000399,First National Bank,current,standard,6,standard_current
ACC0078550,IND23012322,Nedbank,savings,standard,6,standard_savings
ACC0078551,IND23002960,Nedbank,current,standard,3,standard_current
ACC0078552,IND23000431,Absa,current,standard,6,standard_current
ACC0078553,IND23003085,Standard Bank,savings,basic,3,basic_savings
ACC0078554,IND23010015,Capitec,cheque,standard,3,standard_cheque
ACC0078555,IND23008529,Standard Bank,easy,basic,3,basic_easy
ACC0078556,IND23001344,Absa,cheque,standard,3,standard_cheque
ACC0078557,IND23001806,Standard Bank,easy,basic,6,basic_easy
ACC0078558,IND23003691,Standard Bank,cheque,standard,3,standard_cheque
ACC0078559,IND23013704,Absa,easy,basic,6,basic_easy
ACC0078561,IND23007247,Nedbank,easy,basic,3,basic_easy
ACC0078562,IND23007996,Nedbank,cheque,standard,6,standard_cheque
ACC0078563,IND23003921,Absa,easy,basic,6,basic_easy
ACC0078564,IND23009745,Standard Bank,savings,basic,3,basic_savings
ACC0078565,IND23012598,First National Bank,savings,standard,6,standard_savings
ACC0078566,IND23012426,Absa,savings,standard,3,standard_savings
ACC0078569,IND23003727,First National Bank,gold,premium,6,premium_gold
ACC0078570,IND23009338,First National Bank,savings,standard,3,standard_savings
ACC0078571,IND23003379,Capitec,aspire,standard,3,standard_aspire
ACC0078572,IND23006739,Capitec,savings,standard,6,standard_savings
ACC0078573,IND23004213,Absa,cheque,standard,6,standard_cheque
ACC0078574,IND23010850,Absa,easy,basic,3,basic_easy
ACC0078575,IND23006514,First National Bank,savings,standard,3,standard_savings
ACC0078577,IND23000071,Absa,easy,basic,6,basic_easy
ACC0078578,IND23007860,Absa,current,standard,6,standard_current
ACC0078579,IND23001319,Absa,easy,basic,6,basic_easy
ACC0078580,IND23008693,Standard Bank,savings,standard,3,standard_savings
ACC0078581,IND23012360,Standard Bank,savings,basic,6,basic_savings
ACC0078582,IND23014572,Nedbank,easy,basic,3,basic_easy
ACC0078583,IND23011454,Absa,easy,basic,6,basic_easy
ACC0078584,IND23012044,Nedbank,savings,standard,3,standard_savings
ACC0078585,IND23014435,First National Bank,easy,basic,3,basic_easy
ACC0078586,IND23007612,TymeBank,savings,standard,3,standard_savings
ACC0078587,IND23002606,Absa,current,standard,3,standard_current
ACC0078588,IND23000325,First National Bank,easy,basic,6,basic_easy
ACC0078589,IND23011427,Absa,current,standard,6,standard_current
ACC0078590,IND23001476,First National Bank,easy,basic,3,basic_easy
ACC0078591,IND23012628,First National Bank,savings,standard,6,standard_savings
ACC0078592,IND23000095,Nedbank,easy,basic,3,basic_easy
ACC0078593,IND23011456,Absa,savings,basic,6,basic_savings
ACC0078595,IND23009152,Standard Bank,savings,basic,6,basic_savings
ACC0078596,IND23002992,First National Bank,easy,basic,6,basic_easy
ACC0078597,IND23005778,First National Bank,savings,standard,6,standard_savings
ACC0078598,IND23013613,Capitec,gold,premium,3,premium_gold
ACC0078599,IND23008888,Absa,easy,basic,3,basic_easy
ACC0078600,IND23004278,First National Bank,easy,basic,6,basic_easy
ACC0078601,IND23004060,Absa,easy,basic,6,basic_easy
ACC0078602,IND23011062,Nedbank,savings,standard,6,standard_savings
ACC0078603,IND23011749,First National Bank,easy,basic,6,basic_easy
ACC0078604,IND23014637,Absa,easy,basic,3,basic_easy
ACC0078605,IND23012825,First National Bank,easy,basic,3,basic_easy
ACC0078606,IND23007073,TymeBank,current,standard,6,standard_current
ACC0078607,IND23007073,Capitec,savings,standard,6,standard_savings
ACC0078608,IND23006189,First National Bank,savings,standard,3,standard_savings
ACC0078609,IND23010738,Nedbank,savings,basic,3,basic_savings
ACC0078610,IND23002627,First National Bank,easy,basic,6,basic_easy
ACC0078611,IND23003516,Capitec,cheque,standard,3,standard_cheque
ACC0078612,IND23002097,Absa,savings,standard,3,standard_savings
ACC0078613,IND23001521,Standard Bank,easy,basic,6,basic_easy
ACC0078614,IND23004111,Standard Bank,aspire,standard,3,standard_aspire
ACC0078615,IND23004111,Standard Bank,current,standard,3,standard_current
ACC0078616,IND23005283,Nedbank,current,standard,3,standard_current
ACC0078617,IND23005283,Capitec,savings,standard,6,standard_savings
ACC0078618,IND23012525,Absa,savings,standard,6,standard_savings
ACC0078619,IND23001872,Standard Bank,current,standard,3,standard_current
ACC0078620,IND23001872,Capitec,savings,standard,6,standard_savings
ACC0078621,IND23006156,Standard Bank,savings,standard,3,standard_savings
ACC0078622,IND23012843,Absa,savings,standard,3,standard_savings
ACC0078623,IND23002088,Absa,savings,standard,6,standard_savings
ACC0078624,IND23003168,First National Bank,savings,basic,3,basic_savings
ACC0078625,IND23006613,Nedbank,savings,standard,3,standard_savings
ACC0078626,IND23014563,Nedbank,savings,basic,3,basic_savings
ACC0078627,IND23005088,African Bank,easy,basic,6,basic_easy
ACC0078628,IND23006188,Capitec,easy,basic,6,basic_easy
ACC0078629,IND23009753,First National Bank,gold,premium,6,premium_gold
ACC0078630,IND23009753,First National Bank,aspire,standard,3,standard_aspire
ACC0078631,IND23010020,Nedbank,easy,basic,3,basic_easy
ACC0078632,IND23010020,Discovery Bank,joint,basic,6,basic_joint
ACC0078633,IND23006573,First National Bank,savings,standard,3,standard_savings
ACC0078634,IND23012074,Standard Bank,cheque,standard,3,standard_cheque
ACC0078635,IND23012074,Capitec,cheque,standard,6,standard_cheque
ACC0078636,IND23008021,Absa,savings,standard,6,standard_savings
ACC0078637,IND23008021,Capitec,savings,standard,3,standard_savings
ACC0078638,IND23001813,Capitec,aspire,standard,6,standard_aspire
ACC0078639,IND23007212,Standard Bank,easy,basic,6,basic_easy
ACC0078640,IND23007924,Standard Bank,savings,basic,6,basic_savings
ACC0078642,IND23005829,Standard Bank,savings,basic,6,basic_savings
ACC0078643,IND23011556,First National Bank,savings,basic,6,basic_savings
ACC0078644,IND23007773,African Bank,easy,basic,6,basic_easy
ACC0078645,IND23011591,Capitec,savings,standard,3,standard_savings
ACC0078646,IND23010148,Standard Bank,cheque,standard,3,standard_cheque
ACC0078647,IND23010148,Capitec,current,standard,6,standard_current
ACC0078648,IND23013572,First National Bank,easy,basic,3,basic_easy
ACC0078649,IND23004624,First National Bank,current,standard,6,standard_current
ACC0078650,IND23002807,Absa,easy,basic,6,basic_easy
ACC0078652,IND23013214,First National Bank,easy,basic,6,basic_easy
ACC0078654,IND23007204,Standard Bank,cheque,standard,3,standard_cheque
ACC0078655,IND23000002,Standard Bank,savings,basic,6,basic_savings
ACC0078656,IND23007193,Absa,savings,basic,3,basic_savings
ACC0078658,IND23013385,First National Bank,cheque,standard,3,standard_cheque
ACC0078659,IND23006327,Standard Bank,savings,standard,3,standard_savings
ACC0078660,IND23011211,Nedbank,savings,basic,6,basic_savings
ACC0078661,IND23002883,Capitec,easy,basic,3,basic_easy
ACC0078662,IND23001109,Capitec,aspire,standard,3,standard_aspire
ACC0078663,IND23003046,Nedbank,current,standard,3,standard_current
ACC0078664,IND23006660,Standard Bank,savings,basic,6,basic_savings
ACC0078665,IND23010370,Absa,savings,standard,6,standard_savings
ACC0078667,IND23013289,Nedbank,current,standard,6,standard_current
ACC0078668,IND23010160,Absa,easy,basic,6,basic_easy
ACC0078669,IND23013890,Absa,current,standard,3,standard_current
ACC0078670,IND23012836,Absa,aspire,standard,6,standard_aspire
ACC0078671,IND23006895,Nedbank,savings,standard,6,standard_savings
ACC0078672,IND23006895,Capitec,savings,standard,6,standard_savings
ACC0078673,IND23007045,Standard Bank,savings,standard,3,standard_savings
ACC0078674,IND23007045,Nedbank,current,standard,6,standard_current
ACC0078675,IND23006654,Nedbank,savings,standard,3,standard_savings
ACC0078676,IND23007500,Nedbank,savings,standard,3,standard_savings
ACC0078677,IND23012774,Absa,easy,basic,3,basic_easy
ACC0078678,IND23011364,Capitec,savings,standard,6,standard_savings
ACC0078679,IND23005556,TymeBank,cheque,standard,6,standard_cheque
ACC0078680,IND23009274,Absa,easy,basic,3,basic_easy
ACC0078682,IND23007352,Standard Bank,cheque,standard,6,standard_cheque
ACC0078683,IND23014373,First National Bank,easy,basic,6,basic_easy
ACC0078684,IND23003414,First National Bank,current,standard,6,standard_current
ACC0078685,IND23006756,Absa,easy,basic,3,basic_easy
ACC0078686,IND23010254,Standard Bank,easy,basic,3,basic_easy
ACC0078687,IND23005364,First National Bank,savings,basic,6,basic_savings
ACC0078688,IND23000444,Absa,easy,basic,3,basic_easy
ACC0078689,IND23013358,First National Bank,easy,basic,3,basic_easy
ACC0078690,IND23003184,First National Bank,current,standard,3,standard_current
ACC0078692,IND23014237,Standard Bank,easy,basic,6,basic_easy
ACC0078693,IND23002779,First National Bank,easy,basic,3,basic_easy
ACC0078694,IND23010313,First National Bank,easy,basic,6,basic_easy
ACC0078695,IND23012364,First National Bank,savings,standard,6,standard_savings
ACC0078696,IND23006577,Standard Bank,savings,standard,6,standard_savings
ACC0078697,IND23008346,Absa,savings,standard,3,standard_savings
ACC0078698,IND23012024,Standard Bank,savings,basic,3,basic_savings
ACC0078699,IND23012302,Capitec,easy,basic,3,basic_easy
ACC0078700,IND23005742,Capitec,savings,basic,3,basic_savings
ACC0078701,IND23003020,Nedbank,easy,basic,6,basic_easy
ACC0078702,IND23003887,Nedbank,aspire,standard,6,standard_aspire
ACC0078703,IND23002681,Absa,savings,basic,6,basic_savings
ACC0078704,IND23004639,Nedbank,easy,basic,3,basic_easy
ACC0078705,IND23006283,Capitec,easy,basic,3,basic_easy
ACC0078706,IND23002735,First National Bank,savings,standard,3,standard_savings
ACC0078707,IND23004499,First National Bank,easy,basic,3,basic_easy
ACC0078708,IND23013108,Absa,current,standard,3,standard_current
ACC0078709,IND23013005,Absa,gold,premium,6,premium_gold
ACC0078710,IND23012111,Standard Bank,easy,basic,6,basic_easy
ACC0078711,IND23001270,First National Bank,easy,basic,3,basic_easy
ACC0078712,IND23004931,Standard Bank,easy,basic,6,basic_easy
ACC0078713,IND23014410,Standard Bank,easy,basic,3,basic_easy
ACC0078714,IND23000565,Standard Bank,savings,standard,6,standard_savings
ACC0078715,IND23006859,First National Bank,cheque,standard,3,standard_cheque
ACC0078716,IND23003992,First National Bank,easy,basic,6,basic_easy
ACC0078717,IND23014803,Capitec,easy,basic,3,basic_easy
ACC0078718,IND23012317,Capitec,cheque,standard,3,standard_cheque
ACC0078719,IND23004801,First National Bank,current,standard,3,standard_current
ACC0078720,IND23009441,Absa,cheque,standard,6,standard_cheque
ACC0078721,IND23000933,First National Bank,savings,standard,3,standard_savings
ACC0078722,IND23006299,Capitec,easy,basic,3,basic_easy
ACC0078723,IND23004075,Absa,cheque,standard,6,standard_cheque
ACC0078724,IND23004501,First National Bank,easy,basic,3,basic_easy
ACC0078725,IND23005495,TymeBank,savings,basic,3,basic_savings
ACC0078726,IND23004737,Standard Bank,current,standard,6,standard_current
ACC0078727,IND23011562,Nedbank,easy,basic,6,basic_easy
ACC0078728,IND23004384,Standard Bank,easy,basic,6,basic_easy
ACC0078729,IND23005105,African Bank,savings,standard,3,standard_savings
ACC0078730,IND23005105,Capitec,joint,standard,3,standard_joint
ACC0078731,IND23001156,Absa,easy,basic,6,basic_easy
ACC0078732,IND23011071,First National Bank,platinum,premium,3,premium_platinum
ACC0078733,IND23011071,First National Bank,platinum,premium,3,premium_platinum
ACC0078734,IND23014854,Capitec,savings,basic,6,basic_savings
ACC0078735,IND23012553,Absa,savings,basic,3,basic_savings
ACC0078736,IND23012553,Absa,joint,basic,6,basic_joint
ACC0078737,IND23000854,Standard Bank,current,standard,6,standard_current
ACC0078738,IND23000854,Nedbank,gold,premium,3,premium_gold
ACC0078739,IND23000475,Nedbank,savings,standard,6,standard_savings
ACC0078740,IND23009193,Absa,savings,basic,3,basic_savings
ACC0078741,IND23007327,Absa,aspire,standard,6,standard_aspire
ACC0078742,IND23014055,First National Bank,easy,basic,6,basic_easy
ACC0078743,IND23001120,Standard Bank,easy,basic,6,basic_easy
ACC0078744,IND23000337,Absa,easy,basic,6,basic_easy
ACC0078745,IND23001598,Standard Bank,easy,basic,6,basic_easy
ACC0078746,IND23002967,Capitec,savings,standard,6,standard_savings
ACC0078747,IND23005054,Absa,easy,basic,3,basic_easy
ACC0078748,IND23011308,Nedbank,easy,basic,3,basic_easy
ACC0078749,IND23005665,Nedbank,savings,standard,6,standard_savings
ACC0078750,IND23007142,Absa,savings,basic,6,basic_savings
ACC0078751,IND23004362,Standard Bank,savings,standard,3,standard_savings
ACC0078752,IND23011074,Standard Bank,easy,basic,6,basic_easy
ACC0078753,IND23000922,First National Bank,cheque,standard,6,standard_cheque
ACC0078754,IND23011371,Absa,easy,basic,6,basic_easy
ACC0078755,IND23005441,Absa,easy,basic,3,basic_easy
ACC0078757,IND23012714,First National Bank,current,standard,6,standard_current
ACC0078758,IND23012714,First National Bank,current,standard,3,standard_current
ACC0078759,IND23014377,First National Bank,easy,basic,6,basic_easy
