customer_id,year,month,reason
IND1904015386,2019,12,duplicate_across_month_files
IND1904015690,2019,12,duplicate_across_month_files
IND1905000055,2019,12,duplicate_across_month_files
IND1905000145,2019,12,duplicate_across_month_files
IND1905000147,2019,12,duplicate_across_month_files
IND1905000201,2019,12,duplicate_across_month_files
IND1905000269,2019,12,duplicate_across_month_files
IND1905002598,2019,12,duplicate_across_month_files
IND1905003169,2019,12,duplicate_across_month_files
IND1905006136,2019,12,duplicate_across_month_files
IND1905006365,2019,12,duplicate_across_month_files
IND1905006959,2019,12,duplicate_across_month_files
IND1905007758,2019,12,duplicate_across_month_files
IND1905010789,2019,12,duplicate_across_month_files
IND1905011517,2019,12,duplicate_across_month_files
IND1905011978,2019,12,duplicate_across_month_files
IND1905012506,2019,12,duplicate_across_month_files
IND1906000257,2019,12,duplicate_across_month_files
IND1906000965,2019,12,duplicate_across_month_files
IND1906001173,2019,12,duplicate_across_month_files
IND1906001736,2019,12,duplicate_across_month_files
IND1906002091,2019,12,duplicate_across_month_files
IND1906003452,2019,12,duplicate_across_month_files
IND1906003569,2019,12,duplicate_across_month_files
IND1906005816,2019,12,duplicate_across_month_files
IND1906005969,2019,12,duplicate_across_month_files
IND1906006436,2019,12,duplicate_across_month_files
IND1906007398,2019,12,duplicate_across_month_files
IND1906007678,2019,12,duplicate_across_month_files
IND1906007692,2019,12,duplicate_across_month_files
IND1906009471,2019,12,duplicate_across_month_files
IND1906011321,2019,12,duplicate_across_month_files
IND1906012383,2019,12,duplicate_across_month_files
IND1906012696,2019,12,duplicate_across_month_files
IND1906012854,2019,12,duplicate_across_month_files
IND1906013377,2019,12,duplicate_across_month_files
IND1906014684,2019,12,duplicate_across_month_files
IND1906016642,2019,12,duplicate_across_month_files
IND1906016696,2019,12,duplicate_across_month_files
IND1907000069,2019,12,duplicate_across_month_files
IND1907000448,2019,12,duplicate_across_month_files
IND1907002015,2019,12,duplicate_across_month_files
IND1907003267,2019,12,duplicate_across_month_files
IND1907003719,2019,12,duplicate_across_month_files
IND1907003829,2019,12,duplicate_across_month_files
IND1907004649,2019,12,duplicate_across_month_files
IND1907007234,2019,12,duplicate_across_month_files
IND1907007686,2019,12,duplicate_across_month_files
IND1907008321,2019,12,duplicate_across_month_files
IND1907008364,2019,12,duplicate_across_month_files
IND1907008408,2019,12,duplicate_across_month_files
IND1907012525,2019,12,duplicate_across_month_files
IND1907012777,2019,12,duplicate_across_month_files
IND1907014269,2019,12,duplicate_across_month_files
IND1907014804,2019,12,duplicate_across_month_files
IND1907015513,2019,12,duplicate_across_month_files
IND1907015840,2019,12,duplicate_across_month_files
IND1907016040,2019,12,duplicate_across_month_files
IND1908000226,2019,12,duplicate_across_month_files
IND1908000356,2019,12,duplicate_across_month_files
IND1908000435,2019,12,duplicate_across_month_files
IND1908000539,2019,12,duplicate_across_month_files
IND1908000865,2019,12,duplicate_across_month_files
IND1908003116,2019,12,duplicate_across_month_files
IND1908003275,2019,12,duplicate_across_month_files
IND1908003348,2019,12,duplicate_across_month_files
IND1908003915,2019,12,duplicate_across_month_files
IND1908004327,2019,12,duplicate_across_month_files
IND1908004464,2019,12,duplicate_across_month_files
IND1908004719,2019,12,duplicate_across_month_files
IND1908005843,2019,12,duplicate_across_month_files
IND1908007051,2019,12,duplicate_across_month_files
IND1908007839,2019,12,duplicate_across_month_files
IND1908010177,2019,12,duplicate_across_month_files
IND1908010446,2019,12,duplicate_across_month_files
IND1908011089,2019,12,duplicate_across_month_files
IND1908012919,2019,12,duplicate_across_month_files
IND1908013286,2019,12,duplicate_across_month_files
IND1908013844,2019,12,duplicate_across_month_files
IND1908014032,2019,12,duplicate_across_month_files
IND1908014925,2019,12,duplicate_across_month_files
IND1908015928,2019,12,duplicate_across_month_files
IND1908016065,2019,12,duplicate_across_month_files
IND1908016737,2019,12,duplicate_across_month_files
IND1908016744,2019,12,duplicate_across_month_files
IND1908016807,2019,12,duplicate_across_month_files
IND1909000480,2019,12,duplicate_across_month_files
IND1909000556,2019,12,duplicate_across_month_files
IND1909001073,2019,12,duplicate_across_month_files
IND1909001337,2019,12,duplicate_across_month_files
IND1909002754,2019,12,duplicate_across_month_files
IND1909003747,2019,12,duplicate_across_month_files
IND1909004579,2019,12,duplicate_across_month_files
IND1909006068,2019,12,duplicate_across_month_files
IND1909007420,2019,12,duplicate_across_month_files
IND1909009518,2019,12,duplicate_across_month_files
IND1909010686,2019,12,duplicate_across_month_files
IND1909012359,2019,12,duplicate_across_month_files
IND1909012403,2019,12,duplicate_across_month_files
IND1909012590,2019,12,duplicate_across_month_files
IND1909013390,2019,12,duplicate_across_month_files
IND1909013962,2019,12,duplicate_across_month_files
IND1909014469,2019,12,duplicate_across_month_files
IND1909015457,2019,12,duplicate_across_month_files
IND1909015656,2019,12,duplicate_across_month_files
IND1909015672,2019,12,duplicate_across_month_files
IND1909017033,2019,12,duplicate_across_month_files
IND1910000038,2019,12,duplicate_across_month_files
IND1910000196,2019,12,duplicate_across_month_files
IND1910000452,2019,12,duplicate_across_month_files
IND1910000602,2019,12,duplicate_across_month_files
IND1910000611,2019,12,duplicate_across_month_files
IND1910000807,2019,12,duplicate_across_month_files
IND1910001310,2019,12,duplicate_across_month_files
IND1910002178,2019,12,duplicate_across_month_files
IND1910002742,2019,12,duplicate_across_month_files
IND1910004173,2019,12,duplicate_across_month_files
IND1910004340,2019,12,duplicate_across_month_files
IND1910005930,2019,12,duplicate_across_month_files
IND1910005933,2019,12,duplicate_across_month_files
IND1910006167,2019,12,duplicate_across_month_files
IND1910008677,2019,12,duplicate_across_month_files
IND1910010059,2019,12,duplicate_across_month_files
IND1910010312,2019,12,duplicate_across_month_files
IND1910010967,2019,12,duplicate_across_month_files
IND1910011010,2019,12,duplicate_across_month_files
IND1910011898,2019,12,duplicate_across_month_files
IND1910012210,2019,12,duplicate_across_month_files
IND1910013156,2019,12,duplicate_across_month_files
IND1911000346,2019,12,duplicate_across_month_files
IND1911000916,2019,12,duplicate_across_month_files
IND1911001097,2019,12,duplicate_across_month_files
IND1911002879,2019,12,duplicate_across_month_files
IND1911004157,2019,12,duplicate_across_month_files
IND1911007902,2019,12,duplicate_across_month_files
IND1911008148,2019,12,duplicate_across_month_files
IND1911009362,2019,12,duplicate_across_month_files
IND1911010172,2019,12,duplicate_across_month_files
IND1911010634,2019,12,duplicate_across_month_files
IND1911011042,2019,12,duplicate_across_month_files
IND1911011518,2019,12,duplicate_across_month_files
IND1911012801,2019,12,duplicate_across_month_files
IND1911014142,2019,12,duplicate_across_month_files
IND1911014515,2019,12,duplicate_across_month_files
IND1911015599,2019,12,duplicate_across_month_files
IND1911016516,2019,12,duplicate_across_month_files
IND1911017093,2019,12,duplicate_across_month_files
IND1911017161,2019,12,duplicate_across_month_files
