comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202504-000018,ACC0048584,IND22018454,phone_call,inbound,15/04/2025 12:25,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,neutral,Banks watch debit-order strain as households adjust spending,,False,
COMM-202504-000019,ACC0040028,IND22006315,phone_call,inbound,25/04/2025 11:38,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,negative,Retail banks sharpen arrears analytics as payment stress persists,,False,
COMM-202504-000020,ACC0063626,IND23015137,whatsapp,inbound,25-Apr-2025 03:33,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,,,False,
COMM-202504-000021,ACC0028328,IND21002158,sms,outbound,2025-04-06T06:02:00+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,,,True,fraud_concern
COMM-202504-000022,ACC0095414,IND24023392,email,inbound,2025-04-08 07:28:52,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,,,False,
COMM-202504-000023,ACC0093211,IND24010494,app_message,inbound,2025-04-28T21:45:35+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,,,True,failed_transaction
COMM-202504-000024,ACC0003886,IND19007018,phone_call,inbound,01/04/2025 08:14,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202504-000025,ACC0012594,IND19010354,app_message,outbound,2025-04-13T06:09:36+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000026,ACC0023996,IND21007445,chatbot,inbound,2025-04-27T16:44:00+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,,,True,digital_issue
COMM-202504-000027,ACC0036089,IND21002806,whatsapp,outbound,24-Apr-2025 17:32,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000028,ACC0061769,IND23006615,chatbot,inbound,2025-04-08T18:15:57+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,,,True,digital_issue
COMM-202504-000029,ACC0102706,IND25002432,phone_call,inbound,13/04/2025 13:32,Home Loan rate increase question,"Hi there, I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.",neutral,,,False,
COMM-202504-000030,ACC0088846,IND24014090,branch_visit,inbound,14/04/2025 15:05,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,,,False,
COMM-202504-000031,ACC0079829,IND24014685,chatbot,outbound,2025-04-10T19:01:01+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000032,ACC0038779,IND22019410,phone_call,inbound,06/04/2025 10:02,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,fee_dispute
COMM-202504-000033,ACC0044648,IND22011718,whatsapp,inbound,05-Apr-2025 19:52,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,False,
COMM-202504-000034,ACC0084087,IND24020710,app_message,inbound,2025-04-13T01:53:02+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,,,True,digital_issue
COMM-202504-000035,ACC0080487,IND24004847,social_media,inbound,2025/04/17 14:59:30,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,,,False,
COMM-202504-000036,ACC0038404,IND22007027,whatsapp,outbound,07-Apr-2025 18:27,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,,,False,
COMM-202504-000037,ACC0098256,IND24015134,sms,outbound,2025-04-08T10:19:05+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000038,ACC0104406,IND25011111,app_message,inbound,2025-04-23T13:43:49+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,,,True,failed_transaction
COMM-202504-000039,ACC0094616,IND24011042,app_message,outbound,2025-04-26T19:17:18+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,,,False,
COMM-202504-000040,ACC0078168,IND23010205,phone_call,inbound,28/04/2025 08:02,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,False,
COMM-202504-000041,ACC0039660,IND22017203,email,inbound,2025-04-19 22:30:37,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202504-000042,ACC0088365,IND24015148,email,inbound,2025-04-24 07:24:18,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,neutral,Operational resilience returns to the agenda after payment interruptions,,False,
COMM-202504-000043,ACC0045949,IND22010441,phone_call,inbound,22/04/2025 10:58,Home Loan rate increase question,"Howzit, I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.",negative,Digital channels reshape banking workloads as customer growth continues,,True,fee_dispute
COMM-202504-000044,ACC0036007,IND21005850,app_message,inbound,2025-04-17T16:32:32+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,Banks watch debit-order strain as households adjust spending,,True,service_delay
COMM-202504-000045,ACC0056954,IND22005236,sms,inbound,2025-04-26T09:37:23+02:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,,,True,digital_issue
COMM-202504-000046,ACC0098400,IND24009589,branch_visit,inbound,04/04/2025 13:45,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,,,False,
COMM-202504-000047,ACC0094637,IND24004046,branch_visit,inbound,28/04/2025 15:20,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,failed_transaction
COMM-202504-000048,ACC0104693,IND25005024,whatsapp,outbound,16-Apr-2025 16:27,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000049,ACC0029421,IND21010907,sms,outbound,2025-04-03T15:39:36+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,negative,,,True,failed_transaction
COMM-202504-000050,ACC0011924,IND19013724,sms,inbound,2025-04-16T15:40:36+02:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,,,False,
COMM-202504-000051,ACC0085305,IND24019904,email,outbound,2025-04-05 20:12:35,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000052,ACC0024374,IND21000325,app_message,outbound,2025-04-19T04:01:12+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,,,False,
COMM-202504-000053,ACC0084476,IND24017641,email,outbound,2025-04-22 16:40:09,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000054,ACC0084953,IND24006818,branch_visit,inbound,16/04/2025 13:30,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,,,True,incorrect_charge
COMM-202504-000055,ACC0041318,IND22018065,phone_call,inbound,12/04/2025 15:23,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,incorrect_charge
COMM-202504-000056,ACC0002663,IND19014006,branch_visit,inbound,02/04/2025 12:45,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,positive,,,False,
COMM-202504-000057,ACC0047354,IND22002838,whatsapp,inbound,16-Apr-2025 08:46,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,service_delay
COMM-202504-000058,ACC0033838,IND21011913,whatsapp,inbound,16-Apr-2025 06:35,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,False,
COMM-202504-000059,ACC0062993,IND23003787,app_message,inbound,2025-04-24T14:01:38+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,,,False,
COMM-202504-000060,ACC0013114,IND19009737,app_message,outbound,2025-04-13T19:08:28+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000061,ACC0006731,IND19013531,app_message,inbound,2025-04-30T11:44:25+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,neutral,Banks watch debit-order strain as households adjust spending,,False,
COMM-202504-000062,ACC0040825,IND22003351,phone_call,inbound,19/04/2025 08:31,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,False,
COMM-202504-000063,ACC0004563,IND19000327,phone_call,inbound,05/04/2025 15:09,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202504-000064,ACC0065022,IND23000630,whatsapp,inbound,16-Apr-2025 16:01,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202504-000065,ACC0028972,IND21010877,chatbot,inbound,2025-04-03T14:13:44+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202504-000066,ACC0048270,IND22005662,app_message,inbound,2025-04-21T07:42:42+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,,,True,service_delay
COMM-202504-000067,ACC0070041,IND23002332,whatsapp,inbound,18-Apr-2025 13:22,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,,,False,
COMM-202504-000068,ACC0090049,IND24011779,whatsapp,inbound,28-Apr-2025 19:20,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,statement_error
COMM-202504-000069,ACC0051720,IND22021536,app_message,inbound,2025-04-12T10:07:45+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202504-000070,ACC0043863,IND22015441,phone_call,inbound,27/04/2025 18:32,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",positive,,,False,
COMM-202504-000071,ACC0030090,IND21009371,app_message,outbound,2025-04-20T10:48:08+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,Banks watch debit-order strain as households adjust spending,,False,
COMM-202504-000072,ACC0076821,IND23013712,social_media,inbound,2025/04/27 14:35:26,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,True,failed_transaction
COMM-202504-000073,ACC0100605,IND25002554,whatsapp,inbound,30-Apr-2025 15:25,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202504-000074,ACC0091054,IND24009297,phone_call,inbound,24/04/2025 18:21,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,Banking analytics agenda: five signals to watch this month,,True,service_delay
COMM-202504-000075,ACC0015791,IND19003553,phone_call,inbound,18/04/2025 15:32,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,,,True,fee_dispute
COMM-202504-000076,ACC0043127,IND22014993,whatsapp,outbound,11-Apr-2025 14:40,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000077,ACC0033676,IND21006808,branch_visit,inbound,12/04/2025 10:30,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,positive,Banks watch debit-order strain as households adjust spending,,False,
COMM-202504-000078,ACC0093207,IND24011918,chatbot,inbound,2025-04-30T19:31:04+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,positive,Operational resilience returns to the agenda after payment interruptions,,False,
COMM-202504-000079,ACC0025144,IND21014019,chatbot,inbound,2025-04-03T12:26:59+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,neutral,,,False,
COMM-202504-000080,ACC0057274,IND22001857,whatsapp,inbound,03-Apr-2025 19:34,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,failed_transaction
COMM-202504-000081,ACC0064041,IND23006250,app_message,outbound,2025-04-10T17:37:15+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,,,False,
COMM-202504-000082,ACC0105038,IND25004054,branch_visit,inbound,10/04/2025 11:10,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,positive,,,False,
COMM-202504-000083,ACC0062468,IND23022695,sms,outbound,2025-04-02T13:11:00+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,positive,,,False,
COMM-202504-000084,ACC0025709,IND21002402,phone_call,inbound,04/04/2025 12:57,Why did my debit order fail?,"Howzit, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,incorrect_charge
COMM-202504-000085,ACC0045170,IND22011979,phone_call,inbound,11/04/2025 15:49,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",positive,,,False,
COMM-202504-000086,ACC0065441,IND23009988,chatbot,outbound,2025-04-20T09:48:41+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000087,ACC0048691,IND22019466,whatsapp,inbound,21-Apr-2025 11:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,service_delay
COMM-202504-000088,ACC0046132,IND22004240,sms,outbound,2025-04-18T13:46:37+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,,,False,
COMM-202504-000089,ACC0021902,IND21003603,sms,outbound,2025-04-07T08:26:06+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000090,ACC0079375,IND24010478,branch_visit,inbound,23/04/2025 14:30,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,neutral,Operational resilience returns to the agenda after payment interruptions,,False,
COMM-202504-000091,ACC0052892,IND22006660,chatbot,inbound,2025-04-23T09:55:56+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,,,True,service_delay
COMM-202504-000092,ACC0093885,IND24021730,phone_call,inbound,20/04/2025 10:36,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,fraud_concern
COMM-202504-000093,ACC0028440,IND21002262,branch_visit,inbound,10/04/2025 10:10,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,neutral,,,False,
COMM-202504-000094,ACC0064314,IND23007209,phone_call,inbound,05/04/2025 18:23,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
COMM-202504-000095,ACC0101682,IND25011621,email,inbound,2025-04-08 09:42:35,Suggestion for bank app,I have feedback on the app experience and would like the product team to review it.,neutral,,,False,
COMM-202504-000096,ACC0053511,IND22019994,branch_visit,inbound,28/04/2025 14:45,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,,,False,
COMM-202504-000097,ACC0102790,IND25012075,whatsapp,inbound,06-Apr-2025 08:36,Reset password,I need help resetting my password and confirming that my profile has not been locked.,positive,,,False,
COMM-202504-000098,ACC0052514,IND22014877,phone_call,inbound,07/04/2025 10:42,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,failed_transaction
COMM-202504-000099,ACC0105482,IND25012111,email,inbound,2025-04-02 09:35:48,Account enquiry,Please assist with my banking enquiry.,neutral,,,False,
COMM-202504-000100,ACC0053326,IND22018157,whatsapp,inbound,10-Apr-2025 09:46,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,digital_issue
COMM-202504-000101,ACC0009164,IND19003896,chatbot,inbound,2025-04-14T17:09:50+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,neutral,,,False,
COMM-202504-000102,ACC0050471,IND22005758,branch_visit,inbound,18/04/2025 10:20,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,,,True,statement_error
COMM-202504-000103,ACC0055407,IND22021695,phone_call,inbound,25/04/2025 15:45,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,positive,,,False,
COMM-202504-000104,ACC0030605,IND21003623,branch_visit,inbound,08/04/2025 08:05,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,positive,,,False,
COMM-202504-000105,ACC0082674,IND24013534,app_message,inbound,2025-04-18T16:11:27+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,negative,,,False,
COMM-202504-000106,ACC0077545,IND23016565,whatsapp,inbound,28-Apr-2025 18:18,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,service_delay
COMM-202504-000107,ACC0056982,IND22007445,app_message,inbound,2025-04-14T15:27:30+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,neutral,,,False,
COMM-202504-000108,ACC0063359,IND23019175,branch_visit,inbound,04/04/2025 10:10,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,,,False,
COMM-202504-000109,ACC0042599,IND22003282,phone_call,inbound,06/04/2025 17:42,Card blocked at ATM,"Howzit, My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.",negative,,,True,fee_dispute
COMM-202504-000110,ACC0085501,COM24000305,sms,outbound,2025-04-08T18:04:39+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,,True,incorrect_charge
COMM-202504-000111,ACC0040275,IND22023896,chatbot,inbound,2025-04-13T18:31:50+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,,,False,
COMM-202504-000112,ACC0044711,IND22004798,whatsapp,outbound,09-Apr-2025 07:52,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000113,ACC0085789,IND24010083,chatbot,inbound,2025-04-13T11:53:55+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,,,False,
COMM-202504-000114,ACC0089692,IND24000933,whatsapp,inbound,12-Apr-2025 14:23,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202504-000115,ACC0031505,IND21000441,social_media,inbound,2025/04/23 16:05:55,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,negative,,,True,digital_issue
COMM-202504-000116,ACC0054877,IND22010873,email,outbound,2025-04-04 06:25:17,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202504-000117,ACC0066999,COM23000076,chatbot,inbound,2025-04-15T14:27:48+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202504-000118,ACC0038393,IND22013586,branch_visit,inbound,14/04/2025 12:30,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,,,False,
COMM-202504-000119,ACC0055823,IND22015746,chatbot,outbound,2025-04-23T11:02:54+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,Operational resilience returns to the agenda after payment interruptions,,False,
COMM-202504-000120,ACC0030672,IND21002742,email,inbound,2025-04-29 06:23:36,Suggestion for bank app,I have feedback on the app experience and would like the product team to review it.,neutral,,,False,
COMM-202504-000121,ACC0097889,IND24015742,app_message,outbound,2025-04-14T16:57:46+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,,,False,
COMM-202504-000122,ACC0077927,IND23013176,app_message,inbound,2025-04-05T18:39:39+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,negative,,,True,service_delay
COMM-202504-000123,ACC0031286,IND21009085,chatbot,inbound,2025-04-21T18:57:53+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge
COMM-202504-000124,ACC0040477,IND22004908,chatbot,inbound,2025-04-02T17:51:31+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,neutral,,,False,
COMM-202504-000125,ACC0028894,IND21009043,phone_call,inbound,27/04/2025 12:58,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,,,False,
COMM-202504-000126,ACC0058169,IND23010447,branch_visit,inbound,06/04/2025 15:20,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,fraud_concern
COMM-202504-000127,ACC0079095,IND23012689,email,inbound,2025-04-09 11:41:58,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,,,False,
COMM-202504-000128,ACC0022201,IND21010363,chatbot,inbound,2025-04-27T22:38:58+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,fee_dispute
COMM-202504-000129,ACC0065590,IND23003673,branch_visit,inbound,27/04/2025 09:05,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,positive,Banking analytics agenda: five signals to watch this month,,False,
