statement_transaction_id,account_id,customer_id,bank_name,statement_date,posted_date,statement_description,bank_reference,statement_amount,source_transaction_id,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date
BST-ACC0021148-000061,ACC0021148,IND20003872,Keystone Retail Bank,2020-12-28 06:26:54,2020-12-28,Internal transfer - Salary Payment,202012653840824,-17030.4,MTX202012000000038,transactional,False,,0,
BST-ACC0021148-000062,ACC0021148,IND20003872,Keystone Retail Bank,2020-12-28 07:32:25,2020-12-28,Fuel via online banking,202012397052693,-932.18,MTX202012000000267,transactional,False,,0,
BST-ACC0021148-000063,ACC0021148,IND20003872,Keystone Retail Bank,2020-12-28 13:51:22,2020-12-28,Restaurants via mobile banking app,202012678910796,-425.07,MTX202012000000268,transactional,False,,0,
BST-ACC0021148-000064,ACC0021148,IND20003872,Keystone Retail Bank,2020-12-28 19:56:43,2020-12-28,Groceries via online_banking,202012775717631,-356.71,MTX202012000000269,transactional,False,,0,
BST-ACC0021148-000065,ACC0021148,IND20003872,Keystone Retail Bank,2020-12-30 07:22:02,2020-12-30,Groceries via pos,202012142321992,-496.0,MTX202012000000271,transactional,False,,0,
BST-ACC0021148-000066,ACC0021148,IND20003872,Keystone Retail Bank,2020-12-31 02:56:23,2020-12-31,Clothing via mobile banking app,202012406066669,-687.09,MTX202012000000272,transactional,False,,0,
BST-ACC0021148-000068,ACC0021148,IND20003872,Keystone Retail Bank,2021-01-25 11:30:00,2021-01-25,Cash Deposit Fee,FEE-202101-27084,-5.83,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0021148-000069,ACC0021148,IND20003872,Keystone Retail Bank,2021-02-25 11:32:00,2021-02-25,Service Fee,FEE-202102-97198,-13.95,,service_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000001,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-01 06:17:52,2020-12-01,Alcohol via mobile banking app,202012827062435,-202.66,MTX202012000000273,transactional,False,,0,
BST-ACC0021149-000002,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-01 18:31:57,2020-12-01,Restaurants via mobile_banking_app,202012650970627,-498.86,MTX202012000000274,transactional,False,,0,
BST-ACC0021149-000003,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-01 22:15:45,2020-12-01,Airtime via mobile_banking_app,202012101992297,-133.3,MTX202012000000275,transactional,False,,0,
BST-ACC0021149-000004,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-02 06:08:10,2020-12-02,Restaurants via mobile_banking_app,202012618082814,-260.37,MTX202012000000276,transactional,False,,0,
BST-ACC0021149-000005,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-03 05:05:08,2020-12-03,Groceries via mobile_banking_app,202012439463127,-786.26,MTX202012000000277,transactional,False,,0,
BST-ACC0021149-000006,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-03 06:31:43,2020-12-03,Transport via mobile banking app,202012844283072,-69.12,MTX202012000000278,transactional,False,,0,
BST-ACC0021149-000007,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-03 06:41:51,2020-12-03,Fuel via contactless,202012513941178,-354.05,MTX202012000000279,transactional,False,,0,
BST-ACC0021149-000008,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-03 12:49:46,2020-12-03,Restaurants via contactless,202012163496217,-238.83,MTX202012000000280,transactional,False,,0,
BST-ACC0021149-000009,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-04 07:30:15,2020-12-04,Transport via pos,202012921344028,-28.02,MTX202012000000281,transactional,False,,0,
BST-ACC0021149-000010,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-04 10:51:48,2020-12-04,Transfer via mobile_banking_app,202012833446471,-195.96,MTX202012000000282,transactional,False,,0,
BST-ACC0021149-000011,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-04 19:58:11,2020-12-04,Groceries via contactless,202012632991866,-488.02,MTX202012000000283,transactional,False,,0,
BST-ACC0021149-000012,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-06 18:20:22,2020-12-06,Restaurants via mobile banking app,202012683432981,-102.96,MTX202012000000284,transactional,False,,0,
BST-ACC0021149-000013,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-07 06:33:33,2020-12-07,Fuel via pos,202012935544774,-616.29,MTX202012000000285,transactional,False,,0,
BST-ACC0021149-000014,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-07 10:50:39,2020-12-07,Airtime via mobile_banking_app,202012147649951,-36.28,MTX202012000000286,transactional,False,,0,
BST-ACC0021149-000015,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-07 19:47:59,2020-12-07,Alcohol via pos,202012196570833,-99.55,MTX202012000000287,transactional,False,,0,
BST-ACC0021149-000016,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-07 22:20:51,2020-12-07,Transfer via mobile banking app,202012694194639,1282.14,MTX202012000000288,transactional,False,,0,
BST-ACC0021149-000017,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-08 05:25:53,2020-12-08,Transport via mobile_banking_app,202012128172369,-98.43,MTX202012000000289,transactional,False,,0,
BST-ACC0021149-000018,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-08 18:31:15,2020-12-08,Restaurants via pos,202012724881802,-338.27,MTX202012000000290,transactional,False,,0,
BST-ACC0021149-000019,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-09 12:35:42,2020-12-09,Restaurants via pos,202012192759555,-62.36,MTX202012000000291,transactional,False,,0,
BST-ACC0021149-000020,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-09 18:30:29,2020-12-09,Retail via online banking,202012631040804,-727.36,MTX202012000000292,transactional,False,,0,
BST-ACC0021149-000021,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-10 05:18:17,2020-12-10,Groceries via mobile banking app,202012933080689,-508.1,MTX202012000000293,transactional,False,,0,
BST-ACC0021149-000022,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-10 12:39:37,2020-12-10,Retail via pos,202012760528489,-967.18,MTX202012000000295,transactional,False,,0,
BST-ACC0021149-000023,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-10 12:49:38,2020-12-10,Retail via contactless,202012323057013,-24.79,MTX202012000000294,transactional,False,,0,
BST-ACC0021149-000024,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-10 19:45:44,2020-12-10,Retail via mobile banking app,202012119586011,-421.12,MTX202012000000296,transactional,False,,0,
BST-ACC0021149-000025,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-11 06:23:59,2020-12-11,Restaurants via mobile banking app,202012235418717,-300.19,MTX202012000000297,transactional,False,,0,
BST-ACC0021149-000026,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-11 19:57:41,2020-12-11,Retail via mobile banking app,202012926191909,-128.17,MTX202012000000298,transactional,False,,0,
BST-ACC0021149-000027,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-11 20:01:01,2020-12-11,Retail via mobile banking app,202012926191909,-128.17,MTX202012000000298-DUP,transactional,False,,0,
BST-ACC0021149-000028,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-14 05:57:35,2020-12-14,Clothing via mobile banking app,202012129937681,-250.42,MTX202012000000299,transactional,False,,0,
BST-ACC0021149-000029,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-14 10:12:08,2020-12-14,Airtime via mobile banking app,202012119931455,-64.11,MTX202012000000300,transactional,False,,0,
BST-ACC0021149-000030,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-14 12:50:58,2020-12-14,Retail via contactless,202012801387388,-494.87,MTX202012000000301,transactional,False,,0,
BST-ACC0021149-000031,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-14 20:31:08,2020-12-14,Retail via contactless,202012184999537,-383.99,MTX202012000000302,transactional,False,,0,
BST-ACC0021149-000032,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-15 19:40:56,2020-12-15,Alcohol via mobile banking app,202012750532996,-10.95,MTX202012000000303,transactional,False,,0,
BST-ACC0021149-000033,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-16 07:30:03,2020-12-16,Transport via mobile banking app,202012833938100,-108.32,MTX202012000000305,transactional,False,,0,
BST-ACC0021149-000034,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-16 07:45:06,2020-12-16,Groceries via contactless,202012735123904,-347.0,MTX202012000000304,transactional,False,,0,
BST-ACC0021149-000035,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-17 05:35:13,2020-12-17,Airtime via mobile banking app,202012586405379,-79.53,MTX202012000000306,transactional,False,,0,
BST-ACC0021149-000036,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-17 19:18:15,2020-12-17,Retail via mobile_banking_app,202012540697152,-543.98,MTX202012000000307,transactional,False,,0,
BST-ACC0021149-000037,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-18 07:00:23,2020-12-18,Groceries via pos,202012591099514,-468.22,MTX202012000000308,transactional,False,,0,
BST-ACC0021149-000038,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-19 10:39:23,2020-12-19,Fuel via contactless,202012911516805,-484.2,MTX202012000000309,transactional,False,,0,
BST-ACC0021149-000039,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-19 12:38:48,2020-12-19,Retail via mobile banking app,202012735233138,-628.15,MTX202012000000310,transactional,False,,0,
BST-ACC0021149-000040,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-19 15:06:19,2020-12-19,Retail via ewallet,202012851674490,-443.54,MTX202012000000312,transactional,False,,0,
BST-ACC0021149-000041,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-19 16:14:43,2020-12-19,Restaurants via contactless,202012772336025,-429.24,MTX202012000000311,transactional,False,,0,
BST-ACC0021149-000042,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-20 10:25:58,2020-12-20,Restaurants via mobile banking app,202012907314223,-367.05,MTX202012000000313,transactional,False,,0,
BST-ACC0021149-000043,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-20 16:38:48,2020-12-20,Alcohol via mobile banking app,202012167370829,-723.51,MTX202012000000314,transactional,False,,0,
BST-ACC0021149-000044,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-21 05:46:55,2020-12-21,Restaurants via mobile banking app,202012707723376,-368.25,MTX202012000000315,transactional,False,,0,
BST-ACC0021149-000045,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-21 18:03:34,2020-12-21,Groceries via atm,202012183485261,-304.65,MTX202012000000316,transactional,False,,0,
BST-ACC0021149-000046,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-22 05:41:01,2020-12-22,Clothing via mobile banking app,202012761623943,-386.67,MTX202012000000317,transactional,False,,0,
BST-ACC0021149-000047,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-23 13:06:46,2020-12-23,Retail via atm,202012726602318,-930.62,MTX202012000000318,transactional,False,,0,
BST-ACC0021149-000048,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-23 19:13:36,2020-12-23,Retail via pos,202012112948453,-513.53,MTX202012000000319,transactional,False,,0,
BST-ACC0021149-000049,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-23 19:34:01,2020-12-23,Alcohol via pos,202012203078815,-142.48,MTX202012000000320,transactional,False,,0,
BST-ACC0021149-000050,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-24 07:40:29,2020-12-24,Groceries via pos,202012820767429,-348.27,MTX202012000000321,transactional,False,,0,
BST-ACC0021149-000062,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-25 16:23:00,2020-12-25,Withholding_Tax,FEE-202012-76481,-40.51,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000051,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-26 17:35:56,2020-12-26,Restaurants via contactless,202012262391316,-342.74,MTX202012000000322,transactional,False,,0,
BST-ACC0021149-000052,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-28 20:25:21,2020-12-28,Groceries via contactless,202012170303235,-397.15,MTX202012000000324,transactional,False,,0,
BST-ACC0021149-000053,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-29 06:53:36,2020-12-29,Fuel via contactless,202012644372820,-441.62,MTX202012000000325,transactional,False,,0,
BST-ACC0021149-000054,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-29 09:49:13,2020-12-29,Airtime via mobile_banking_app,202012976149830,-87.93,MTX202012000000326,transactional,False,,0,
BST-ACC0021149-000055,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-29 12:42:54,2020-12-29,Retail via contactless,202012729508314,-355.94,MTX202012000000327,transactional,False,,0,
BST-ACC0021149-000056,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-30 05:41:59,2020-12-30,Alcohol via mobile banking app,202012479618833,-362.29,MTX202012000000328,transactional,False,,0,
BST-ACC0021149-000057,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-30 13:25:02,2020-12-30,Retail via contactless,202012330098338,-351.38,MTX202012000000329,transactional,False,,0,
BST-ACC0021149-000058,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-30 22:39:22,2020-12-30,Transfer via online banking,202012270099763,-10.95,MTX202012000000330,transactional,False,,0,
BST-ACC0021149-000059,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-30 22:44:13,2020-12-30,Transfer via mobile banking app,202012937463129,-716.22,MTX202012000000331,transactional,False,,0,
BST-ACC0021149-000060,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-31 05:30:54,2020-12-31,Clothing via mobile banking app,202012944222759,-187.24,MTX202012000000332,transactional,False,,0,
BST-ACC0021149-000061,ACC0021149,IND20000159,Keystone Retail Bank,2020-12-31 08:59:15,2020-12-31,Airtime via online banking,202012743492248,-69.08,MTX202012000000333,transactional,False,,0,
BST-ACC0021149-000063,ACC0021149,IND20000159,Keystone Retail Bank,2021-01-25 11:13:00,2021-01-25,Interest Income,FEE-202101-68540,3.67,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000064,ACC0021149,IND20000159,Keystone Retail Bank,2021-01-25 11:13:00,2021-01-25,Withholding_Tax,FEE-202101-83359,-1.27,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000065,ACC0021149,IND20000159,Keystone Retail Bank,2021-02-25 13:01:00,2021-02-25,Bank Charge,FEE-202102-57655,-96.62,,bank_charge,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000066,ACC0021149,IND20000159,Keystone Retail Bank,2021-02-25 13:01:00,2021-02-25,Withholding_Tax,FEE-202102-44408,-11.28,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000067,ACC0021149,IND20000159,Keystone Retail Bank,2021-03-25 08:12:00,2021-03-25,Interest Income,FEE-202103-30432,2.67,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000068,ACC0021149,IND20000159,Keystone Retail Bank,2021-03-25 08:12:00,2021-03-25,Withholding Tax,FEE-202103-96778,-2.99,,withholding_tax,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000069,ACC0021149,IND20000159,Keystone Retail Bank,2021-04-25 13:04:00,2021-04-25,Interest_Income,FEE-202104-23994,3.1,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000070,ACC0021149,IND20000159,Keystone Retail Bank,2021-04-25 13:04:00,2021-04-25,Service Fee,FEE-202104-88508,-92.58,,service_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0021149-000071,ACC0021149,IND20000159,Keystone Retail Bank,2021-04-25 13:04:00,2021-04-25,Bank_Charge,FEE-202104-12430,-158.01,,bank_charge,True,bank_generated_non_transactional_entry,0,
