month,account_id,customer_id,transaction_count,total_debits,total_credits,net_movement,avg_transaction_amount,failed_count,fraud_count
2020-12,ACC0021211,IND20001649,72,52336.78,2216.7,-50120.08,757.69,0,0
2020-12,ACC0021213,IND20000088,88,39902.22,5770.68,-34131.54,519.01,0,0
2020-12,ACC0021214,IND20002509,45,8563.73,0.0,-8563.73,190.31,1,1
2020-12,ACC0021215,IND20000421,40,30643.71,0.0,-30643.71,766.09,1,0
2020-12,ACC0021216,IND20001716,72,48438.02,791.79,-47646.23,683.75,0,1
2020-12,ACC0021217,IND20002239,67,23312.59,1077.63,-22234.96,364.03,1,0
2020-12,ACC0021218,IND20002566,63,21840.36,0.0,-21840.36,346.67,1,0
2020-12,ACC0021219,IND20004012,38,17872.62,0.0,-17872.62,470.33,2,0
2020-12,ACC0021220,IND20003832,74,37165.6,2858.59,-34307.01,540.87,1,0
2020-12,ACC0021221,IND20000314,71,23820.12,308.72,-23511.4,339.84,0,0
2020-12,ACC0021222,IND20000289,79,48909.1,3054.86,-45854.24,657.77,1,0
2020-12,ACC0021223,IND20003731,50,20812.25,0.0,-20812.25,416.24,0,0
2020-12,ACC0021224,IND20001243,72,30487.54,0.0,-30487.54,423.44,1,0
2020-12,ACC0021226,IND20002049,71,37645.91,0.0,-37645.91,528.31,1,0
2020-12,ACC0021227,IND20000633,68,18007.58,0.0,-18007.58,264.82,1,0
2020-12,ACC0021228,IND20000804,61,15086.65,0.0,-15086.65,247.32,0,0
2020-12,ACC0021230,IND20000203,48,9947.47,0.0,-9947.47,207.24,1,1
2020-12,ACC0021231,IND20000802,42,17543.89,0.0,-17543.89,417.71,0,0
2020-12,ACC0021232,IND20002170,70,22467.39,1610.91,-20856.48,343.98,0,0
2020-12,ACC0021233,IND20000189,90,41073.06,6133.55,-34939.51,524.52,2,0
2020-12,ACC0021234,IND20002448,78,35475.35,1092.3,-34383.05,468.82,0,0
2020-12,ACC0021235,IND20000235,78,29716.74,206.44,-29510.3,383.63,1,0
2020-12,ACC0021236,IND20001953,91,49593.69,69317.9,19724.21,1306.72,3,0
2020-12,ACC0021237,IND20000519,82,42811.18,1390.13,-41421.05,539.04,2,0
2020-12,ACC0021239,IND20002330,80,38761.27,6813.96,-31947.31,569.69,0,0
2020-12,ACC0021240,IND20003486,70,22958.2,4848.45,-18109.75,397.24,1,0
2020-12,ACC0021241,IND20002573,65,38394.99,2648.36,-35746.63,631.44,0,0
2020-12,ACC0021242,IND20001543,43,13787.97,0.0,-13787.97,320.65,0,0
2020-12,ACC0021243,IND20001282,74,26807.54,0.0,-26807.54,362.26,0,0
2020-12,ACC0021244,IND20001484,60,12916.02,1217.73,-11698.29,235.56,0,0
2020-12,ACC0021245,IND20002543,73,27244.6,0.0,-27244.6,373.21,0,1
2020-12,ACC0021246,IND20003532,69,49104.62,0.0,-49104.62,711.66,0,0
2020-12,ACC0021248,IND20003039,101,62035.48,2633.44,-59402.04,640.29,1,0
2020-12,ACC0021250,IND20000246,49,17148.22,0.0,-17148.22,349.96,0,0
2020-12,ACC0021251,IND20000355,83,34200.86,3156.71,-31044.15,450.09,0,0
2020-12,ACC0021252,IND20001320,61,86822.51,0.0,-86822.51,1423.32,1,0
2020-12,ACC0021253,IND20001047,64,11327.48,0.0,-11327.48,176.99,0,0
2020-12,ACC0021254,IND20000878,75,37691.52,0.0,-37691.52,502.55,3,0
2020-12,ACC0021255,IND20002460,76,31149.13,484.08,-30665.05,416.23,0,0
2020-12,ACC0021256,IND20000254,68,15235.56,747.35,-14488.21,235.04,0,0
2020-12,ACC0021257,IND20001471,74,15615.0,1726.26,-13888.74,234.34,1,0
2020-12,ACC0021258,IND20001449,69,56482.62,9138.29,-47344.33,951.03,1,0
2020-12,ACC0021259,IND20000257,57,26689.85,3861.72,-22828.13,535.99,0,0
2020-12,ACC0021260,IND20002025,67,16942.35,0.0,-16942.35,252.87,2,1
2020-12,ACC0021261,IND20000247,56,10439.71,0.0,-10439.71,186.42,2,0
2020-12,ACC0021263,IND20002831,77,31945.45,1347.64,-30597.81,432.38,1,0
2020-12,ACC0021264,IND20000155,59,14978.71,43.17,-14935.54,254.61,1,0
2020-12,ACC0021265,IND20000761,67,16678.19,296.59,-16381.6,253.35,2,0
2020-12,ACC0021266,IND20001522,76,31460.11,1516.15,-29943.96,433.9,1,1
2020-12,ACC0021267,IND20001148,53,14200.59,0.0,-14200.59,267.94,0,0
2020-12,ACC0021268,IND20003360,80,29838.99,3043.6,-26795.39,411.03,0,1
2020-12,ACC0021269,IND20000456,69,25990.11,0.0,-25990.11,376.67,1,1
2020-12,ACC0021270,IND20001095,79,18082.99,3534.67,-14548.32,273.64,0,0
2020-12,ACC0021271,IND20002673,84,36910.82,0.0,-36910.82,439.41,0,1
2020-12,ACC0021272,IND20002899,77,40193.66,1004.08,-39189.58,535.04,0,0
2020-12,ACC0021273,IND20000371,68,28621.89,0.0,-28621.89,420.91,2,1
2020-12,ACC0021274,IND20000629,74,39054.55,801.01,-38253.54,538.59,3,0
2020-12,ACC0021275,IND20002382,85,139977.77,1278.28,-138699.49,1661.84,1,0
2020-12,ACC0021277,IND20001662,87,45007.74,1640.26,-43367.48,536.18,2,3
2020-12,ACC0021278,IND20003236,75,17998.5,0.0,-17998.5,239.98,1,0
2020-12,ACC0021279,IND20002894,58,26933.05,905.57,-26027.48,479.98,2,1
2020-12,ACC0021280,IND20003053,70,16788.1,1420.12,-15367.98,260.12,0,0
2020-12,ACC0021282,IND20002526,69,21111.88,856.86,-20255.02,318.39,1,0
2020-12,ACC0021283,IND20003753,65,20914.45,0.0,-20914.45,321.76,0,1
2020-12,ACC0021284,IND20003512,75,15871.69,0.0,-15871.69,211.62,0,0
2020-12,ACC0021285,IND20001527,58,11986.27,0.0,-11986.27,206.66,0,0
2020-12,ACC0021287,IND20000231,62,13355.07,0.0,-13355.07,215.4,0,0
2020-12,ACC0021288,IND20003193,64,12986.47,0.0,-12986.47,202.91,0,1
2020-12,ACC0021289,IND20000793,76,30748.88,1778.23,-28970.65,427.99,2,0
2020-12,ACC0021290,IND20003843,66,17324.25,0.0,-17324.25,262.49,0,0
2020-12,ACC0021291,IND20003147,78,24769.4,2564.19,-22205.21,350.43,1,0
2020-12,ACC0021292,IND20003382,82,35851.37,1078.34,-34773.03,450.36,2,1
2020-12,ACC0021293,IND20001521,72,16164.85,0.0,-16164.85,224.51,0,1
2020-12,ACC0021294,IND20003663,72,21773.42,4867.76,-16905.66,370.02,0,0
2020-12,ACC0021295,IND20000133,83,27322.21,2459.28,-24862.93,358.81,1,0
2020-12,ACC0021296,IND20003624,86,40060.75,3818.95,-36241.8,510.23,0,1
2020-12,ACC0021297,IND20001216,82,26313.59,0.0,-26313.59,320.9,0,0
2020-12,ACC0021298,IND20001660,63,13783.04,259.14,-13523.9,222.89,1,0
2020-12,ACC0021300,IND20001529,68,18199.27,1881.01,-16318.26,257.81,3,1
2020-12,ACC0021301,IND20000432,74,18844.64,0.0,-18844.64,254.66,1,2
2020-12,ACC0021302,IND20001272,73,35671.03,497.39,-35173.64,495.46,0,0
2020-12,ACC0021303,IND20003139,90,56822.95,2329.48,-54493.47,657.25,1,0
2020-12,ACC0021304,IND20002114,59,16375.84,0.0,-16375.84,277.56,1,0
2020-12,ACC0021305,IND20001802,91,32665.44,3459.86,-29205.58,396.98,1,0
2020-12,ACC0021306,IND20001885,59,21000.12,1231.74,-19768.38,376.81,1,0
2020-12,ACC0021307,IND20001673,70,14262.97,0.0,-14262.97,203.76,2,1
2020-12,ACC0021308,IND20001555,78,43735.85,2703.7,-41032.15,595.38,0,0
2020-12,ACC0021309,IND20003261,73,28500.92,1181.58,-27319.34,406.61,2,0
2020-12,ACC0021310,IND20000659,58,20981.18,0.0,-20981.18,361.74,0,0
2020-12,ACC0021311,IND20003967,48,17449.17,0.0,-17449.17,363.52,1,0
2020-12,ACC0021312,IND20003873,77,62467.53,2266.59,-60200.94,840.7,2,0
2020-12,ACC0021313,IND20000711,71,17935.34,4009.79,-13925.55,309.09,1,0
2020-12,ACC0021314,IND20002701,90,35554.77,1254.66,-34300.11,408.99,1,1
2020-12,ACC0021315,IND20002846,71,22130.35,437.3,-21693.05,317.85,0,1
2020-12,ACC0021317,IND20001292,62,42308.32,4576.0,-37732.32,756.2,0,0
2020-12,ACC0021319,IND20003303,76,35437.54,0.0,-35437.54,466.28,0,2
2020-12,ACC0021320,IND20003616,70,39751.82,0.0,-39751.82,546.3,0,1
2020-12,ACC0021321,IND20003222,78,27394.55,0.0,-27394.55,351.21,0,0
2020-12,ACC0021322,IND20002578,71,14162.15,0.0,-14162.15,199.47,2,2
2020-12,ACC0021323,IND20003596,74,36213.82,5403.6,-30810.22,562.4,0,1
2020-12,ACC0021324,IND20004006,42,17041.47,1138.86,-15902.61,432.86,0,1
2020-12,ACC0021325,IND20002682,73,46130.59,1258.21,-44872.38,649.16,0,0
2020-12,ACC0021326,IND20002058,70,42173.4,0.0,-42173.4,602.48,2,0
2020-12,ACC0021327,IND20003175,70,28282.77,0.0,-28282.77,404.04,1,0
2020-12,ACC0021328,IND20002700,62,14204.89,958.15,-13246.74,244.57,0,0
2020-12,ACC0021329,IND20000236,83,33707.59,4401.36,-29306.23,459.14,0,1
2020-12,ACC0021330,IND20001496,63,25424.61,477.75,-24946.86,411.15,2,1
2020-12,ACC0021331,IND20003641,64,18092.0,0.0,-18092.0,282.69,0,0
2020-12,ACC0021332,IND20001396,86,47529.59,1991.43,-45538.16,575.83,1,0
2020-12,ACC0021334,IND20002992,67,18141.7,893.11,-17248.59,284.1,1,0
2020-12,ACC0021335,IND20000889,69,57736.84,550.69,-57186.15,844.75,1,0
2020-12,ACC0021336,IND20002191,65,25911.52,0.0,-25911.52,398.64,0,0
2020-12,ACC0021338,IND20003938,48,23854.84,0.0,-23854.84,496.98,0,1
2020-12,ACC0021340,IND20001795,81,30838.91,744.4,-30094.51,389.92,1,0
2020-12,ACC0021341,IND20002738,74,26841.89,0.0,-26841.89,362.73,2,0
2020-12,ACC0021342,IND20002891,76,29110.08,3345.65,-25764.43,427.05,1,0
2020-12,ACC0021344,IND20000250,71,62408.01,446.25,-61961.76,885.27,3,2
2020-12,ACC0021345,IND20002607,82,70949.65,2630.98,-68318.67,897.32,1,1
2020-12,ACC0021346,IND20001759,98,47584.9,759.82,-46825.08,493.31,1,0
2020-12,ACC0021347,IND20000728,70,34987.82,0.0,-34987.82,499.83,1,0
2020-12,ACC0021348,IND20000759,68,30777.25,807.16,-29970.09,464.48,0,0
2020-12,ACC0021349,IND20003374,67,16298.11,0.0,-16298.11,243.26,2,0
2020-12,ACC0021350,IND20002544,60,9668.58,0.0,-9668.58,155.33,0,0
2020-12,ACC0021351,IND20000512,80,66705.75,1097.26,-65608.49,847.54,1,0
2020-12,ACC0021352,IND20002687,55,21271.65,2013.54,-19258.11,423.37,1,0
2020-12,ACC0021353,IND20003072,93,53376.6,691.92,-52684.68,581.38,1,1
2020-12,ACC0021354,IND20001298,58,18548.61,0.0,-18548.61,319.8,1,0
2020-12,ACC0021355,IND20003765,65,30323.25,1012.56,-29310.69,482.09,0,0
2020-12,ACC0021356,IND20002867,65,12686.93,2041.82,-10645.11,226.6,0,0
2020-12,ACC0021357,IND20003365,53,11563.85,0.0,-11563.85,218.19,0,0
2020-12,ACC0021358,IND20001459,65,18163.68,0.0,-18163.68,279.44,2,0
2020-12,ACC0021359,IND20002285,86,63946.07,0.0,-63946.07,743.56,2,0
2020-12,ACC0021361,IND20000084,65,12824.43,0.0,-12824.43,197.3,2,0
2020-12,ACC0021363,IND20000457,70,32046.71,1845.58,-30201.13,484.18,1,0
2020-12,ACC0021365,IND20001133,80,31952.58,1086.33,-30866.25,412.99,0,0
2020-12,ACC0021366,IND20002089,75,51097.13,1012.92,-50084.21,694.8,1,0
2020-12,ACC0021367,IND20000599,72,30361.28,4577.13,-25784.15,485.26,0,1
2020-12,ACC0021368,IND20003041,76,30215.8,0.0,-30215.8,397.58,1,3
2020-12,ACC0021369,IND20001388,75,29379.33,2169.11,-27210.22,420.65,0,1
2020-12,ACC0021370,IND20003459,69,20090.84,617.91,-19472.93,300.13,1,0
2020-12,ACC0021371,IND20000394,71,33061.98,917.13,-32144.85,478.58,0,1
2020-12,ACC0021372,IND20002839,75,51169.45,1221.27,-49948.18,698.54,0,0
2020-12,ACC0021373,IND20001809,79,28523.74,579.81,-27943.93,368.4,0,0
2020-12,ACC0021375,IND20000154,62,14039.25,0.0,-14039.25,226.44,1,2
2020-12,ACC0021376,COM20000030,87,111805.37,4600.38,-107204.99,1338.0,1,0
2020-12,ACC0021377,COM20000047,79,97633.16,6297.59,-91335.57,1315.58,3,1
2020-12,ACC0021378,COM20000083,66,44628.94,4844.88,-39784.06,749.6,2,0
2020-12,ACC0021379,COM20000102,56,43218.89,4880.62,-38338.27,858.92,1,2
2020-12,ACC0021381,COM20000093,65,56787.48,5753.45,-51034.03,962.17,0,0
2020-12,ACC0021382,COM20000060,73,66245.65,6259.82,-59985.83,993.23,0,0
2020-12,ACC0021383,COM20000053,67,76359.4,0.0,-76359.4,1139.69,1,1
2020-12,ACC0021384,COM20000092,83,103532.09,2362.8,-101169.29,1275.84,0,0
2020-12,ACC0021385,COM20000039,65,81195.2,0.0,-81195.2,1249.16,0,1
2020-12,ACC0021386,COM20000101,73,118485.6,3077.74,-115407.86,1665.25,0,0
2020-12,ACC0021387,COM20000091,95,78452.51,1678.62,-76773.89,843.49,1,0
2020-12,ACC0021388,COM20000088,88,81217.02,6079.68,-75137.34,992.01,0,0
2021-01,ACC0021153,IND20001667,2,1102.5,0.0,-1102.5,551.25,0,0
2021-01,ACC0021158,IND20000897,1,348.05,0.0,-348.05,348.05,0,0
2021-01,ACC0021167,IND20000397,1,196.89,0.0,-196.89,196.89,0,0
2021-01,ACC0021174,IND20001732,1,146.16,0.0,-146.16,146.16,0,0
2021-01,ACC0021180,IND20000988,2,531.19,0.0,-531.19,265.59,0,0
2021-01,ACC0021181,IND20001705,1,92.24,0.0,-92.24,92.24,0,0
2021-01,ACC0021183,IND20002225,1,477.57,0.0,-477.57,477.57,0,0
2021-01,ACC0021184,IND20002662,1,208.9,0.0,-208.9,208.9,0,0
2021-01,ACC0021190,IND20001857,1,111.7,0.0,-111.7,111.7,0,0
2021-01,ACC0021192,IND20001567,1,1205.06,0.0,-1205.06,1205.06,0,0
2021-01,ACC0021204,IND20003795,1,156.59,0.0,-156.59,156.59,0,0
2021-01,ACC0021207,IND20002472,1,2061.8,0.0,-2061.8,2061.8,0,0
2021-01,ACC0021209,IND20004090,1,339.42,0.0,-339.42,339.42,0,0
2021-01,ACC0021214,IND20002509,1,144.96,0.0,-144.96,144.96,0,0
2021-01,ACC0021223,IND20003731,2,859.98,0.0,-859.98,429.99,0,0
2021-01,ACC0021227,IND20000633,1,199.05,0.0,-199.05,199.05,0,0
2021-01,ACC0021230,IND20000203,1,70.81,0.0,-70.81,70.81,0,0
2021-01,ACC0021250,IND20000246,1,103.55,0.0,-103.55,103.55,0,0
2021-01,ACC0021256,IND20000254,1,298.06,0.0,-298.06,298.06,0,0
2021-01,ACC0021288,IND20003193,1,85.09,0.0,-85.09,85.09,0,0
2021-01,ACC0021320,IND20003616,1,92.68,0.0,-92.68,92.68,0,0
2021-01,ACC0021324,IND20004006,1,79.69,0.0,-79.69,79.69,0,0
2021-01,ACC0021327,IND20003175,1,31.51,0.0,-31.51,31.51,0,0
2021-01,ACC0021330,IND20001496,1,82.69,0.0,-82.69,82.69,0,0
2021-01,ACC0021334,IND20002992,1,26.24,0.0,-26.24,26.24,0,0
2021-01,ACC0021336,IND20002191,1,47.39,0.0,-47.39,47.39,0,0
2021-01,ACC0021338,IND20003938,1,1162.27,0.0,-1162.27,1162.27,0,0
2021-01,ACC0021349,IND20003374,1,92.31,0.0,-92.31,92.31,0,0
2021-01,ACC0021354,IND20001298,1,371.6,0.0,-371.6,371.6,0,0
2021-01,ACC0021356,IND20002867,1,10.0,0.0,-10.0,10.0,0,0
2021-01,ACC0021358,IND20001459,1,215.4,0.0,-215.4,215.4,0,0
