account_id,customer_id,bank_name,account_type,account_tier,statement_timeframe_months,analysis_segment
ACC0021190,IND20001857,Capitec,easy,basic,6,basic_easy
ACC0021191,IND20000396,African Bank,savings,standard,6,standard_savings
ACC0021192,IND20001567,First National Bank,savings,basic,6,basic_savings
ACC0021193,IND20002916,First National Bank,easy,basic,3,basic_easy
ACC0021194,IND20003049,Capitec,savings,basic,6,basic_savings
ACC0021195,IND20000886,Standard Bank,savings,basic,3,basic_savings
ACC0021196,IND20002138,Nedbank,easy,basic,6,basic_easy
ACC0021197,IND20002706,African Bank,easy,basic,6,basic_easy
ACC0021198,IND20001420,Capitec,savings,standard,3,standard_savings
ACC0021199,IND20001554,Absa,savings,standard,6,standard_savings
ACC0021201,IND20002477,Absa,easy,basic,3,basic_easy
ACC0021202,IND20003879,Nedbank,aspire,standard,6,standard_aspire
ACC0021203,IND20001190,Standard Bank,current,standard,6,standard_current
ACC0021204,IND20003795,First National Bank,savings,basic,3,basic_savings
ACC0021207,IND20002472,First National Bank,easy,basic,3,basic_easy
ACC0021208,IND20003991,First National Bank,easy,basic,3,basic_easy
ACC0021209,IND20004090,Absa,easy,basic,6,basic_easy
ACC0021210,IND20001000,First National Bank,easy,basic,3,basic_easy
ACC0021211,IND20001649,Absa,current,standard,6,standard_current
ACC0021212,IND20001649,Nedbank,savings,standard,6,standard_savings
ACC0021213,IND20000088,Absa,savings,standard,3,standard_savings
ACC0021214,IND20002509,Absa,savings,basic,6,basic_savings
ACC0021215,IND20000421,African Bank,easy,basic,3,basic_easy
ACC0021216,IND20001716,First National Bank,cheque,standard,3,standard_cheque
ACC0021217,IND20002239,Absa,savings,standard,3,standard_savings
ACC0021218,IND20002566,Standard Bank,easy,basic,3,basic_easy
ACC0021219,IND20004012,Nedbank,savings,basic,3,basic_savings
ACC0021220,IND20003832,First National Bank,aspire,standard,3,standard_aspire
ACC0021221,IND20000314,Absa,easy,basic,6,basic_easy
ACC0021222,IND20000289,Standard Bank,current,standard,6,standard_current
ACC0021223,IND20003731,First National Bank,easy,basic,3,basic_easy
ACC0021224,IND20001243,Capitec,current,standard,6,standard_current
ACC0021225,IND20001243,Investec,current,standard,3,standard_current
ACC0021226,IND20002049,Nedbank,gold,premium,3,premium_gold
ACC0021227,IND20000633,First National Bank,easy,basic,3,basic_easy
ACC0021228,IND20000804,First National Bank,easy,basic,6,basic_easy
ACC0021230,IND20000203,Capitec,easy,basic,6,basic_easy
ACC0021231,IND20000802,Absa,easy,basic,3,basic_easy
ACC0021232,IND20002170,Absa,easy,basic,3,basic_easy
ACC0021233,IND20000189,Capitec,current,standard,3,standard_current
ACC0021234,IND20002448,Nedbank,current,standard,6,standard_current
ACC0021235,IND20000235,First National Bank,savings,standard,6,standard_savings
ACC0021236,IND20001953,Standard Bank,easy,basic,6,basic_easy
ACC0021237,IND20000519,Nedbank,cheque,standard,6,standard_cheque
ACC0021238,IND20000519,Capitec,current,standard,3,standard_current
ACC0021239,IND20002330,First National Bank,savings,standard,3,standard_savings
ACC0021240,IND20003486,Capitec,savings,standard,3,standard_savings
ACC0021241,IND20002573,Capitec,gold,premium,6,premium_gold
ACC0021242,IND20001543,Standard Bank,easy,basic,3,basic_easy
ACC0021243,IND20001282,First National Bank,savings,standard,3,standard_savings
ACC0021244,IND20001484,Nedbank,easy,basic,3,basic_easy
ACC0021245,IND20002543,First National Bank,savings,basic,3,basic_savings
ACC0021246,IND20003532,First National Bank,gold,premium,3,premium_gold
ACC0021247,IND20003532,Absa,gold,premium,3,premium_gold
ACC0021248,IND20003039,Capitec,cheque,standard,6,standard_cheque
ACC0021249,IND20003039,Standard Bank,cheque,standard,3,standard_cheque
ACC0021250,IND20000246,Absa,easy,basic,3,basic_easy
ACC0021251,IND20000355,Standard Bank,savings,standard,3,standard_savings
ACC0021252,IND20001320,Absa,easy,basic,3,basic_easy
ACC0021253,IND20001047,First National Bank,savings,basic,3,basic_savings
ACC0021254,IND20000878,Capitec,cheque,standard,3,standard_cheque
ACC0021255,IND20002460,Absa,savings,standard,6,standard_savings
ACC0021256,IND20000254,Capitec,easy,basic,3,basic_easy
ACC0021257,IND20001471,First National Bank,easy,basic,3,basic_easy
ACC0021258,IND20001449,Nedbank,gold,premium,6,premium_gold
ACC0021259,IND20000257,African Bank,current,standard,6,standard_current
ACC0021260,IND20002025,Standard Bank,easy,basic,3,basic_easy
ACC0021261,IND20000247,Standard Bank,easy,basic,3,basic_easy
ACC0021263,IND20002831,Absa,easy,basic,6,basic_easy
ACC0021264,IND20000155,Nedbank,savings,basic,3,basic_savings
ACC0021265,IND20000761,Capitec,easy,basic,3,basic_easy
ACC0021266,IND20001522,Standard Bank,cheque,standard,3,standard_cheque
ACC0021267,IND20001148,Capitec,easy,basic,3,basic_easy
ACC0021268,IND20003360,Capitec,easy,basic,3,basic_easy
ACC0021269,IND20000456,Nedbank,easy,basic,6,basic_easy
ACC0021270,IND20001095,Nedbank,savings,basic,6,basic_savings
ACC0021271,IND20002673,Nedbank,current,standard,3,standard_current
ACC0021272,IND20002899,Standard Bank,current,standard,6,standard_current
ACC0021273,IND20000371,Capitec,aspire,standard,3,standard_aspire
ACC0021274,IND20000629,Capitec,savings,standard,3,standard_savings
ACC0021275,IND20002382,First National Bank,savings,standard,3,standard_savings
ACC0021276,IND20002382,Absa,current,standard,3,standard_current
ACC0021277,IND20001662,Absa,current,standard,3,standard_current
ACC0021278,IND20003236,First National Bank,savings,basic,3,basic_savings
ACC0021279,IND20002894,Standard Bank,savings,basic,6,basic_savings
ACC0021280,IND20003053,Standard Bank,savings,standard,6,standard_savings
ACC0021281,IND20003053,First National Bank,cheque,standard,3,standard_cheque
ACC0021282,IND20002526,Standard Bank,easy,basic,3,basic_easy
ACC0021283,IND20003753,Standard Bank,easy,basic,3,basic_easy
ACC0021284,IND20003512,First National Bank,easy,basic,6,basic_easy
ACC0021285,IND20001527,Nedbank,easy,basic,6,basic_easy
ACC0021287,IND20000231,First National Bank,easy,basic,6,basic_easy
ACC0021288,IND20003193,Nedbank,savings,basic,3,basic_savings
ACC0021289,IND20000793,African Bank,savings,standard,6,standard_savings
ACC0021290,IND20003843,Standard Bank,easy,basic,6,basic_easy
ACC0021291,IND20003147,Standard Bank,savings,standard,3,standard_savings
ACC0021292,IND20003382,Capitec,easy,basic,6,basic_easy
ACC0021293,IND20001521,Absa,easy,basic,3,basic_easy
ACC0021294,IND20003663,First National Bank,current,standard,3,standard_current
ACC0021295,IND20000133,Standard Bank,easy,basic,6,basic_easy
ACC0021296,IND20003624,Absa,current,standard,6,standard_current
ACC0021297,IND20001216,First National Bank,easy,basic,3,basic_easy
ACC0021298,IND20001660,Absa,easy,basic,6,basic_easy
ACC0021300,IND20001529,Nedbank,cheque,standard,6,standard_cheque
ACC0021301,IND20000432,Standard Bank,easy,basic,3,basic_easy
ACC0021302,IND20001272,Discovery Bank,savings,standard,3,standard_savings
ACC0021303,IND20003139,Absa,easy,basic,3,basic_easy
ACC0021304,IND20002114,Capitec,easy,basic,6,basic_easy
ACC0021305,IND20001802,Absa,savings,basic,3,basic_savings
ACC0021306,IND20001885,Discovery Bank,easy,basic,6,basic_easy
ACC0021307,IND20001673,Nedbank,savings,basic,3,basic_savings
ACC0021308,IND20001555,First National Bank,cheque,standard,3,standard_cheque
ACC0021309,IND20003261,TymeBank,easy,basic,3,basic_easy
ACC0021310,IND20000659,Absa,savings,basic,3,basic_savings
ACC0021311,IND20003967,Absa,easy,basic,3,basic_easy
ACC0021312,IND20003873,Standard Bank,cheque,standard,3,standard_cheque
ACC0021313,IND20000711,Standard Bank,savings,basic,3,basic_savings
ACC0021314,IND20002701,Nedbank,current,standard,3,standard_current
ACC0021315,IND20002846,Nedbank,current,standard,3,standard_current
ACC0021317,IND20001292,Capitec,current,standard,3,standard_current
ACC0021318,IND20001292,Nedbank,current,standard,6,standard_current
ACC0021319,IND20003303,First National Bank,easy,basic,6,basic_easy
ACC0021320,IND20003616,First National Bank,easy,basic,6,basic_easy
ACC0021321,IND20003222,Capitec,savings,standard,3,standard_savings
ACC0021322,IND20002578,Capitec,easy,basic,6,basic_easy
ACC0021323,IND20003596,Nedbank,savings,standard,6,standard_savings
ACC0021324,IND20004006,Absa,easy,basic,6,basic_easy
ACC0021325,IND20002682,Nedbank,savings,standard,6,standard_savings
ACC0021326,IND20002058,Standard Bank,savings,standard,3,standard_savings
ACC0021327,IND20003175,TymeBank,easy,basic,6,basic_easy
ACC0021328,IND20002700,First National Bank,easy,basic,3,basic_easy
ACC0021329,IND20000236,Standard Bank,savings,standard,6,standard_savings
ACC0021330,IND20001496,Nedbank,savings,basic,3,basic_savings
ACC0021331,IND20003641,First National Bank,easy,basic,6,basic_easy
ACC0021332,IND20001396,First National Bank,current,standard,6,standard_current
ACC0021333,IND20001396,Standard Bank,current,standard,6,standard_current
ACC0021334,IND20002992,Nedbank,easy,basic,3,basic_easy
ACC0021335,IND20000889,Nedbank,easy,basic,3,basic_easy
ACC0021336,IND20002191,Capitec,easy,basic,6,basic_easy
ACC0021338,IND20003938,First National Bank,easy,basic,6,basic_easy
ACC0021340,IND20001795,First National Bank,savings,standard,6,standard_savings
ACC0021341,IND20002738,First National Bank,easy,basic,6,basic_easy
ACC0021342,IND20002891,Investec,easy,basic,6,basic_easy
ACC0021344,IND20000250,Nedbank,current,standard,3,standard_current
ACC0021345,IND20002607,Capitec,easy,basic,3,basic_easy
ACC0021346,IND20001759,First National Bank,current,standard,3,standard_current
ACC0021347,IND20000728,Capitec,easy,basic,3,basic_easy
ACC0021348,IND20000759,Capitec,current,standard,3,standard_current
ACC0021349,IND20003374,Capitec,easy,basic,6,basic_easy
ACC0021350,IND20002544,First National Bank,savings,basic,3,basic_savings
ACC0021351,IND20000512,First National Bank,current,standard,3,standard_current
ACC0021352,IND20002687,First National Bank,savings,basic,6,basic_savings
ACC0021353,IND20003072,Standard Bank,easy,basic,3,basic_easy
ACC0021354,IND20001298,African Bank,easy,basic,3,basic_easy
ACC0021355,IND20003765,Absa,easy,basic,6,basic_easy
ACC0021356,IND20002867,Standard Bank,savings,basic,3,basic_savings
ACC0021357,IND20003365,Nedbank,easy,basic,3,basic_easy
ACC0021358,IND20001459,Absa,easy,basic,3,basic_easy
ACC0021359,IND20002285,First National Bank,aspire,standard,3,standard_aspire
ACC0021361,IND20000084,First National Bank,easy,basic,6,basic_easy
ACC0021363,IND20000457,First National Bank,easy,basic,6,basic_easy
ACC0021365,IND20001133,Absa,savings,standard,6,standard_savings
ACC0021366,IND20002089,Absa,premium,premium,3,premium_premium
ACC0021367,IND20000599,First National Bank,savings,standard,6,standard_savings
ACC0021368,IND20003041,First National Bank,current,standard,6,standard_current
ACC0021369,IND20001388,Absa,easy,basic,6,basic_easy
ACC0021370,IND20003459,Capitec,easy,basic,6,basic_easy
ACC0021371,IND20000394,Nedbank,savings,basic,6,basic_savings
ACC0021372,IND20002839,Standard Bank,easy,basic,3,basic_easy
ACC0021373,IND20001809,First National Bank,savings,standard,6,standard_savings
ACC0021374,IND20001809,First National Bank,savings,standard,3,standard_savings
ACC0021375,IND20000154,Absa,easy,basic,3,basic_easy
ACC0021376,COM20000030,Absa,business,standard,3,standard_business
ACC0021377,COM20000047,Absa,business,standard,3,standard_business
ACC0021378,COM20000083,First National Bank,business,standard,6,standard_business
ACC0021379,COM20000102,Nedbank,business,standard,3,standard_business
ACC0021381,COM20000093,First National Bank,business,standard,3,standard_business
ACC0021382,COM20000060,Standard Bank,business,standard,3,standard_business
ACC0021383,COM20000053,Standard Bank,business,standard,3,standard_business
ACC0021384,COM20000092,African Bank,business,standard,6,standard_business
ACC0021385,COM20000039,Absa,business,standard,6,standard_business
ACC0021386,COM20000101,First National Bank,business,standard,6,standard_business
ACC0021387,COM20000091,Nedbank,business,standard,3,standard_business
ACC0021388,COM20000088,Standard Bank,business,standard,3,standard_business
