year,month,customer_id,action,source_year,source_month
2019,12,IND1903015913,copied_prior_customer_row_into_month,2019,3
2019,12,IND1903016147,copied_prior_customer_row_into_month,2019,3
2019,12,IND1903017115,copied_prior_customer_row_into_month,2019,3
2019,12,IND1904000091,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904000388,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904002083,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904003582,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904003770,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904004221,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904005881,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904006852,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904007712,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904009088,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904009254,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904009787,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904011112,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904013553,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904013819,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904015061,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904015386,copied_prior_customer_row_into_month,2019,4
2019,12,IND1904015690,copied_prior_customer_row_into_month,2019,4
2019,12,IND1905000055,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905000145,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905000147,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905000201,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905000269,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905002598,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905003169,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905006136,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905006365,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905006959,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905007758,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905010789,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905011517,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905011978,copied_prior_customer_row_into_month,2019,5
2019,12,IND1905012506,copied_prior_customer_row_into_month,2019,5
2019,12,IND1906000257,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906000965,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906001173,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906001736,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906002091,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906003452,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906003569,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906005816,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906005969,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906006436,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906007398,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906007678,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906007692,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906009471,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906011321,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906012383,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906012696,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906012854,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906013377,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906014684,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906016642,copied_prior_customer_row_into_month,2019,6
2019,12,IND1906016696,copied_prior_customer_row_into_month,2019,6
2019,12,IND1907000069,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907000448,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907002015,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907003267,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907003719,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907003829,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907004649,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907007234,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907007686,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907008321,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907008364,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907008408,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907012525,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907012777,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907014269,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907014804,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907015513,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907015840,copied_prior_customer_row_into_month,2019,7
2019,12,IND1907016040,copied_prior_customer_row_into_month,2019,7
2019,12,IND1908000226,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908000356,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908000435,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908000539,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908000865,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908003116,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908003275,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908003348,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908003915,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908004327,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908004464,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908004719,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908005843,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908007051,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908007839,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908010177,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908010446,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908011089,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908012919,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908013286,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908013844,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908014032,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908014925,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908015928,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908016065,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908016737,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908016744,copied_prior_customer_row_into_month,2019,8
2019,12,IND1908016807,copied_prior_customer_row_into_month,2019,8
2019,12,IND1909000480,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909000556,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909001073,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909001337,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909002754,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909003747,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909004579,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909006068,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909007420,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909009518,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909010686,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909012359,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909012403,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909012590,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909013390,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909013962,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909014469,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909015457,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909015656,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909015672,copied_prior_customer_row_into_month,2019,9
2019,12,IND1909017033,copied_prior_customer_row_into_month,2019,9
2019,12,IND1910000038,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910000196,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910000452,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910000602,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910000611,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910000807,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910001310,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910002178,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910002742,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910004173,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910004340,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910005930,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910005933,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910006167,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910008677,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910010059,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910010312,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910010967,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910011010,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910011898,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910012210,copied_prior_customer_row_into_month,2019,10
2019,12,IND1910013156,copied_prior_customer_row_into_month,2019,10
2019,12,IND1911000346,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911000916,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911001097,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911002879,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911004157,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911007902,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911008148,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911009362,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911010172,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911010634,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911011042,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911011518,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911012801,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911014142,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911014515,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911015599,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911016516,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911017093,copied_prior_customer_row_into_month,2019,11
2019,12,IND1911017161,copied_prior_customer_row_into_month,2019,11
