account_id,customer_id,bank_name,account_type,account_tier,statement_timeframe_months,analysis_segment
ACC0056498,IND22001647,TymeBank,savings,basic,6,basic_savings
ACC0056499,IND22009709,First National Bank,savings,standard,6,standard_savings
ACC0056500,IND22011503,Absa,easy,basic,6,basic_easy
ACC0056501,IND22008402,Standard Bank,easy,basic,6,basic_easy
ACC0056502,IND22002401,Capitec,savings,basic,6,basic_savings
ACC0056503,IND22012051,Standard Bank,savings,standard,3,standard_savings
ACC0056504,IND22012051,Standard Bank,savings,standard,3,standard_savings
ACC0056505,IND22004913,First National Bank,savings,basic,3,basic_savings
ACC0056506,IND22006946,Standard Bank,savings,standard,3,standard_savings
ACC0056507,IND22010143,First National Bank,savings,standard,3,standard_savings
ACC0056508,IND22013067,First National Bank,easy,basic,3,basic_easy
ACC0056509,IND22000332,Absa,easy,basic,6,basic_easy
ACC0056510,IND22008709,Absa,savings,basic,3,basic_savings
ACC0056511,IND22002791,Capitec,cheque,standard,6,standard_cheque
ACC0056512,IND22008773,Absa,savings,standard,6,standard_savings
ACC0056513,IND22011517,Absa,easy,basic,3,basic_easy
ACC0056514,IND22002821,Absa,current,standard,6,standard_current
ACC0056515,IND22001117,Standard Bank,savings,basic,6,basic_savings
ACC0056516,IND22001117,First National Bank,joint,basic,6,basic_joint
ACC0056518,IND22000448,First National Bank,savings,basic,3,basic_savings
ACC0056519,IND22013619,Nedbank,current,standard,6,standard_current
ACC0056520,IND22013619,Absa,aspire,standard,3,standard_aspire
ACC0056521,IND22007507,First National Bank,easy,basic,3,basic_easy
ACC0056523,IND22006137,Standard Bank,savings,basic,3,basic_savings
ACC0056524,IND22014019,Absa,cheque,standard,6,standard_cheque
ACC0056525,IND22010827,First National Bank,savings,basic,3,basic_savings
ACC0056526,IND22003306,African Bank,easy,basic,6,basic_easy
ACC0056527,IND22014216,Absa,easy,basic,3,basic_easy
ACC0056528,IND22014728,Capitec,savings,basic,3,basic_savings
ACC0056529,IND22007836,Capitec,easy,basic,3,basic_easy
ACC0056530,IND22014329,Absa,easy,basic,6,basic_easy
ACC0056531,IND22013694,Absa,savings,standard,3,standard_savings
ACC0056532,IND22004056,Standard Bank,savings,standard,3,standard_savings
ACC0056533,IND22007772,Capitec,gold,premium,3,premium_gold
ACC0056534,IND22000306,Nedbank,easy,basic,3,basic_easy
ACC0056535,IND22008411,First National Bank,savings,standard,6,standard_savings
ACC0056536,IND22008411,Standard Bank,joint,standard,3,standard_joint
ACC0056537,IND22004695,Absa,easy,basic,6,basic_easy
ACC0056538,IND22010779,Standard Bank,current,standard,3,standard_current
ACC0056539,IND22010779,First National Bank,savings,standard,3,standard_savings
ACC0056540,IND22008420,Standard Bank,savings,basic,3,basic_savings
ACC0056541,IND22010625,First National Bank,cheque,standard,3,standard_cheque
ACC0056542,IND22004498,Absa,easy,basic,3,basic_easy
ACC0056543,IND22006091,Standard Bank,cheque,standard,6,standard_cheque
ACC0056544,IND22006539,Nedbank,current,standard,3,standard_current
ACC0056545,IND22014875,African Bank,savings,basic,3,basic_savings
ACC0056546,IND22012877,First National Bank,cheque,standard,6,standard_cheque
ACC0056547,IND22011829,Absa,easy,basic,3,basic_easy
ACC0056548,IND22011696,Absa,savings,basic,3,basic_savings
ACC0056549,IND22008950,TymeBank,savings,basic,6,basic_savings
ACC0056550,IND22012922,Capitec,savings,standard,3,standard_savings
ACC0056551,IND22009782,First National Bank,savings,basic,6,basic_savings
ACC0056552,IND22011135,Standard Bank,easy,basic,3,basic_easy
ACC0056553,IND22010343,First National Bank,easy,basic,3,basic_easy
ACC0056554,IND22000391,Nedbank,gold,premium,3,premium_gold
ACC0056555,IND22013187,TymeBank,savings,basic,3,basic_savings
ACC0056556,IND22006002,First National Bank,savings,basic,6,basic_savings
ACC0056557,IND22008154,African Bank,savings,basic,6,basic_savings
ACC0056558,IND22000807,Nedbank,easy,basic,3,basic_easy
ACC0056559,IND22006873,First National Bank,easy,basic,6,basic_easy
ACC0056560,IND22012747,Nedbank,easy,basic,3,basic_easy
ACC0056561,IND22009011,Standard Bank,easy,basic,3,basic_easy
ACC0056563,IND22004471,Nedbank,easy,basic,3,basic_easy
ACC0056564,IND22000958,Standard Bank,current,standard,3,standard_current
ACC0056565,IND22001708,Absa,current,standard,6,standard_current
ACC0056566,IND22001708,African Bank,savings,standard,3,standard_savings
ACC0056567,IND22003349,Standard Bank,savings,standard,6,standard_savings
ACC0056568,IND22000223,Standard Bank,savings,standard,6,standard_savings
ACC0056570,IND22004228,Standard Bank,savings,standard,6,standard_savings
ACC0056572,IND22005230,Capitec,savings,basic,3,basic_savings
ACC0056573,IND22005230,First National Bank,joint,basic,3,basic_joint
ACC0056574,IND22010167,Nedbank,savings,basic,6,basic_savings
ACC0056576,IND22010258,Standard Bank,easy,basic,3,basic_easy
ACC0056577,IND22005965,Absa,savings,standard,6,standard_savings
ACC0056578,IND22003121,Absa,savings,basic,6,basic_savings
ACC0056579,IND22012621,First National Bank,easy,basic,6,basic_easy
ACC0056580,IND22005355,Standard Bank,gold,premium,6,premium_gold
ACC0056581,IND22009972,Nedbank,current,standard,6,standard_current
ACC0056582,IND22011092,Investec,savings,standard,3,standard_savings
ACC0056583,IND22001109,Capitec,cheque,standard,6,standard_cheque
ACC0056584,IND22000497,Absa,savings,basic,3,basic_savings
ACC0056585,IND22004514,Nedbank,current,standard,6,standard_current
ACC0056586,IND22003019,First National Bank,cheque,standard,6,standard_cheque
ACC0056587,IND22011692,Nedbank,savings,basic,6,basic_savings
ACC0056588,IND22002892,First National Bank,easy,basic,6,basic_easy
ACC0056589,IND22001597,Absa,savings,basic,3,basic_savings
ACC0056591,IND22011926,First National Bank,savings,basic,3,basic_savings
ACC0056592,IND22008644,Capitec,easy,basic,3,basic_easy
ACC0056593,IND22011690,Absa,savings,basic,6,basic_savings
ACC0056594,IND22011623,Standard Bank,current,standard,6,standard_current
ACC0056595,IND22011404,Absa,cheque,standard,6,standard_cheque
ACC0056596,IND22005134,Standard Bank,easy,basic,3,basic_easy
ACC0056597,IND22008695,Absa,savings,standard,3,standard_savings
ACC0056598,IND22008195,Investec,current,standard,3,standard_current
ACC0056599,IND22012509,Capitec,easy,basic,3,basic_easy
ACC0056600,IND22012509,First National Bank,joint,basic,6,basic_joint
ACC0056601,IND22013439,First National Bank,cheque,standard,6,standard_cheque
ACC0056602,IND22004052,Capitec,easy,basic,6,basic_easy
ACC0056603,IND22001801,Capitec,current,standard,3,standard_current
ACC0056604,IND22002973,First National Bank,easy,basic,3,basic_easy
ACC0056605,IND22002904,Standard Bank,easy,basic,3,basic_easy
ACC0056606,IND22003489,Nedbank,easy,basic,6,basic_easy
ACC0056607,IND22003785,Absa,easy,basic,6,basic_easy
ACC0056608,IND22003785,First National Bank,joint,basic,6,basic_joint
ACC0056609,IND22000433,Standard Bank,savings,basic,3,basic_savings
ACC0056610,IND22001009,Standard Bank,savings,standard,3,standard_savings
ACC0056611,IND22007927,Standard Bank,current,standard,3,standard_current
ACC0056612,IND22002366,First National Bank,cheque,standard,6,standard_cheque
ACC0056613,IND22008038,Standard Bank,cheque,standard,3,standard_cheque
ACC0056614,IND22008038,Absa,cheque,standard,6,standard_cheque
ACC0056615,IND22013594,Capitec,easy,basic,6,basic_easy
ACC0056616,IND22004472,Nedbank,savings,standard,6,standard_savings
ACC0056617,IND22008051,First National Bank,savings,basic,6,basic_savings
ACC0056618,IND22006095,Nedbank,cheque,standard,3,standard_cheque
ACC0056619,IND22003672,Capitec,savings,standard,3,standard_savings
ACC0056620,IND22003613,Nedbank,easy,basic,6,basic_easy
ACC0056621,IND22010183,Standard Bank,savings,standard,3,standard_savings
ACC0056622,IND22014491,Standard Bank,easy,basic,6,basic_easy
ACC0056623,IND22010736,Capitec,savings,basic,3,basic_savings
ACC0056624,IND22013079,Standard Bank,savings,basic,6,basic_savings
ACC0056627,IND22009669,Absa,savings,basic,3,basic_savings
ACC0056628,IND22009669,Capitec,joint,basic,3,basic_joint
ACC0056629,IND22000652,Nedbank,easy,basic,3,basic_easy
ACC0056630,IND22002634,Absa,savings,basic,3,basic_savings
ACC0056631,IND22012389,Standard Bank,easy,basic,6,basic_easy
ACC0056632,IND22004612,First National Bank,easy,basic,6,basic_easy
ACC0056633,IND22010243,Capitec,savings,standard,6,standard_savings
ACC0056634,IND22005935,Absa,savings,standard,3,standard_savings
ACC0056635,IND22014590,Standard Bank,savings,basic,3,basic_savings
ACC0056636,IND22000140,First National Bank,aspire,standard,6,standard_aspire
ACC0056637,IND22000831,Capitec,current,standard,6,standard_current
ACC0056638,IND22000831,First National Bank,current,standard,3,standard_current
ACC0056639,IND22013917,Standard Bank,cheque,standard,6,standard_cheque
ACC0056640,IND22011562,Standard Bank,easy,basic,3,basic_easy
ACC0056641,IND22002641,Investec,savings,standard,3,standard_savings
ACC0056642,IND22011031,African Bank,cheque,standard,3,standard_cheque
ACC0056643,IND22004619,Absa,easy,basic,3,basic_easy
ACC0056644,IND22001097,Nedbank,aspire,standard,6,standard_aspire
ACC0056645,IND22001097,Standard Bank,joint,standard,3,standard_joint
ACC0056647,IND22014828,Nedbank,joint,basic,6,basic_joint
ACC0056648,IND22014522,Capitec,easy,basic,6,basic_easy
ACC0056649,IND22002700,Capitec,easy,basic,6,basic_easy
ACC0056650,IND22008888,Capitec,savings,standard,3,standard_savings
ACC0056651,IND22006733,Standard Bank,easy,basic,6,basic_easy
ACC0056652,IND22013717,First National Bank,easy,basic,6,basic_easy
ACC0056653,IND22000389,Absa,savings,standard,3,standard_savings
ACC0056654,IND22001957,Capitec,easy,basic,6,basic_easy
ACC0056655,IND22006673,Capitec,savings,standard,6,standard_savings
ACC0056656,IND22011899,First National Bank,easy,basic,6,basic_easy
ACC0056658,IND22002452,TymeBank,easy,basic,3,basic_easy
ACC0056659,IND22003695,Capitec,easy,basic,6,basic_easy
ACC0056660,IND22014608,Absa,easy,basic,6,basic_easy
ACC0056661,IND22000069,Nedbank,gold,premium,6,premium_gold
ACC0056662,IND22006621,Nedbank,savings,basic,3,basic_savings
ACC0056663,IND22001867,Nedbank,cheque,standard,6,standard_cheque
ACC0056664,IND22011766,Standard Bank,easy,basic,6,basic_easy
ACC0056665,IND22005441,First National Bank,cheque,standard,3,standard_cheque
ACC0056666,IND22012482,Standard Bank,savings,standard,3,standard_savings
ACC0056667,IND22014782,African Bank,easy,basic,3,basic_easy
ACC0056668,IND22004544,Absa,savings,standard,3,standard_savings
ACC0056669,IND22010024,Capitec,easy,basic,3,basic_easy
ACC0056670,IND22002500,Nedbank,easy,basic,6,basic_easy
ACC0056671,IND22003537,African Bank,aspire,standard,3,standard_aspire
ACC0056672,IND22002183,Nedbank,easy,basic,6,basic_easy
ACC0056673,IND22010867,African Bank,cheque,standard,3,standard_cheque
ACC0056674,IND22003730,Absa,savings,basic,3,basic_savings
ACC0056675,IND22011201,Discovery Bank,savings,basic,6,basic_savings
ACC0056677,IND22001367,Capitec,easy,basic,3,basic_easy
ACC0056678,IND22002636,Absa,cheque,standard,6,standard_cheque
ACC0056679,IND22002636,Capitec,savings,standard,3,standard_savings
ACC0056680,IND22009464,Nedbank,cheque,standard,3,standard_cheque
ACC0056681,IND22009157,Standard Bank,savings,standard,3,standard_savings
ACC0056682,IND22013672,Nedbank,savings,basic,6,basic_savings
ACC0056683,IND22005288,Nedbank,current,standard,6,standard_current
ACC0056684,IND22004837,Nedbank,savings,basic,3,basic_savings
ACC0056685,IND22001670,Nedbank,current,standard,3,standard_current
ACC0056687,IND22000017,Discovery Bank,easy,basic,3,basic_easy
ACC0056688,IND22000734,Capitec,easy,basic,6,basic_easy
ACC0056689,IND22003396,Standard Bank,savings,standard,3,standard_savings
ACC0056690,IND22003396,First National Bank,savings,standard,6,standard_savings
ACC0056691,IND22002025,Nedbank,savings,basic,3,basic_savings
ACC0056692,IND22013916,Discovery Bank,easy,basic,6,basic_easy
ACC0056693,IND22009706,Nedbank,easy,basic,3,basic_easy
ACC0056694,IND22005828,First National Bank,easy,basic,6,basic_easy
ACC0056695,IND22010463,Capitec,gold,premium,6,premium_gold
ACC0056696,IND22010463,Absa,platinum,premium,6,premium_platinum
ACC0056697,IND22005016,Standard Bank,easy,basic,6,basic_easy
ACC0056698,IND22002651,Capitec,savings,standard,6,standard_savings
ACC0056699,IND22004503,Standard Bank,easy,basic,3,basic_easy
ACC0056700,IND22004503,First National Bank,joint,basic,6,basic_joint
ACC0056701,IND22013748,Absa,easy,basic,3,basic_easy
ACC0056702,IND22004720,Nedbank,current,standard,3,standard_current
ACC0056703,IND22002879,African Bank,easy,basic,3,basic_easy
ACC0056704,IND22008319,Discovery Bank,aspire,standard,3,standard_aspire
ACC0056705,IND22008319,First National Bank,aspire,standard,6,standard_aspire
ACC0056706,IND22013891,Absa,easy,basic,6,basic_easy
ACC0056707,IND22010127,Absa,savings,basic,3,basic_savings
ACC0056708,IND22002822,Standard Bank,easy,basic,6,basic_easy
ACC0056709,IND22002147,Absa,easy,basic,3,basic_easy
ACC0056710,IND22001948,Standard Bank,current,standard,6,standard_current
ACC0056711,IND22014262,Nedbank,easy,basic,6,basic_easy
ACC0056712,IND22007389,Capitec,cheque,standard,6,standard_cheque
ACC0056713,IND22007389,Nedbank,current,standard,3,standard_current
ACC0056715,IND22009103,Standard Bank,easy,basic,6,basic_easy
ACC0056716,IND22003670,Standard Bank,savings,basic,3,basic_savings
ACC0056717,IND22006130,First National Bank,savings,standard,6,standard_savings
ACC0056718,IND22014780,First National Bank,easy,basic,6,basic_easy
ACC0056720,IND22001500,Standard Bank,savings,basic,3,basic_savings
ACC0056721,IND22003258,Standard Bank,savings,standard,6,standard_savings
ACC0056722,IND22003446,Nedbank,current,standard,3,standard_current
ACC0056723,IND22012011,First National Bank,easy,basic,3,basic_easy
ACC0056725,IND22000294,First National Bank,savings,standard,6,standard_savings
ACC0056726,IND22010832,Nedbank,cheque,standard,3,standard_cheque
ACC0056727,IND22005176,Absa,savings,basic,3,basic_savings
ACC0056728,IND22005176,Absa,joint,basic,3,basic_joint
ACC0056729,IND22001633,Nedbank,savings,standard,6,standard_savings
ACC0056730,IND22009301,Standard Bank,easy,basic,3,basic_easy
ACC0056731,IND22001502,Nedbank,current,standard,6,standard_current
ACC0056732,IND22005676,Standard Bank,easy,basic,3,basic_easy
ACC0056733,IND22005859,Nedbank,gold,premium,6,premium_gold
ACC0056734,IND22013378,Capitec,easy,basic,6,basic_easy
ACC0056735,IND22011895,Capitec,savings,basic,3,basic_savings
ACC0056736,IND22011906,First National Bank,easy,basic,3,basic_easy
ACC0056737,IND22004129,Nedbank,savings,standard,6,standard_savings
ACC0056738,IND22000016,Capitec,easy,basic,3,basic_easy
ACC0056739,IND22006889,Nedbank,current,standard,3,standard_current
ACC0056740,IND22006800,Nedbank,easy,basic,3,basic_easy
ACC0056741,IND22009584,Standard Bank,aspire,standard,6,standard_aspire
ACC0056742,IND22004380,Absa,cheque,standard,6,standard_cheque
ACC0056743,IND22011892,Absa,aspire,standard,6,standard_aspire
ACC0056744,IND22001558,Absa,current,standard,6,standard_current
ACC0056745,IND22010519,African Bank,savings,standard,6,standard_savings
ACC0056746,IND22010519,Standard Bank,current,standard,3,standard_current
ACC0056747,IND22011666,First National Bank,savings,standard,3,standard_savings
ACC0056748,IND22013983,African Bank,savings,standard,3,standard_savings
ACC0056749,IND22000096,Absa,savings,basic,3,basic_savings
ACC0056750,IND22003770,Capitec,easy,basic,6,basic_easy
ACC0056751,IND22004736,TymeBank,current,standard,6,standard_current
ACC0056752,IND22009108,Nedbank,easy,basic,3,basic_easy
ACC0056753,IND22010774,Capitec,savings,basic,3,basic_savings
ACC0056754,IND22001880,Capitec,easy,basic,6,basic_easy
ACC0056755,IND22006287,Standard Bank,easy,basic,6,basic_easy
ACC0056756,IND22001699,Standard Bank,easy,basic,6,basic_easy
ACC0056757,IND22001443,African Bank,cheque,standard,6,standard_cheque
ACC0056758,IND22009170,Standard Bank,cheque,standard,6,standard_cheque
ACC0056760,IND22009145,Capitec,gold,premium,6,premium_gold
ACC0056761,IND22010600,First National Bank,easy,basic,6,basic_easy
ACC0056762,IND22011636,Capitec,easy,basic,3,basic_easy
ACC0056763,IND22011020,First National Bank,aspire,standard,3,standard_aspire
ACC0056764,IND22011729,First National Bank,savings,standard,6,standard_savings
ACC0056765,IND22007946,Capitec,aspire,standard,6,standard_aspire
ACC0056766,IND22007854,Standard Bank,easy,basic,3,basic_easy
ACC0056767,IND22002856,Nedbank,easy,basic,3,basic_easy
ACC0056768,IND22000636,First National Bank,savings,standard,6,standard_savings
ACC0056769,IND22005917,Standard Bank,cheque,standard,6,standard_cheque
ACC0056770,IND22013017,Standard Bank,savings,basic,6,basic_savings
ACC0056771,IND22002065,Nedbank,current,standard,6,standard_current
ACC0056772,IND22006442,Capitec,savings,basic,6,basic_savings
ACC0056773,IND22005785,Standard Bank,easy,basic,3,basic_easy
ACC0056774,IND22003158,African Bank,gold,premium,3,premium_gold
ACC0056775,IND22003158,Standard Bank,joint,standard,6,standard_joint
ACC0056776,IND22007615,First National Bank,savings,basic,6,basic_savings
ACC0056777,IND22009619,Standard Bank,easy,basic,6,basic_easy
ACC0056778,IND22009276,First National Bank,current,standard,6,standard_current
ACC0056779,IND22002731,Absa,cheque,standard,3,standard_cheque
ACC0056780,IND22011982,Capitec,savings,basic,6,basic_savings
ACC0056781,IND22000515,Nedbank,easy,basic,3,basic_easy
ACC0056782,IND22010462,African Bank,savings,standard,3,standard_savings
ACC0056783,IND22002629,Standard Bank,easy,basic,6,basic_easy
ACC0056784,IND22012159,Standard Bank,easy,basic,3,basic_easy
ACC0056785,IND22006763,Standard Bank,easy,basic,3,basic_easy
ACC0056786,IND22007402,Nedbank,savings,basic,3,basic_savings
ACC0056787,IND22006278,Nedbank,cheque,standard,6,standard_cheque
ACC0056788,IND22001144,Standard Bank,savings,basic,6,basic_savings
ACC0056789,IND22008320,Nedbank,current,standard,6,standard_current
ACC0056790,IND22012735,Absa,easy,basic,6,basic_easy
ACC0056791,IND22001941,Absa,current,standard,6,standard_current
ACC0056792,IND22000577,First National Bank,savings,basic,6,basic_savings
ACC0056793,IND22007353,Absa,savings,standard,3,standard_savings
ACC0056794,IND22000238,Capitec,savings,basic,6,basic_savings
ACC0056795,IND22009118,First National Bank,savings,basic,3,basic_savings
ACC0056796,IND22014882,Standard Bank,easy,basic,3,basic_easy
ACC0056797,IND22013998,Standard Bank,savings,standard,6,standard_savings
ACC0056798,IND22014008,TymeBank,easy,basic,6,basic_easy
ACC0056800,IND22009058,Absa,savings,basic,3,basic_savings
ACC0056802,IND22002358,Standard Bank,easy,basic,3,basic_easy
ACC0056803,IND22010708,Nedbank,current,standard,6,standard_current
ACC0056804,IND22001249,Absa,current,standard,3,standard_current
ACC0056805,IND22001249,Capitec,joint,standard,3,standard_joint
ACC0056806,IND22009536,First National Bank,easy,basic,3,basic_easy
ACC0056807,IND22003803,Absa,savings,basic,3,basic_savings
ACC0056809,IND22013261,First National Bank,current,standard,3,standard_current
ACC0056810,IND22013232,Standard Bank,easy,basic,6,basic_easy
ACC0056811,IND22001012,Absa,cheque,standard,6,standard_cheque
ACC0056812,IND22011308,Nedbank,aspire,standard,3,standard_aspire
ACC0056813,IND22008756,Absa,premium,premium,3,premium_premium
ACC0056814,IND22013534,Capitec,savings,basic,6,basic_savings
ACC0056815,IND22013534,Standard Bank,joint,basic,6,basic_joint
ACC0056816,IND22005744,Absa,savings,standard,6,standard_savings
ACC0056817,IND22006123,Standard Bank,current,standard,3,standard_current
ACC0056818,IND22006123,Standard Bank,joint,standard,3,standard_joint
ACC0056819,IND22010877,Nedbank,easy,basic,3,basic_easy
ACC0056820,IND22003429,Nedbank,current,standard,3,standard_current
ACC0056821,IND22007073,Capitec,savings,standard,6,standard_savings
ACC0056823,IND22012921,Absa,current,standard,3,standard_current
ACC0056824,IND22002510,First National Bank,savings,basic,3,basic_savings
ACC0056826,IND22006948,Absa,easy,basic,6,basic_easy
ACC0056827,IND22013131,Capitec,savings,basic,3,basic_savings
ACC0056828,IND22008660,Capitec,current,standard,3,standard_current
ACC0056829,IND22008678,TymeBank,current,standard,3,standard_current
ACC0056830,IND22008678,African Bank,savings,standard,6,standard_savings
ACC0056831,IND22014746,Nedbank,easy,basic,3,basic_easy
ACC0056833,IND22013626,First National Bank,easy,basic,3,basic_easy
ACC0056834,IND22006884,Absa,cheque,standard,6,standard_cheque
ACC0056835,IND22000901,Capitec,easy,basic,3,basic_easy
ACC0056836,IND22013155,First National Bank,current,standard,6,standard_current
ACC0056837,IND22013155,Absa,aspire,standard,3,standard_aspire
ACC0056838,IND22006695,Investec,easy,basic,3,basic_easy
ACC0056839,IND22013052,Absa,easy,basic,3,basic_easy
ACC0056840,IND22003455,TymeBank,savings,basic,6,basic_savings
ACC0056841,IND22006682,Absa,easy,basic,3,basic_easy
ACC0056842,IND22006767,Capitec,easy,basic,3,basic_easy
ACC0056843,IND22002802,Nedbank,savings,standard,6,standard_savings
ACC0056844,IND22014877,Standard Bank,savings,basic,3,basic_savings
ACC0056845,IND22006413,Nedbank,savings,basic,6,basic_savings
ACC0056846,IND22006413,Nedbank,joint,basic,3,basic_joint
ACC0056847,IND22009714,Nedbank,savings,basic,3,basic_savings
ACC0056848,IND22004436,First National Bank,easy,basic,6,basic_easy
ACC0056849,IND22009257,First National Bank,easy,basic,6,basic_easy
ACC0056850,IND22011107,Discovery Bank,easy,basic,3,basic_easy
ACC0056851,IND22003435,Standard Bank,easy,basic,6,basic_easy
ACC0056852,IND22011983,Standard Bank,easy,basic,6,basic_easy
ACC0056853,IND22012540,Standard Bank,easy,basic,6,basic_easy
ACC0056854,IND22011382,First National Bank,easy,basic,6,basic_easy
ACC0056855,IND22003518,Capitec,easy,basic,3,basic_easy
ACC0056856,IND22002726,Absa,easy,basic,3,basic_easy
ACC0056857,IND22012460,First National Bank,savings,basic,6,basic_savings
ACC0056858,IND22012460,Standard Bank,joint,basic,6,basic_joint
ACC0056859,IND22009951,First National Bank,savings,standard,6,standard_savings
ACC0056860,IND22003817,First National Bank,easy,basic,3,basic_easy
ACC0056861,IND22001358,First National Bank,easy,basic,6,basic_easy
ACC0056862,IND22005546,Nedbank,easy,basic,6,basic_easy
ACC0056863,IND22009877,Capitec,savings,basic,6,basic_savings
ACC0056864,IND22011484,Standard Bank,cheque,standard,3,standard_cheque
ACC0056865,IND22012767,First National Bank,easy,basic,3,basic_easy
ACC0056866,IND22003010,Nedbank,savings,standard,6,standard_savings
ACC0056867,IND22000868,Standard Bank,easy,basic,6,basic_easy
ACC0056868,IND22005102,Absa,savings,basic,3,basic_savings
ACC0056869,IND22005102,Discovery Bank,joint,basic,3,basic_joint
ACC0056870,IND22013331,Absa,easy,basic,6,basic_easy
ACC0056871,IND22006205,Discovery Bank,gold,premium,3,premium_gold
ACC0056872,IND22010781,Capitec,current,standard,6,standard_current
ACC0056873,IND22011581,First National Bank,easy,basic,3,basic_easy
ACC0056876,IND22009694,Capitec,savings,standard,6,standard_savings
ACC0056877,IND22009694,First National Bank,current,standard,3,standard_current
ACC0056878,IND22014688,Capitec,savings,basic,6,basic_savings
ACC0056879,IND22010795,Standard Bank,premium,premium,3,premium_premium
ACC0056880,IND22009684,First National Bank,easy,basic,6,basic_easy
ACC0056881,IND22009234,Capitec,easy,basic,3,basic_easy
ACC0056882,IND22014451,First National Bank,easy,basic,6,basic_easy
ACC0056883,IND22003902,First National Bank,easy,basic,6,basic_easy
ACC0056884,IND22010734,Standard Bank,easy,basic,6,basic_easy
ACC0056885,IND22009026,Standard Bank,savings,basic,3,basic_savings
ACC0056886,IND22007825,Standard Bank,savings,standard,6,standard_savings
ACC0056887,IND22008439,Absa,savings,basic,3,basic_savings
ACC0056888,IND22012907,Nedbank,current,standard,3,standard_current
ACC0056889,IND22014136,Capitec,current,standard,3,standard_current
ACC0056890,IND22006653,First National Bank,savings,basic,3,basic_savings
ACC0056891,IND22005103,Standard Bank,savings,standard,3,standard_savings
ACC0056892,IND22010552,Absa,easy,basic,3,basic_easy
ACC0056893,IND22012997,TymeBank,savings,basic,6,basic_savings
