reconciliation_run_id,account_id,customer_id,ledger_transaction_id,statement_transaction_id,ledger_amount,statement_amount,ledger_date,statement_date,match_status,exception_category,root_cause_tag,confidence_score,source_system_lag_days,expected_settlement_date
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000002,,1.57,,2022-12-25 13:58:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.936,,
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000003,,-69.32,,2022-12-25 13:58:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.969,,
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000004,,-43.14,,2023-01-25 15:49:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.921,,
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000005,,-86.9,,2023-01-25 15:49:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.918,,
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000006,,-62.68,,2023-01-25 15:49:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.901,,
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000007,,3.0,,2023-02-25 08:45:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.94,,
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000008,,-21.24,,2023-02-25 08:45:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.973,,
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000009,,-153.91,,2023-02-25 08:45:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.881,,
RECON-202212-ACC0056440-3M,ACC0056440,IND22004374,,BST-ACC0056440-000010,,2134.21,,2023-02-26 00:00:00,exception,missing_in_ledger,ledger_feed_delay_or_unallocated_bank_item,0.582,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,MTX202212000012963,BST-ACC0056441-000061,-60.98,-60.98,2022-12-31 00:33:05,2023-01-01 00:33:05,exception,source_system_lag,source_system_processing_delay,0.515,1.0,2023-01-01
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,MTX202212000012962,BST-ACC0056441-000062,-327.28,-327.28,2022-12-31 01:58:24,2023-01-01 01:58:24,exception,source_system_lag,source_system_processing_delay,0.772,1.0,2023-01-01
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,MTX202212000012964,BST-ACC0056441-000063,-19.5,-19.5,2022-12-31 08:41:19,2023-01-01 08:41:19,exception,source_system_lag,source_system_processing_delay,0.663,1.0,2023-01-01
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,MTX202212000012965,BST-ACC0056441-000064,-10.92,-10.92,2022-12-31 11:36:29,2023-01-01 11:36:29,exception,source_system_lag,source_system_processing_delay,0.615,1.0,2023-01-01
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000065,,-107.06,,2022-12-25 14:04:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.954,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000066,,-129.56,,2022-12-25 14:04:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.932,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000067,,-139.07,,2023-01-25 10:53:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.947,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000068,,4.28,,2023-01-25 10:53:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.93,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000069,,-142.72,,2023-01-25 10:53:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.9,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000070,,-66.77,,2023-02-25 14:19:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.92,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000071,,0.82,,2023-02-25 14:19:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.93,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000072,,-140.92,,2023-03-25 15:05:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.975,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000073,,-138.41,,2023-03-25 15:05:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.967,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000074,,2.61,,2023-04-25 09:29:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.973,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000075,,-20.88,,2023-04-25 09:29:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.917,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000076,,-121.67,,2023-04-25 09:29:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.897,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000077,,-25.79,,2023-05-25 07:54:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.96,,
RECON-202212-ACC0056441-6M,ACC0056441,IND22004196,,BST-ACC0056441-000078,,-101.29,,2023-05-25 07:54:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.943,,
RECON-202212-ACC0056442-3M,ACC0056442,IND22006066,,BST-ACC0056442-000001,,-73.44,,2022-12-25 10:23:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.944,,
RECON-202212-ACC0056442-3M,ACC0056442,IND22006066,,BST-ACC0056442-000002,,-22.46,,2022-12-25 10:23:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.95,,
RECON-202212-ACC0056442-3M,ACC0056442,IND22006066,,BST-ACC0056442-000003,,-25.35,,2023-01-25 17:22:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.967,,
RECON-202212-ACC0056442-3M,ACC0056442,IND22006066,,BST-ACC0056442-000004,,0.59,,2023-02-25 12:02:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.975,,
RECON-202212-ACC0056442-3M,ACC0056442,IND22006066,,BST-ACC0056442-000005,,-23.23,,2023-02-25 12:02:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.93,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,MTX202212000009407,BST-ACC0056443-000042,-274.76,-268.8,2022-12-19 13:17:02,2022-12-19 13:17:02,exception,amount_mismatch,fee_or_fx_value_difference,0.584,0.0,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,MTX202212000009417,BST-ACC0056443-000052,-137.39,-137.39,2022-12-22 09:00:56,2022-12-25 09:00:56,exception,timing_difference,posting_date_lag,0.802,0.0,2022-12-25
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000084,,-111.45,,2022-12-25 09:21:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.965,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000085,,1.36,,2022-12-25 09:21:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.951,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000086,,-75.49,,2022-12-25 09:21:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.908,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000087,,-46.74,,2023-01-25 07:29:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.883,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000088,,-159.81,,2023-02-25 07:57:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.942,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000089,,-42.77,,2023-02-25 07:57:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.883,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000090,,-36.35,,2023-03-25 14:21:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.941,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000091,,-124.67,,2023-03-25 14:21:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.914,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000092,,-143.16,,2023-04-25 08:18:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.887,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000093,,4.34,,2023-04-25 08:18:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.947,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000094,,-153.6,,2023-04-25 08:18:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.93,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000095,,-30.35,,2023-05-25 12:52:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.975,,
RECON-202212-ACC0056443-6M,ACC0056443,IND22005386,,BST-ACC0056443-000096,,-158.62,,2023-05-25 12:52:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.925,,
RECON-202212-ACC0056444-6M,ACC0056444,IND22001912,,BST-ACC0056444-000001,,-108.92,,2022-12-25 12:34:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.965,,
RECON-202212-ACC0056444-6M,ACC0056444,IND22001912,,BST-ACC0056444-000002,,-139.41,,2023-01-25 07:49:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.97,,
RECON-202212-ACC0056444-6M,ACC0056444,IND22001912,,BST-ACC0056444-000003,,-28.5,,2023-02-25 11:19:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.933,,
RECON-202212-ACC0056444-6M,ACC0056444,IND22001912,,BST-ACC0056444-000004,,-56.8,,2023-03-25 11:48:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.98,,
RECON-202212-ACC0056444-6M,ACC0056444,IND22001912,,BST-ACC0056444-000005,,-147.34,,2023-04-25 14:55:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.978,,
RECON-202212-ACC0056444-6M,ACC0056444,IND22001912,,BST-ACC0056444-000006,,-26.93,,2023-05-25 08:20:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.977,,
RECON-202212-ACC0056444-6M,ACC0056444,IND22001912,,BST-ACC0056444-000007,,-3.44,,2023-05-25 08:20:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.882,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,MTX202212000013692,BST-ACC0056445-000028,-225.13,-214.39,2022-12-16 14:49:29,2022-12-16 14:49:29,exception,amount_mismatch,fee_or_fx_value_difference,0.489,0.0,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,MTX202212000013722,,-45.3,,2022-12-31 08:07:05,,exception,missing_in_bank_statement,ledger_item_not_yet_settled,0.807,0.0,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,MTX202212000013723,,-1233.41,,2022-12-31 11:39:53,,exception,missing_in_bank_statement,ledger_item_not_yet_settled,0.705,0.0,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000059,,-53.09,,2022-12-25 15:52:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.978,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000060,,0.97,,2023-01-25 09:47:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.972,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000061,,-92.17,,2023-01-25 09:47:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.935,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000062,,7.41,,2023-02-25 07:17:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.915,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000063,,-147.0,,2023-03-25 16:35:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.93,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000064,,-7.94,,2023-04-25 08:47:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.979,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000065,,-110.6,,2023-04-25 08:47:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.886,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000066,,7.15,,2023-04-25 08:47:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.895,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000067,,-50.01,,2023-05-25 11:05:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.894,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000068,,-110.36,,2023-05-25 11:05:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.935,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000069,,-29.43,,2023-05-25 11:05:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.932,,
RECON-202212-ACC0056445-6M,ACC0056445,IND22000213,,BST-ACC0056445-000070,,2523.35,,2023-05-16 00:00:00,exception,missing_in_ledger,ledger_feed_delay_or_unallocated_bank_item,0.577,,
RECON-202212-ACC0056446-3M,ACC0056446,IND22000941,MTX202212000023100,BST-ACC0056446-000034,-347.3,-347.3,2022-12-20 00:07:44,2022-12-20 00:07:44,exception,duplicate_bank_entry,bank_statement_duplicate,0.801,0.0,
RECON-202212-ACC0056446-3M,ACC0056446,IND22000941,,BST-ACC0056446-000060,,-152.33,,2022-12-25 16:02:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.92,,
RECON-202212-ACC0056446-3M,ACC0056446,IND22000941,,BST-ACC0056446-000061,,-22.68,,2022-12-25 16:02:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.893,,
RECON-202212-ACC0056446-3M,ACC0056446,IND22000941,,BST-ACC0056446-000062,,7.64,,2022-12-25 16:02:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.973,,
RECON-202212-ACC0056446-3M,ACC0056446,IND22000941,,BST-ACC0056446-000063,,12.02,,2023-01-25 13:39:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.949,,
RECON-202212-ACC0056446-3M,ACC0056446,IND22000941,,BST-ACC0056446-000064,,-49.52,,2023-01-25 13:39:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.901,,
RECON-202212-ACC0056446-3M,ACC0056446,IND22000941,,BST-ACC0056446-000065,,-34.99,,2023-02-25 16:03:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.889,,
RECON-202212-ACC0056446-3M,ACC0056446,IND22000941,,BST-ACC0056446-000066,,-22.39,,2023-02-25 16:03:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.915,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,MTX202212000031242,BST-ACC0056447-000018,-129.73,-129.73,2022-12-11 06:20:49,2022-12-13 06:20:49,exception,source_system_lag,source_system_processing_delay,0.787,2.0,2022-12-13
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,MTX202212000031243,BST-ACC0056447-000019,-471.97,-471.97,2022-12-11 07:04:31,2022-12-13 07:04:31,exception,source_system_lag,source_system_processing_delay,0.753,2.0,2022-12-13
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,MTX202212000031241,BST-ACC0056447-000020,-764.65,-764.65,2022-12-11 08:26:36,2022-12-13 08:26:36,exception,source_system_lag,source_system_processing_delay,0.811,2.0,2022-12-13
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,MTX202212000031245,BST-ACC0056447-000021,-356.64,-356.64,2022-12-11 10:12:16,2022-12-13 10:12:16,exception,source_system_lag,source_system_processing_delay,0.583,2.0,2022-12-13
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,MTX202212000031244,BST-ACC0056447-000022,-1752.65,-1752.65,2022-12-11 11:48:30,2022-12-13 11:48:30,exception,source_system_lag,source_system_processing_delay,0.688,2.0,2022-12-13
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,MTX202212000031247,BST-ACC0056447-000023,-392.57,-392.57,2022-12-11 16:42:19,2022-12-13 16:42:19,exception,source_system_lag,source_system_processing_delay,0.626,2.0,2022-12-13
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,MTX202212000031246,BST-ACC0056447-000024,-442.65,-442.65,2022-12-11 19:11:42,2022-12-13 19:11:42,exception,source_system_lag,source_system_processing_delay,0.468,2.0,2022-12-13
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,MTX202212000031248,BST-ACC0056447-000025,-3580.24,-3580.24,2022-12-11 21:41:43,2022-12-13 21:41:43,exception,source_system_lag,source_system_processing_delay,0.489,2.0,2022-12-13
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000058,,-128.12,,2022-12-25 08:47:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.892,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000059,,-58.58,,2022-12-25 08:47:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.952,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000060,,-42.33,,2023-01-25 15:16:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.91,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000061,,-45.83,,2023-01-25 15:16:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.969,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000062,,-142.59,,2023-01-25 15:16:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.887,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000063,,-7.45,,2023-02-25 15:25:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.954,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000064,,7.77,,2023-03-25 14:56:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.936,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000065,,-81.55,,2023-03-25 14:56:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.977,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000066,,5.6,,2023-04-25 08:36:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.945,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000067,,-152.27,,2023-04-25 08:36:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.91,,
RECON-202212-ACC0056447-6M,ACC0056447,IND22004502,,BST-ACC0056447-000068,,-105.54,,2023-05-25 16:18:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.92,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,MTX202212000022511,BST-ACC0056449-000010,-82.26,-82.26,2022-12-06 12:10:32,2022-12-06 12:10:32,exception,duplicate_bank_entry,bank_statement_duplicate,0.716,0.0,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,MTX202212000022555,BST-ACC0056449-000056,-237.48,-237.48,2022-12-22 13:04:50,2022-12-23 13:04:50,exception,timing_difference,posting_date_lag,0.571,0.0,2022-12-23
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000075,,-64.61,,2022-12-25 08:13:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.924,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000076,,-29.86,,2023-01-25 11:02:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.922,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000077,,-114.01,,2023-01-25 11:02:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.947,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000078,,-135.89,,2023-02-25 11:05:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.977,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000079,,4.07,,2023-02-25 11:05:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.957,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000080,,-83.31,,2023-03-25 15:55:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.912,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000081,,-48.76,,2023-03-25 15:55:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.902,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000082,,-15.49,,2023-03-25 15:55:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.965,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000083,,-14.44,,2023-04-25 10:25:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.898,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000084,,-118.13,,2023-04-25 10:25:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.955,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000085,,-100.99,,2023-05-25 12:49:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.96,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000086,,0.81,,2023-05-25 12:49:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.976,,
RECON-202212-ACC0056449-6M,ACC0056449,IND22000616,,BST-ACC0056449-000087,,-33.6,,2023-05-25 12:49:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.958,,
RECON-202212-ACC0056450-6M,ACC0056450,IND22007993,,BST-ACC0056450-000001,,-74.23,,2022-12-25 11:13:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,0.952,,
