month,account_id,customer_id,transaction_count,total_debits,total_credits,net_movement,avg_transaction_amount,failed_count,fraud_count
2022-12,ACC0056619,IND22003672,63,23965.98,2249.06,-21716.92,416.11,1,0
2022-12,ACC0056624,IND22013079,40,10681.69,0.0,-10681.69,267.04,0,0
2022-12,ACC0056627,IND22009669,65,24757.47,0.0,-24757.47,380.88,1,0
2022-12,ACC0056630,IND22002634,69,18956.54,0.0,-18956.54,274.73,1,1
2022-12,ACC0056633,IND22010243,63,23987.85,1309.95,-22677.9,401.55,0,0
2022-12,ACC0056634,IND22005935,57,20817.78,1279.82,-19537.96,387.68,0,1
2022-12,ACC0056635,IND22014590,48,14814.22,0.0,-14814.22,308.63,1,0
2022-12,ACC0056636,IND22000140,74,39559.74,0.0,-39559.74,534.59,1,0
2022-12,ACC0056637,IND22000831,67,32554.32,0.0,-32554.32,485.89,1,1
2022-12,ACC0056639,IND22013917,63,41907.89,0.0,-41907.89,665.2,0,1
2022-12,ACC0056640,IND22011562,73,18692.0,0.0,-18692.0,256.05,2,0
2022-12,ACC0056641,IND22002641,85,30009.34,0.0,-30009.34,353.05,0,0
2022-12,ACC0056644,IND22001097,64,26491.08,6101.27,-20389.81,492.72,0,1
2022-12,ACC0056647,IND22014828,41,10650.83,0.0,-10650.83,259.78,0,0
2022-12,ACC0056650,IND22008888,62,27123.83,0.0,-27123.83,437.48,2,0
2022-12,ACC0056652,IND22013717,56,8525.72,0.0,-8525.72,152.24,0,1
2022-12,ACC0056653,IND22000389,82,49181.1,1113.1,-48068.0,613.34,2,1
2022-12,ACC0056654,IND22001957,48,9952.08,0.0,-9952.08,207.34,0,1
2022-12,ACC0056658,IND22002452,70,15421.39,0.0,-15421.39,220.31,0,0
2022-12,ACC0056660,IND22014608,33,12805.38,0.0,-12805.38,388.04,0,1
2022-12,ACC0056661,IND22000069,76,45147.23,0.0,-45147.23,594.04,0,0
2022-12,ACC0056662,IND22006621,60,18546.05,967.92,-17578.13,325.23,0,0
2022-12,ACC0056665,IND22005441,66,25187.5,0.0,-25187.5,381.63,2,0
2022-12,ACC0056666,IND22012482,79,35963.75,1472.78,-34490.97,473.88,0,0
2022-12,ACC0056668,IND22004544,81,17362.53,3663.11,-13699.42,259.58,0,0
2022-12,ACC0056673,IND22010867,72,23445.95,0.0,-23445.95,325.64,0,1
2022-12,ACC0056674,IND22003730,62,16213.77,0.0,-16213.77,261.51,2,0
2022-12,ACC0056675,IND22011201,44,28231.53,1052.97,-27178.56,665.56,1,1
2022-12,ACC0056677,IND22001367,56,21635.95,927.3,-20708.65,402.92,0,0
2022-12,ACC0056678,IND22002636,85,25048.74,1138.23,-23910.51,308.08,0,1
2022-12,ACC0056682,IND22013672,63,14347.5,0.0,-14347.5,227.74,0,0
2022-12,ACC0056685,IND22001670,66,22569.08,1503.48,-21065.6,364.74,0,1
2022-12,ACC0056688,IND22000734,67,17250.83,0.0,-17250.83,257.48,0,1
2022-12,ACC0056689,IND22003396,61,19873.31,0.0,-19873.31,325.79,2,1
2022-12,ACC0056691,IND22002025,58,13793.41,0.0,-13793.41,237.82,1,0
2022-12,ACC0056697,IND22005016,69,19380.91,1241.03,-18139.88,295.64,0,0
2022-12,ACC0056699,IND22004503,62,12276.67,0.0,-12276.67,198.01,0,0
2022-12,ACC0056701,IND22013748,70,32370.85,2253.93,-30116.92,494.64,1,1
2022-12,ACC0056704,IND22008319,69,51688.05,1224.1,-50463.95,766.84,0,0
2022-12,ACC0056707,IND22010127,53,14190.5,0.0,-14190.5,267.75,0,0
2022-12,ACC0056710,IND22001948,63,105705.27,401.08,-105304.19,1684.23,0,1
2022-12,ACC0056711,IND22014262,55,18651.56,0.0,-18651.56,339.12,2,1
2022-12,ACC0056715,IND22009103,74,29384.34,2349.32,-27035.02,428.83,0,1
2022-12,ACC0056716,IND22003670,57,11920.18,0.0,-11920.18,209.13,2,0
2022-12,ACC0056717,IND22006130,87,26828.38,1345.17,-25483.21,323.83,1,2
2022-12,ACC0056718,IND22014780,48,20137.59,514.69,-19622.9,430.26,1,0
2022-12,ACC0056722,IND22003446,59,20828.42,0.0,-20828.42,353.02,2,0
2022-12,ACC0056725,IND22000294,83,32713.25,1657.99,-31055.26,414.11,0,2
2022-12,ACC0056726,IND22010832,86,38118.96,3323.31,-34795.65,481.89,1,0
2022-12,ACC0056727,IND22005176,69,19171.58,0.0,-19171.58,277.85,2,1
2022-12,ACC0056730,IND22009301,55,13122.29,0.0,-13122.29,238.59,0,0
2022-12,ACC0056731,IND22001502,47,30648.79,7993.23,-22655.56,822.17,1,0
2022-12,ACC0056732,IND22005676,64,15768.45,0.0,-15768.45,246.38,0,0
2022-12,ACC0056733,IND22005859,80,65137.34,4142.8,-60994.54,866.0,0,0
2022-12,ACC0056734,IND22013378,69,19410.2,0.0,-19410.2,281.31,0,1
2022-12,ACC0056737,IND22004129,68,18006.9,2879.82,-15127.08,307.16,1,0
2022-12,ACC0056738,IND22000016,28,10660.09,0.0,-10660.09,380.72,0,0
2022-12,ACC0056739,IND22006889,66,35183.1,3768.77,-31414.33,590.18,0,0
2022-12,ACC0056743,IND22011892,74,32046.21,602.52,-31443.69,441.2,0,0
2022-12,ACC0056744,IND22001558,78,23295.02,1517.2,-21777.82,318.11,1,2
2022-12,ACC0056745,IND22010519,68,33194.99,720.45,-32474.54,498.76,1,1
2022-12,ACC0056747,IND22011666,69,17557.2,3221.36,-14335.84,289.68,1,0
2022-12,ACC0056749,IND22000096,44,10701.7,1272.93,-9428.77,272.15,0,0
2022-12,ACC0056750,IND22003770,77,29363.18,1062.04,-28301.14,395.13,0,1
2022-12,ACC0056751,IND22004736,79,30544.25,2479.84,-28064.41,418.03,3,1
2022-12,ACC0056753,IND22010774,70,26910.33,2410.29,-24500.04,418.87,1,0
2022-12,ACC0056755,IND22006287,80,28526.15,0.0,-28526.15,356.58,0,0
2022-12,ACC0056756,IND22001699,87,35947.32,0.0,-35947.32,413.19,1,0
2022-12,ACC0056757,IND22001443,73,36779.25,1153.92,-35625.33,519.63,0,1
2022-12,ACC0056758,IND22009170,68,21736.46,1467.06,-20269.4,341.23,0,0
2022-12,ACC0056760,IND22009145,74,44351.32,0.0,-44351.32,599.34,0,3
2022-12,ACC0056761,IND22010600,62,16286.21,1522.04,-14764.17,287.23,1,0
2022-12,ACC0056763,IND22011020,62,40236.6,1577.55,-38659.05,674.42,0,0
2022-12,ACC0056768,IND22000636,72,32152.78,632.77,-31520.01,455.35,1,1
2022-12,ACC0056769,IND22005917,68,30607.39,0.0,-30607.39,450.11,0,1
2022-12,ACC0056770,IND22013017,76,11009.92,797.56,-10212.36,155.36,0,0
2022-12,ACC0056771,IND22002065,74,31191.68,2749.82,-28441.86,458.67,0,0
2022-12,ACC0056772,IND22006442,69,25185.54,1979.55,-23205.99,393.7,0,1
2022-12,ACC0056773,IND22005785,59,17517.79,0.0,-17517.79,296.91,1,0
2022-12,ACC0056774,IND22003158,77,41736.04,0.0,-41736.04,542.03,1,0
2022-12,ACC0056778,IND22009276,73,28101.68,1944.49,-26157.19,411.59,1,0
2022-12,ACC0056780,IND22011982,71,25341.98,1164.68,-24177.3,373.33,3,0
2022-12,ACC0056782,IND22010462,82,30485.41,812.78,-29672.63,381.69,1,2
2022-12,ACC0056783,IND22002629,62,9308.91,269.13,-9039.78,154.48,1,1
2022-12,ACC0056786,IND22007402,79,85997.75,0.0,-85997.75,1088.58,0,1
2022-12,ACC0056787,IND22006278,72,28425.05,47.14,-28377.91,395.45,0,1
2022-12,ACC0056789,IND22008320,72,29706.11,2927.04,-26779.07,453.24,0,0
2022-12,ACC0056790,IND22012735,73,13825.11,0.0,-13825.11,189.39,1,0
2022-12,ACC0056791,IND22001941,72,82203.28,0.0,-82203.28,1141.71,1,0
2022-12,ACC0056792,IND22000577,83,20465.44,0.0,-20465.44,246.57,1,0
2022-12,ACC0056795,IND22009118,59,14743.93,0.0,-14743.93,249.9,0,0
2022-12,ACC0056796,IND22014882,40,13054.0,0.0,-13054.0,326.35,1,0
2022-12,ACC0056798,IND22014008,78,37612.88,0.0,-37612.88,482.22,1,0
2022-12,ACC0056800,IND22009058,55,11869.12,354.25,-11514.87,222.24,1,0
2022-12,ACC0056802,IND22002358,75,29799.22,0.0,-29799.22,397.32,1,0
2022-12,ACC0056803,IND22010708,82,50359.05,1375.62,-48983.43,630.91,1,0
2022-12,ACC0056804,IND22001249,72,30690.59,0.0,-30690.59,426.26,0,0
2022-12,ACC0056806,IND22009536,75,29569.65,0.0,-29569.65,394.26,2,0
2022-12,ACC0056809,IND22013261,67,38440.72,2856.23,-35584.49,616.37,1,0
2022-12,ACC0056812,IND22011308,74,34877.46,3035.86,-31841.6,512.34,1,0
2022-12,ACC0056813,IND22008756,66,49800.3,3956.91,-45843.39,814.5,1,0
2022-12,ACC0056816,IND22005744,75,22676.55,337.19,-22339.36,306.85,1,0
2022-12,ACC0056817,IND22006123,67,41479.71,2672.85,-38806.86,658.99,1,0
2022-12,ACC0056820,IND22003429,69,35687.77,284.47,-35403.3,521.34,1,2
2022-12,ACC0056824,IND22002510,55,13585.16,0.0,-13585.16,247.0,0,0
2022-12,ACC0056826,IND22006948,61,16894.72,1347.08,-15547.64,299.05,0,0
2022-12,ACC0056828,IND22008660,58,22350.23,846.39,-21503.84,399.94,0,0
2022-12,ACC0056833,IND22013626,77,33004.88,1551.83,-31453.05,448.79,0,0
2022-12,ACC0056836,IND22013155,79,37704.96,4182.66,-33522.3,530.22,1,0
2022-12,ACC0056838,IND22006695,64,16030.78,994.69,-15036.09,266.02,0,0
2022-12,ACC0056840,IND22003455,50,11077.97,0.0,-11077.97,221.56,1,0
2022-12,ACC0056841,IND22006682,65,20270.2,0.0,-20270.2,311.85,1,1
2022-12,ACC0056842,IND22006767,61,15828.42,0.0,-15828.42,259.48,0,0
2022-12,ACC0056844,IND22014877,39,13416.89,1805.9,-11610.99,390.33,0,0
2022-12,ACC0056845,IND22006413,66,12909.65,1078.29,-11831.36,211.94,2,0
2022-12,ACC0056847,IND22009714,66,27753.67,1344.24,-26409.43,440.88,0,0
2022-12,ACC0056848,IND22004436,69,13736.07,876.92,-12859.15,211.78,0,0
2022-12,ACC0056850,IND22011107,58,11496.47,0.0,-11496.47,198.21,1,0
2022-12,ACC0056852,IND22011983,60,12417.88,0.0,-12417.88,206.96,1,1
2022-12,ACC0056853,IND22012540,63,9840.86,0.0,-9840.86,156.2,0,0
2022-12,ACC0056855,IND22003518,69,24912.84,593.52,-24319.32,369.66,1,1
2022-12,ACC0056856,IND22002726,65,9743.54,1822.94,-7920.6,176.21,1,0
2022-12,ACC0056859,IND22009951,64,30951.9,1626.16,-29325.74,509.03,0,0
2022-12,ACC0056860,IND22003817,49,34765.72,0.0,-34765.72,709.5,0,0
2022-12,ACC0056862,IND22005546,46,35122.83,0.0,-35122.83,763.54,0,0
2022-12,ACC0056863,IND22009877,68,13544.07,0.0,-13544.07,199.18,1,0
2022-12,ACC0056865,IND22012767,79,38723.75,4672.58,-34051.17,549.32,0,0
2022-12,ACC0056866,IND22003010,79,26704.9,1117.47,-25587.43,352.18,0,1
2022-12,ACC0056867,IND22000868,69,13023.97,0.0,-13023.97,188.75,0,1
2022-12,ACC0056871,IND22006205,71,43096.42,1761.25,-41335.17,631.8,0,0
2022-12,ACC0056872,IND22010781,74,31350.42,1282.72,-30067.7,440.99,0,2
2022-12,ACC0056873,IND22011581,80,27144.29,1274.88,-25869.41,355.24,1,2
2022-12,ACC0056876,IND22009694,72,64524.13,1809.05,-62715.08,921.29,4,0
2022-12,ACC0056878,IND22014688,55,76899.99,0.0,-76899.99,1398.18,0,0
2022-12,ACC0056884,IND22010734,81,27998.9,1398.25,-26600.65,362.93,0,0
2022-12,ACC0056887,IND22008439,65,16966.16,1523.02,-15443.14,284.45,3,0
2022-12,ACC0056891,IND22005103,61,26110.8,218.75,-25892.05,431.63,4,1
2022-12,ACC0056893,IND22012997,62,22530.46,2366.7,-20163.76,401.57,0,0
2022-12,ACC0056894,IND22010411,79,26227.28,0.0,-26227.28,331.99,0,1
2022-12,ACC0056895,IND22003608,71,28298.24,870.37,-27427.87,410.83,1,1
2022-12,ACC0056896,IND22004194,45,12169.01,0.0,-12169.01,270.42,0,1
2022-12,ACC0056898,IND22002199,59,38921.0,1359.86,-37561.14,682.73,0,0
2022-12,ACC0056899,IND22014434,41,9441.88,0.0,-9441.88,230.29,2,1
2022-12,ACC0056902,IND22014785,45,15682.21,0.0,-15682.21,348.49,2,0
2022-12,ACC0056904,IND22000855,70,48709.61,1317.44,-47392.17,714.67,2,0
2022-12,ACC0056912,IND22010381,61,19283.92,0.0,-19283.92,316.13,0,1
2022-12,ACC0056913,IND22003859,58,27927.16,0.0,-27927.16,481.5,0,0
2022-12,ACC0056915,IND22001703,86,31752.12,0.0,-31752.12,369.21,0,1
2022-12,ACC0056916,IND22007016,95,43982.21,4788.74,-39193.47,513.38,0,0
2022-12,ACC0056917,IND22004385,62,11363.38,0.0,-11363.38,183.28,1,1
2022-12,ACC0056918,IND22003155,65,22421.87,0.0,-22421.87,344.95,1,0
2022-12,ACC0056921,IND22014483,49,23797.01,0.0,-23797.01,485.65,0,0
2022-12,ACC0056922,IND22008591,76,34166.33,1088.23,-33078.1,463.88,2,0
2022-12,ACC0056926,IND22000716,66,30844.74,1022.96,-29821.78,482.84,0,0
2022-12,ACC0056928,IND22003606,81,32138.23,1391.75,-30746.48,413.95,1,0
2022-12,ACC0056932,IND22000455,56,15076.02,0.0,-15076.02,269.21,0,0
2022-12,ACC0056933,IND22001623,55,9571.19,748.31,-8822.88,187.63,0,0
2022-12,ACC0056934,IND22002306,52,9698.24,0.0,-9698.24,186.5,0,0
2022-12,ACC0056937,IND22002388,54,9869.16,0.0,-9869.16,182.76,0,0
2022-12,ACC0056939,IND22013190,77,23765.29,1885.22,-21880.07,333.12,1,0
2022-12,ACC0056942,IND22010580,71,16318.73,0.0,-16318.73,229.84,1,0
2022-12,ACC0056944,IND22002391,76,23255.05,0.0,-23255.05,305.99,0,0
2022-12,ACC0056945,IND22006179,68,15681.04,0.0,-15681.04,227.46,1,0
2022-12,ACC0056952,IND22014572,42,20060.22,0.0,-20060.22,477.62,0,0
2022-12,ACC0056954,IND22005236,87,44326.08,0.0,-44326.08,509.2,0,0
2022-12,ACC0056955,IND22004760,73,24738.6,614.9,-24123.7,347.31,0,0
2022-12,ACC0056957,IND22001858,69,24833.62,1229.24,-23604.38,371.47,0,0
2022-12,ACC0056960,IND22011271,89,26848.82,3174.94,-23673.88,337.35,2,0
2022-12,ACC0056961,IND22007171,60,20096.31,581.43,-19514.88,344.63,1,1
2022-12,ACC0056962,IND22006507,78,36951.12,1373.96,-35577.16,491.35,1,0
2022-12,ACC0056966,IND22011676,77,13639.31,889.27,-12750.04,188.68,1,0
2022-12,ACC0056967,IND22001832,57,13243.71,0.0,-13243.71,232.35,0,0
2022-12,ACC0056968,IND22006139,99,29992.79,3285.14,-26707.65,336.14,4,1
2022-12,ACC0056972,IND22008267,67,22409.0,0.0,-22409.0,334.46,1,0
2022-12,ACC0056978,IND22011116,72,30746.64,743.36,-30003.28,437.36,0,0
2022-12,ACC0056979,IND22011552,55,12222.27,10.99,-12211.28,222.42,0,0
2022-12,ACC0056980,IND22005867,50,13262.97,0.0,-13262.97,265.26,0,0
2022-12,ACC0056981,IND22010425,70,51938.46,1533.26,-50405.2,763.88,1,0
2022-12,ACC0056984,IND22010592,64,17470.29,1062.21,-16408.08,289.57,1,0
2022-12,ACC0056988,IND22010514,81,24715.43,172.37,-24543.06,307.26,1,1
2022-12,ACC0056989,IND22006372,62,12246.28,0.0,-12246.28,197.52,0,0
2022-12,ACC0056990,IND22003405,61,17697.83,0.0,-17697.83,290.13,0,0
2022-12,ACC0056991,IND22006978,74,38857.88,2639.67,-36218.21,560.78,2,2
2022-12,ACC0056993,IND22009916,72,14051.75,1124.62,-12927.13,210.78,1,1
2022-12,ACC0056995,IND22012314,76,28922.55,1308.21,-27614.34,397.77,1,0
2022-12,ACC0056998,IND22000628,91,41206.02,600.18,-40605.84,459.41,0,1
2022-12,ACC0056999,IND22007084,79,28558.19,1483.04,-27075.15,380.27,1,1
2022-12,ACC0057003,IND22013428,61,10076.42,0.0,-10076.42,165.19,0,0
2022-12,ACC0057007,IND22006453,57,15654.99,3229.35,-12425.64,331.3,0,0
2022-12,ACC0057010,IND22001962,72,40322.82,1331.5,-38991.32,578.53,1,0
2022-12,ACC0057011,IND22003871,58,13340.05,0.0,-13340.05,230.0,0,0
2022-12,ACC0057013,IND22012279,63,23101.61,4244.82,-18856.79,434.07,0,0
2022-12,ACC0057014,IND22005412,58,11003.52,0.0,-11003.52,189.72,0,0
2022-12,ACC0057015,IND22009499,63,12080.26,0.0,-12080.26,191.75,0,0
2022-12,ACC0057017,IND22007069,79,21566.57,0.0,-21566.57,272.99,1,1
2022-12,ACC0057021,IND22007786,57,12961.15,470.95,-12490.2,235.65,1,0
2022-12,ACC0057023,IND22001736,69,38726.21,3294.01,-35432.2,608.99,1,2
2022-12,ACC0057027,IND22001744,90,48018.69,697.46,-47321.23,541.29,0,0
2022-12,ACC0057029,IND22001599,66,137939.81,469.76,-137470.05,2097.11,0,0
2022-12,ACC0057033,IND22004178,76,61086.13,619.54,-60466.59,811.92,0,0
2022-12,ACC0057034,IND22009651,73,28400.72,1810.17,-26590.55,413.85,2,1
2022-12,ACC0057035,IND22013601,61,22532.07,1154.37,-21377.7,388.3,1,0
2022-12,ACC0057037,IND22003794,71,17548.37,0.0,-17548.37,247.16,0,0
2022-12,ACC0057039,IND22010659,73,35057.58,865.49,-34192.09,492.1,0,0
2022-12,ACC0057040,IND22012050,53,16600.2,735.61,-15864.59,327.09,1,1
2022-12,ACC0057041,IND22006907,72,30180.99,1490.47,-28690.52,439.88,1,0
2022-12,ACC0057042,IND22007850,72,24240.59,0.0,-24240.59,336.67,0,0
2022-12,ACC0057043,IND22012686,79,42162.75,2160.62,-40002.13,561.06,1,0
2022-12,ACC0057045,IND22005729,83,51159.93,557.06,-50602.87,623.1,0,0
2022-12,ACC0057047,IND22005319,80,29307.5,912.5,-28395.0,377.75,1,2
2022-12,ACC0057050,IND22001154,59,10264.38,0.0,-10264.38,173.97,1,0
2022-12,ACC0057052,IND22004225,74,23858.83,1480.12,-22378.71,342.42,0,0
2022-12,ACC0057053,IND22014159,79,27365.2,866.83,-26498.37,357.37,2,1
2022-12,ACC0057055,IND22007818,68,24788.34,1112.8,-23675.54,380.9,2,0
2022-12,ACC0057057,IND22005720,61,12943.88,0.0,-12943.88,212.19,0,1
2022-12,ACC0057060,IND22005605,83,37722.6,0.0,-37722.6,454.49,0,0
2022-12,ACC0057061,IND22005250,63,11056.48,2052.03,-9004.45,208.07,0,0
2022-12,ACC0057063,IND22009045,58,11099.89,0.0,-11099.89,191.38,0,1
2022-12,ACC0057065,IND22010108,55,12936.48,0.0,-12936.48,235.21,1,0
2022-12,ACC0057066,IND22004170,75,29622.33,833.41,-28788.92,406.08,0,0
2022-12,ACC0057069,IND22008369,61,15227.48,0.0,-15227.48,249.63,0,0
2022-12,ACC0057070,IND22007685,82,50126.58,751.39,-49375.19,620.46,0,0
2022-12,ACC0057073,IND22004119,81,23627.96,0.0,-23627.96,291.7,1,0
2022-12,ACC0057074,IND22003749,72,24675.9,3480.81,-21195.09,391.07,1,0
2022-12,ACC0057075,IND22007256,62,16231.13,1196.09,-15035.04,281.08,1,1
2022-12,ACC0057078,IND22012918,67,27873.2,1243.62,-26629.58,434.58,0,0
2022-12,ACC0057079,IND22013044,54,12101.69,0.0,-12101.69,224.11,0,0
2022-12,ACC0057081,IND22008610,46,9547.73,0.0,-9547.73,207.56,1,0
2022-12,ACC0057088,IND22003552,83,41289.36,1358.26,-39931.1,513.83,1,0
2022-12,ACC0057091,IND22001200,74,23430.89,544.78,-22886.11,324.0,0,1
2022-12,ACC0057093,IND22012952,48,8170.01,0.0,-8170.01,170.21,0,2
2022-12,ACC0057094,IND22010360,80,34228.21,766.88,-33461.33,437.44,0,0
2022-12,ACC0057096,IND22004807,65,14875.79,0.0,-14875.79,228.86,1,0
2022-12,ACC0057097,IND22004230,62,17833.29,1066.17,-16767.12,304.83,0,0
2022-12,ACC0057098,IND22014742,41,16030.09,0.0,-16030.09,390.98,0,0
2022-12,ACC0057099,IND22005819,69,25079.81,1017.52,-24062.29,378.22,0,1
